,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239
10,4.6,4.6,4.6,4.6,2.61,2.61,2.61,2.61,2.61,6.67,6.67,6.67,6.67,6.67,6.9,6.9,6.9,6.9,2.65,2.65,2.65,2.65,2.65,3.9,3.9,3.9,3.9,3.9,-0.77,-0.77,-0.77,-0.77,-0.77,-0.5,-0.5,-0.5,-0.5,4.56,4.56,4.56,-2.76,-2.76,-2.76,-2.76,-15.75,-15.75,-15.75,-15.75,-15.75,7.02,7.02,7.02,7.02,7.02,-0.85,-0.85,-0.85,-0.85,3.67,3.67,3.67,3.67,3.67,10.26,10.26,10.26,10.26,10.26,-1.2,-1.2,-1.2,-1.2,-1.2,-4.9,-4.9,-4.9,-4.9,1.72,1.72,1.72,-1.36,-1.36,-1.36,-1.36,-11.92,-11.92,-11.92,-11.92,-11.92,11.47,11.47,11.47,11.47,11.47,-6.58,-6.58,-6.58,-6.58,8.78,8.78,8.78,8.78,8.78,-10.95,-10.95,-10.95,-10.95,-10.95,-4.79,-4.79,-4.79,-4.79,-4.79,12.21,12.21,12.21,12.21,1.52,1.52,1.52,-0.68404,-0.68404,-0.68404,-0.68404,0.05705,0.05705,0.05705,0.05705,0.05705,0.37828,0.37828,0.37828,0.37828,0.37828,-0.49623,-0.49623,-0.49623,-0.49623,0.54607,0.54607,0.54607,0.54607,0.54607,-0.59465,-0.59465,-0.59465,-0.59465,-0.59465,0.38318,0.38318,0.38318,0.38318,0.38318,0.21,0.21,0.21,0.21,-0.87976,-0.87976,-0.87976,-0.24689,-0.24689,-0.24689,-0.24689,0.10066,0.10066,0.10066,0.10066,0.10066,0.03878,0.03878,0.03878,0.03878,0.03878,-0.28168,-0.28168,-0.28168,-0.28168,0.16674,0.16674,0.16674,0.16674,0.16674,-0.26117,-0.26117,-0.26117,-0.26117,-0.26117,0.19327,0.19327,0.19327,0.19327,0.19327,0.04487,0.04487,0.04487,0.04487,-0.23772,-0.23772,-0.23772,-0.28427,-0.28427,-0.28427,-0.28427,0.01876,0.01876,0.01876,0.01876,0.01876,0.11046,0.11046,0.11046,0.11046,0.11046,-0.25417,-0.25417,-0.25417,-0.25417,0.0406,0.0406,0.0406,0.0406,0.0406,-0.07427,-0.07427,-0.07427,-0.07427,-0.07427,-0.00756,-0.00756,-0.00756,-0.00756,-0.00756,-0.03136,-0.03136,-0.03136,-0.03136,-0.14035,-0.14035,-0.14035
11,0.7,0.7,0.7,0.7,0.7,9.32,9.32,9.32,9.32,9.32,3.32,3.32,3.32,3.32,-7.01,-7.01,-7.01,-7.01,-7.01,-0.89,-0.89,-0.89,-0.89,-0.89,-4.28,-4.28,-4.28,-4.28,-4.28,0.27,0.27,0.27,0.27,-4.71,-4.71,-4.71,-4.71,-4.71,-0.69,-0.69,14.94,14.94,14.94,14.94,14.94,16.5,16.5,16.5,16.5,16.5,-6.85,-6.85,-6.85,-6.85,5.38,5.38,5.38,5.38,5.38,12.05,12.05,12.05,12.05,12.05,12.83,12.83,12.83,12.83,12.83,-1.12,-1.12,-1.12,-1.12,19.89,19.89,19.89,19.89,19.89,0.55,0.55,13.03,13.03,13.03,13.03,13.03,-7.32,-7.32,-7.32,-7.32,-7.32,0.16,0.16,0.16,0.16,-16.06,-16.06,-16.06,-16.06,-16.06,7.61,7.61,7.61,7.61,7.61,-15.71,-15.71,-15.71,-15.71,-15.71,10.61,10.61,10.61,10.61,-15.71,-15.71,-15.71,-15.71,-15.71,10.14,10.14,0.45962,0.45962,0.45962,0.45962,0.45962,-0.54411,-0.54411,-0.54411,-0.54411,-0.54411,0.96033,0.96033,0.96033,0.96033,-1.07527,-1.07527,-1.07527,-1.07527,-1.07527,-0.22694,-0.22694,-0.22694,-0.22694,-0.22694,-0.15008,-0.15008,-0.15008,-0.15008,-0.15008,0.4606,0.4606,0.4606,0.4606,-0.17325,-0.17325,-0.17325,-0.17325,-0.17325,0.37772,0.37772,0.0301,0.0301,0.0301,0.0301,0.0301,-0.28336,-0.28336,-0.28336,-0.28336,-0.28336,0.24507,0.24507,0.24507,0.24507,-0.3108,-0.3108,-0.3108,-0.3108,-0.3108,0.21819,0.21819,0.21819,0.21819,0.21819,-0.21623,-0.21623,-0.21623,-0.21623,-0.21623,0.26985,0.26985,0.26985,0.26985,-0.31892,-0.31892,-0.31892,-0.31892,-0.31892,0.17437,0.17437,-0.24955,-0.24955,-0.24955,-0.24955,-0.24955,-0.03605,-0.03605,-0.03605,-0.03605,-0.03605,-0.35637,-0.35637,-0.35637,-0.35637,0.11648,0.11648,0.11648,0.11648,0.11648,-0.27237,-0.27237,-0.27237,-0.27237,-0.27237,-0.30954,-0.30954,-0.30954,-0.30954,-0.30954,-0.55118,-0.55118,-0.55118,-0.55118,-0.0903,-0.0903,-0.0903,-0.0903,-0.0903,-0.63602,-0.63602
12,8.7,8.7,8.7,8.7,8.7,-19.88,-19.88,-19.88,-19.88,-19.88,-6.93,-6.93,-6.93,-6.93,-6.93,-10.4,-10.4,-10.4,-10.4,-10.99,-10.99,-10.99,-10.99,-10.99,6.16,6.16,6.16,6.16,6.16,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-1.47,1.83,1.83,1.83,1.83,1.83,6.79,6.79,6.79,6.79,6.79,7.68,7.68,7.68,7.68,7.68,-5.8,-5.8,-5.8,-5.8,7.68,7.68,7.68,7.68,7.68,4.64,4.64,4.64,4.64,4.64,2.57,2.57,2.57,2.57,2.57,19.89,19.89,19.89,19.89,19.89,5.73,1.09,1.09,1.09,1.09,1.09,-12.63,-12.63,-12.63,-12.63,-12.63,2.81,2.81,2.81,2.81,2.81,-5.61,-5.61,-5.61,-5.61,-1.36,-1.36,-1.36,-1.36,-1.36,18.41,18.41,18.41,18.41,18.41,7.84,7.84,7.84,7.84,7.84,-19.88,-19.88,-19.88,-19.88,-19.88,19.89,-0.06349,-0.06349,-0.06349,-0.06349,-0.06349,0.09926,0.09926,0.09926,0.09926,0.09926,0.1344,0.1344,0.1344,0.1344,0.1344,-0.05439,-0.05439,-0.05439,-0.05439,-0.29302,-0.29302,-0.29302,-0.29302,-0.29302,0.29113,0.29113,0.29113,0.29113,0.29113,0.08778,0.08778,0.08778,0.08778,0.08778,-0.46921,-0.46921,-0.46921,-0.46921,-0.46921,0.1358,0.01043,0.01043,0.01043,0.01043,0.01043,-0.24857,-0.24857,-0.24857,-0.24857,-0.24857,0.24318,0.24318,0.24318,0.24318,0.24318,-0.46725,-0.46725,-0.46725,-0.46725,0.10962,0.10962,0.10962,0.10962,0.10962,-0.27503,-0.27503,-0.27503,-0.27503,-0.27503,-0.10339,-0.10339,-0.10339,-0.10339,-0.10339,-0.54348,-0.54348,-0.54348,-0.54348,-0.54348,0.19824,-0.00574,-0.00574,-0.00574,-0.00574,-0.00574,-0.02079,-0.02079,-0.02079,-0.02079,-0.02079,-0.60627,-0.60627,-0.60627,-0.60627,-0.60627,-0.09989,-0.09989,-0.09989,-0.09989,-0.36666,-0.36666,-0.36666,-0.36666,-0.36666,-0.1547,-0.1547,-0.1547,-0.1547,-0.1547,-0.26439,-0.26439,-0.26439,-0.26439,-0.26439,0.12894,0.12894,0.12894,0.12894,0.12894,-0.35714
13,5.11,5.11,5.11,5.11,5.11,6.86,6.86,6.86,6.86,6.86,2.96,2.96,2.96,2.96,2.96,-7.44,-7.44,-7.44,-7.44,0.04,0.04,0.04,0.04,0.04,-5.14,-5.14,-5.14,-5.14,-5.14,-1.12,-1.12,-1.12,-1.12,-1.12,-11.14,-11.14,-11.14,-11.14,3.39,3.39,-8.18,-8.18,-8.18,-8.18,-8.18,-12.35,-12.35,-12.35,-12.35,-12.35,5.66,5.66,5.66,5.66,5.66,-19.88,-19.88,-19.88,-19.88,-2.45,-2.45,-2.45,-2.45,-2.45,-12.08,-12.08,-12.08,-12.08,-12.08,-2.68,-2.68,-2.68,-2.68,-2.68,-10.09,-10.09,-10.09,-10.09,1.72,1.72,13.96,13.96,13.96,13.96,13.96,5.38,5.38,5.38,5.38,5.38,-15.59,-15.59,-15.59,-15.59,-15.59,19.03,19.03,19.03,19.03,-12.59,-12.59,-12.59,-12.59,-12.59,13.34,13.34,13.34,13.34,13.34,-17.35,-17.35,-17.35,-17.35,-17.35,16.61,16.61,16.61,16.61,-2.6,-2.6,0.01533,0.01533,0.01533,0.01533,0.01533,0.23863,0.23863,0.23863,0.23863,0.23863,0.35,0.35,0.35,0.35,0.35,-0.16856,-0.16856,-0.16856,-0.16856,0.47327,0.47327,0.47327,0.47327,0.47327,-0.26187,-0.26187,-0.26187,-0.26187,-0.26187,0.25592,0.25592,0.25592,0.25592,0.25592,-0.31038,-0.31038,-0.31038,-0.31038,0.07833,0.07833,-0.02289,-0.02289,-0.02289,-0.02289,-0.02289,-0.0273,-0.0273,-0.0273,-0.0273,-0.0273,-0.26572,-0.26572,-0.26572,-0.26572,-0.26572,0.40894,0.40894,0.40894,0.40894,-0.19054,-0.19054,-0.19054,-0.19054,-0.19054,0.28672,0.28672,0.28672,0.28672,0.28672,-0.15295,-0.15295,-0.15295,-0.15295,-0.15295,0.05691,0.05691,0.05691,0.05691,0.06209,0.06209,0.03577,0.03577,0.03577,0.03577,0.03577,0.11354,0.11354,0.11354,0.11354,0.11354,0.0231,0.0231,0.0231,0.0231,0.0231,0.03444,0.03444,0.03444,0.03444,0.76804,0.76804,0.76804,0.76804,0.76804,0.18382,0.18382,0.18382,0.18382,0.18382,0.39347,0.39347,0.39347,0.39347,0.39347,0.19159,0.19159,0.19159,0.19159,0.07539,0.07539
14,-13.8,-13.8,-13.8,-13.8,-13.8,19.89,19.89,19.89,19.89,-6.43,-6.43,-6.43,-6.43,-6.43,-10.75,-10.75,-10.75,-10.75,-10.75,0.55,0.55,0.55,0.55,-3.81,-3.81,-3.81,-3.81,-3.81,9.52,9.52,9.52,9.52,9.52,-19.88,-19.88,-19.88,-19.88,-19.88,4.49,4.49,-19.88,-19.88,-19.88,-19.88,-19.88,-15.9,-15.9,-15.9,-15.9,-18.79,-18.79,-18.79,-18.79,-18.79,8.0,8.0,8.0,8.0,8.0,-8.26,-8.26,-8.26,-8.26,-19.88,-19.88,-19.88,-19.88,-19.88,0.9,0.9,0.9,0.9,0.9,-19.88,-19.88,-19.88,-19.88,-19.88,-4.98,-4.98,19.89,19.89,19.89,19.89,19.89,-11.5,-11.5,-11.5,-11.5,-0.89,-0.89,-0.89,-0.89,-0.89,7.02,7.02,7.02,7.02,7.02,-10.36,-10.36,-10.36,-10.36,13.96,13.96,13.96,13.96,13.96,-19.88,-19.88,-19.88,-19.88,-19.88,13.49,13.49,13.49,13.49,13.49,-1.12,-1.12,0.03374,0.03374,0.03374,0.03374,0.03374,0.00217,0.00217,0.00217,0.00217,0.02191,0.02191,0.02191,0.02191,0.02191,-0.20188,-0.20188,-0.20188,-0.20188,-0.20188,0.07763,0.07763,0.07763,0.07763,-0.23275,-0.23275,-0.23275,-0.23275,-0.23275,0.09268,0.09268,0.09268,0.09268,0.09268,0.05236,0.05236,0.05236,0.05236,0.05236,0.10479,0.10479,-0.02436,-0.02436,-0.02436,-0.02436,-0.02436,-0.27475,-0.27475,-0.27475,-0.27475,0.10444,0.10444,0.10444,0.10444,0.10444,0.04256,0.04256,0.04256,0.04256,0.04256,-0.29911,-0.29911,-0.29911,-0.29911,0.14826,0.14826,0.14826,0.14826,0.14826,-0.0952,-0.0952,-0.0952,-0.0952,-0.0952,0.12831,0.12831,0.12831,0.12831,0.12831,-0.01911,-0.01911,0.00126,0.00126,0.00126,0.00126,0.00126,0.26992,0.26992,0.26992,0.26992,0.17556,0.17556,0.17556,0.17556,0.17556,-0.33572,-0.33572,-0.33572,-0.33572,-0.33572,0.16359,0.16359,0.16359,0.16359,0.21952,0.21952,0.21952,0.21952,0.21952,0.40768,0.40768,0.40768,0.40768,0.40768,0.21441,0.21441,0.21441,0.21441,0.21441,0.08673,0.08673
15,7.06,7.06,7.06,7.06,7.06,6.47,6.47,6.47,6.47,6.47,6.94,6.94,6.94,6.94,-2.41,-2.41,-2.41,-2.41,-2.41,-6.89,-6.89,-6.89,-6.89,-6.89,-7.01,-7.01,-7.01,-7.01,-7.01,-5.65,-5.65,-5.65,-5.65,4.68,4.68,4.68,4.68,4.68,3.74,3.74,5.81,5.81,5.81,5.81,5.81,-6.5,-6.5,-6.5,-6.5,-6.5,-13.72,-13.72,-13.72,-13.72,19.89,19.89,19.89,19.89,19.89,14.7,14.7,14.7,14.7,14.7,8.78,8.78,8.78,8.78,8.78,-1.86,-1.86,-1.86,-1.86,-12.39,-12.39,-12.39,-12.39,-12.39,14.24,14.24,-6.19,-6.19,-6.19,-6.19,-6.19,-2.64,-2.64,-2.64,-2.64,-2.64,-17.11,-17.11,-17.11,-17.11,-15.2,-15.2,-15.2,-15.2,-15.2,-2.37,-2.37,-2.37,-2.37,-2.37,6.01,6.01,6.01,6.01,6.01,10.73,10.73,10.73,10.73,-5.37,-5.37,-5.37,-5.37,-5.37,-19.84,-19.84,0.19523,0.19523,0.19523,0.19523,0.19523,0.04074,0.04074,0.04074,0.04074,0.04074,-0.16597,-0.16597,-0.16597,-0.16597,0.17136,0.17136,0.17136,0.17136,0.17136,-0.00028,-0.00028,-0.00028,-0.00028,-0.00028,-0.20461,-0.20461,-0.20461,-0.20461,-0.20461,-0.16604,-0.16604,-0.16604,-0.16604,-0.27216,-0.27216,-0.27216,-0.27216,-0.27216,-0.03353,-0.03353,-0.08855,-0.08855,-0.08855,-0.08855,-0.08855,-0.10115,-0.10115,-0.10115,-0.10115,-0.10115,0.17717,0.17717,0.17717,0.17717,0.36211,0.36211,0.36211,0.36211,0.36211,0.15778,0.15778,0.15778,0.15778,0.15778,-0.34048,-0.34048,-0.34048,-0.34048,-0.34048,-0.26971,-0.26971,-0.26971,-0.26971,0.0112,0.0112,0.0112,0.0112,0.0112,0.22309,0.22309,0.00777,0.00777,0.00777,0.00777,0.00777,-0.00798,-0.00798,-0.00798,-0.00798,-0.00798,0.17794,0.17794,0.17794,0.17794,0.02254,0.02254,0.02254,0.02254,0.02254,-0.37079,-0.37079,-0.37079,-0.37079,-0.37079,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.01071,-0.01071,-0.01071,-0.01071,0.12565,0.12565,0.12565,0.12565,0.12565,0.14378,0.14378
16,3.28,3.28,3.28,3.28,4.8,4.8,4.8,4.8,4.8,19.89,19.89,19.89,19.89,19.89,10.76,10.76,10.76,10.76,10.76,2.65,2.65,2.65,2.65,-10.64,-10.64,-10.64,-10.64,-10.64,13.57,13.57,13.57,13.57,13.57,-7.75,-7.75,-7.75,-7.75,-7.75,5.03,5.03,0.0,0.0,0.0,0.0,17.75,17.75,17.75,17.75,17.75,19.89,19.89,19.89,19.89,19.89,3.74,3.74,3.74,3.74,3.74,-19.88,-19.88,-19.88,-19.88,-6.31,-6.31,-6.31,-6.31,-6.31,19.89,19.89,19.89,19.89,19.89,-15.28,-15.28,-15.28,-15.28,-15.28,19.89,19.89,-4.79,-4.79,-4.79,-4.79,0.78,0.78,0.78,0.78,0.78,-11.22,-11.22,-11.22,-11.22,-11.22,-13.17,-13.17,-13.17,-13.17,-13.17,-15.55,-15.55,-15.55,-15.55,1.79,1.79,1.79,1.79,1.79,-3.89,-3.89,-3.89,-3.89,-3.89,-1.08,-1.08,-1.08,-1.08,-1.08,9.17,9.17,0.07833,0.07833,0.07833,0.07833,-0.06377,-0.06377,-0.06377,-0.06377,-0.06377,0.12509,0.12509,0.12509,0.12509,0.12509,0.22484,0.22484,0.22484,0.22484,0.22484,0.05243,0.05243,0.05243,0.05243,-0.47516,-0.47516,-0.47516,-0.47516,-0.47516,0.08267,0.08267,0.08267,0.08267,0.08267,0.06797,0.06797,0.06797,0.06797,0.06797,-0.37681,-0.37681,-0.06804,-0.06804,-0.06804,-0.06804,0.29134,0.29134,0.29134,0.29134,0.29134,-0.10325,-0.10325,-0.10325,-0.10325,-0.10325,0.08036,0.08036,0.08036,0.08036,0.08036,0.2093,0.2093,0.2093,0.2093,0.29659,0.29659,0.29659,0.29659,0.29659,-0.10647,-0.10647,-0.10647,-0.10647,-0.10647,0.04725,0.04725,0.04725,0.04725,0.04725,-0.0217,-0.0217,0.03038,0.03038,0.03038,0.03038,-0.16548,-0.16548,-0.16548,-0.16548,-0.16548,-0.2366,-0.2366,-0.2366,-0.2366,-0.2366,-0.28777,-0.28777,-0.28777,-0.28777,-0.28777,-0.105,-0.105,-0.105,-0.105,0.07063,0.07063,0.07063,0.07063,0.07063,0.17395,0.17395,0.17395,0.17395,0.17395,-0.25543,-0.25543,-0.25543,-0.25543,-0.25543,0.25221,0.25221
17,-10.68,-10.68,-10.68,-10.68,-10.68,7.29,7.29,7.29,7.29,2.61,2.61,2.61,2.61,2.61,17.55,17.55,17.55,17.55,17.55,-6.5,-6.5,-6.5,-6.5,-6.5,-13.06,-13.06,-13.06,-13.06,-19.88,-19.88,-19.88,-19.88,-19.88,1.09,1.09,1.09,1.09,1.09,-6.11,-6.11,19.89,19.89,19.89,19.89,19.89,-0.22,-0.22,-0.22,-0.22,3.9,3.9,3.9,3.9,3.9,15.8,15.8,15.8,15.8,15.8,9.79,9.79,9.79,9.79,9.79,0.55,0.55,0.55,0.55,-1.78,-1.78,-1.78,-1.78,-1.78,6.9,6.9,6.9,6.9,6.9,12.87,12.87,-4.94,-4.94,-4.94,-4.94,-4.94,2.65,2.65,2.65,2.65,4.13,4.13,4.13,4.13,4.13,-15.98,-15.98,-15.98,-15.98,-15.98,-7.01,-7.01,-7.01,-7.01,-7.01,-8.65,-8.65,-8.65,-8.65,19.89,19.89,19.89,19.89,19.89,-9.08,-9.08,-9.08,-9.08,-9.08,4.56,4.56,0.0189,0.0189,0.0189,0.0189,0.0189,0.0791,0.0791,0.0791,0.0791,-0.01477,-0.01477,-0.01477,-0.01477,-0.01477,-0.12306,-0.12306,-0.12306,-0.12306,-0.12306,0.07826,0.07826,0.07826,0.07826,0.07826,0.08575,0.08575,0.08575,0.08575,-0.3269,-0.3269,-0.3269,-0.3269,-0.3269,0.07532,0.07532,0.07532,0.07532,0.07532,0.11613,0.11613,-0.01022,-0.01022,-0.01022,-0.01022,-0.01022,-0.00637,-0.00637,-0.00637,-0.00637,0.06881,0.06881,0.06881,0.06881,0.06881,0.30835,0.30835,0.30835,0.30835,0.30835,0.75257,0.75257,0.75257,0.75257,0.75257,0.61474,0.61474,0.61474,0.61474,0.00098,0.00098,0.00098,0.00098,0.00098,-0.18375,-0.18375,-0.18375,-0.18375,-0.18375,0.266,0.266,0.0056,0.0056,0.0056,0.0056,0.0056,-0.1239,-0.1239,-0.1239,-0.1239,-0.05859,-0.05859,-0.05859,-0.05859,-0.05859,-0.05957,-0.05957,-0.05957,-0.05957,-0.05957,-0.18515,-0.18515,-0.18515,-0.18515,-0.18515,-0.34461,-0.34461,-0.34461,-0.34461,-0.25438,-0.25438,-0.25438,-0.25438,-0.25438,-0.01624,-0.01624,-0.01624,-0.01624,-0.01624,-0.09653,-0.09653
18,-5.37,-5.37,-5.37,-5.37,-5.37,5.93,5.93,5.93,5.93,5.93,-17.19,-17.19,-17.19,-17.19,4.13,4.13,4.13,4.13,4.13,-11.38,-11.38,-11.38,-11.38,-11.38,7.53,7.53,7.53,7.53,7.53,-9.58,-9.58,-9.58,-9.58,-1.98,-1.98,-1.98,-1.98,-1.98,-7.67,-7.67,1.68,1.68,1.68,1.68,1.68,-1.51,-1.51,-1.51,-1.51,-1.51,8.66,8.66,8.66,8.66,6.36,6.36,6.36,6.36,6.36,3.71,3.71,3.71,3.71,3.71,-3.15,-3.15,-3.15,-3.15,-3.15,10.73,10.73,10.73,10.73,-4.63,-4.63,-4.63,-4.63,-4.63,9.28,9.28,-4.83,-4.83,-4.83,-4.83,-4.83,10.92,10.92,10.92,10.92,10.92,-16.06,-16.06,-16.06,-16.06,16.89,16.89,16.89,16.89,16.89,-14.97,-14.97,-14.97,-14.97,-14.97,16.61,16.61,16.61,16.61,16.61,-15.36,-15.36,-15.36,-15.36,10.73,10.73,10.73,10.73,10.73,-14.81,-14.81,-0.06965,-0.06965,-0.06965,-0.06965,-0.06965,-0.00483,-0.00483,-0.00483,-0.00483,-0.00483,-0.09667,-0.09667,-0.09667,-0.09667,0.02961,0.02961,0.02961,0.02961,0.02961,-0.00784,-0.00784,-0.00784,-0.00784,-0.00784,0.05334,0.05334,0.05334,0.05334,0.05334,-0.14924,-0.14924,-0.14924,-0.14924,0.15582,0.15582,0.15582,0.15582,0.15582,-0.2184,-0.2184,-0.01946,-0.01946,-0.01946,-0.01946,-0.01946,-0.14168,-0.14168,-0.14168,-0.14168,-0.14168,0.00532,0.00532,0.00532,0.00532,0.23135,0.23135,0.23135,0.23135,0.23135,-0.13909,-0.13909,-0.13909,-0.13909,-0.13909,0.17073,0.17073,0.17073,0.17073,0.17073,-0.39907,-0.39907,-0.39907,-0.39907,0.45451,0.45451,0.45451,0.45451,0.45451,-0.51961,-0.51961,0.11179,0.11179,0.11179,0.11179,0.11179,0.01925,0.01925,0.01925,0.01925,0.01925,-0.01015,-0.01015,-0.01015,-0.01015,-0.00861,-0.00861,-0.00861,-0.00861,-0.00861,-0.12754,-0.12754,-0.12754,-0.12754,-0.12754,-0.05593,-0.05593,-0.05593,-0.05593,-0.05593,0.05677,0.05677,0.05677,0.05677,-0.33957,-0.33957,-0.33957,-0.33957,-0.33957,0.05719,0.05719
19,-16.68,-16.68,-16.68,-16.68,-16.68,-11.73,-11.73,-11.73,-11.73,-16.33,-16.33,-16.33,-16.33,-16.33,-13.84,-13.84,-13.84,-13.84,-13.84,-9.94,-9.94,-9.94,-9.94,-9.94,-5.33,-5.33,-5.33,-5.33,-18.32,-18.32,-18.32,-18.32,-18.32,-9.82,-9.82,-9.82,-9.82,-9.82,-11.03,-11.03,-1.55,-1.55,-1.55,-1.55,-1.55,5.38,5.38,5.38,5.38,1.52,1.52,1.52,1.52,1.52,-0.5,-0.5,-0.5,-0.5,-0.5,-1.24,-1.24,-1.24,-1.24,-1.24,3.24,3.24,3.24,3.24,-2.68,-2.68,-2.68,-2.68,-2.68,6.51,6.51,6.51,6.51,6.51,0.39,0.39,12.99,12.99,12.99,12.99,12.99,15.44,15.44,15.44,15.44,14.55,14.55,14.55,14.55,14.55,0.39,0.39,0.39,0.39,0.39,-1.08,-1.08,-1.08,-1.08,-1.08,-0.38,-0.38,-0.38,-0.38,6.94,6.94,6.94,6.94,6.94,14.7,14.7,14.7,14.7,14.7,19.27,19.27,-0.00483,-0.00483,-0.00483,-0.00483,-0.00483,0.04403,0.04403,0.04403,0.04403,0.01764,0.01764,0.01764,0.01764,0.01764,0.01176,0.01176,0.01176,0.01176,0.01176,-0.04431,-0.04431,-0.04431,-0.04431,-0.04431,-0.049,-0.049,-0.049,-0.049,0.03612,0.03612,0.03612,0.03612,0.03612,0.01211,0.01211,0.01211,0.01211,0.01211,-0.08897,-0.08897,0.16324,0.16324,0.16324,0.16324,0.16324,0.06433,0.06433,0.06433,0.06433,-0.14077,-0.14077,-0.14077,-0.14077,-0.14077,0.17976,0.17976,0.17976,0.17976,0.17976,0.3668,0.3668,0.3668,0.3668,0.3668,0.35903,0.35903,0.35903,0.35903,-0.02513,-0.02513,-0.02513,-0.02513,-0.02513,-0.26145,-0.26145,-0.26145,-0.26145,-0.26145,-0.57029,-0.57029,0.01106,0.01106,0.01106,0.01106,0.01106,-0.02961,-0.02961,-0.02961,-0.02961,-0.04816,-0.04816,-0.04816,-0.04816,-0.04816,-0.01813,-0.01813,-0.01813,-0.01813,-0.01813,0.12516,0.12516,0.12516,0.12516,0.12516,0.05628,0.05628,0.05628,0.05628,-0.00392,-0.00392,-0.00392,-0.00392,-0.00392,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,0.03745,0.03745
