RX_level,RX_difference
-88.040542,12.053962999999996
-88.040542,12.053962999999996
-88.040542,12.053962999999996
-88.040542,12.053962999999996
-88.040542,12.053962999999996
-88.040542,12.053962999999996
-88.040542,12.053962999999996
-88.040542,12.053962999999996
-88.040542,12.053962999999996
-87.886344,11.652855000000002
-87.886344,11.652855000000002
-87.886344,11.652855000000002
-87.886344,11.652855000000002
-87.886344,11.652855000000002
-87.886344,11.652855000000002
-87.886344,11.652855000000002
-87.886344,11.652855000000002
-87.886344,11.652855000000002
-87.886344,11.652855000000002
-87.08892,12.001717
-87.08892,12.001717
-87.08892,12.001717
-87.08892,12.001717
-87.08892,12.001717
-87.08892,12.001717
-87.08892,12.001717
-87.08892,12.001717
-87.08892,12.001717
-87.971336,11.448471000000012
-87.971336,11.448471000000012
-87.971336,11.448471000000012
-87.971336,11.448471000000012
-87.971336,11.448471000000012
-87.971336,11.448471000000012
-87.971336,11.448471000000012
-87.971336,11.448471000000012
-87.971336,11.448471000000012
-86.870361,11.652823999999995
-86.870361,11.652823999999995
-86.870361,11.652823999999995
-86.870361,11.652823999999995
-86.870361,11.652823999999995
-86.870361,11.652823999999995
-86.870361,11.652823999999995
-86.870361,11.652823999999995
-86.870361,11.652823999999995
-86.870361,11.652823999999995
-88.164382,11.358345
-88.164382,11.358345
-88.164382,11.358345
-88.164382,11.358345
-88.164382,11.358345
-88.164382,11.358345
-88.164382,11.358345
-88.164382,11.358345
-86.951042,10.756812999999994
-86.951042,10.756812999999994
-86.951042,10.756812999999994
-86.951042,10.756812999999994
-86.951042,10.756812999999994
-86.951042,10.756812999999994
-86.951042,10.756812999999994
-86.951042,10.756812999999994
-86.951042,10.756812999999994
-88.182365,10.17823
-88.182365,10.17823
-88.182365,10.17823
-88.182365,10.17823
-88.182365,10.17823
-88.182365,10.17823
-88.182365,10.17823
-88.182365,10.17823
-88.182365,10.17823
-87.937133,18.111031
-87.937133,18.111031
-87.937133,18.111031
-87.937133,18.111031
-87.937133,18.111031
-87.937133,18.111031
-87.937133,18.111031
-87.937133,18.111031
-87.937133,18.111031
-87.937133,18.111031
-87.852806,15.806433999999996
-87.852806,15.806433999999996
-87.852806,15.806433999999996
-87.852806,15.806433999999996
-87.852806,15.806433999999996
-87.852806,15.806433999999996
-87.852806,15.806433999999996
-87.852806,15.806433999999996
-87.852806,15.806433999999996
-88.423187,14.379089000000008
-88.423187,14.379089000000008
-88.423187,14.379089000000008
-88.423187,14.379089000000008
-88.423187,14.379089000000008
-88.423187,14.379089000000008
-88.423187,14.379089000000008
-88.423187,14.379089000000008
-88.423187,14.379089000000008
-88.423187,14.379089000000008
-87.019432,12.521194000000008
-87.019432,12.521194000000008
-87.019432,12.521194000000008
-87.019432,12.521194000000008
-87.019432,12.521194000000008
-87.019432,12.521194000000008
-87.019432,12.521194000000008
-87.019432,12.521194000000008
-87.019432,12.521194000000008
-87.852806,11.815864000000005
-87.852806,11.815864000000005
-87.852806,11.815864000000005
-87.852806,11.815864000000005
-87.852806,11.815864000000005
-87.852806,11.815864000000005
-87.852806,11.815864000000005
-87.852806,11.815864000000005
-87.852806,11.815864000000005
-87.988533,11.69191699999999
-87.988533,11.69191699999999
-87.988533,11.69191699999999
-87.988533,11.69191699999999
-87.988533,11.69191699999999
-87.988533,11.69191699999999
-87.988533,11.69191699999999
-87.988533,11.69191699999999
-87.988533,11.69191699999999
-87.988533,11.69191699999999
-86.910514,12.543121999999997
-86.910514,12.543121999999997
-86.910514,12.543121999999997
-86.910514,12.543121999999997
-86.910514,12.543121999999997
-86.910514,12.543121999999997
-86.910514,12.543121999999997
-86.910514,12.543121999999997
-86.910514,12.543121999999997
-87.562088,16.177734
-87.562088,16.177734
-87.562088,16.177734
-87.562088,16.177734
-87.562088,16.177734
-87.562088,16.177734
-87.562088,16.177734
-87.562088,16.177734
-87.562088,16.177734
-87.562088,16.177734
-88.110877,16.822029999999998
-88.110877,16.822029999999998
-88.110877,16.822029999999998
-88.110877,16.822029999999998
-88.110877,16.822029999999998
-88.110877,16.822029999999998
-88.110877,16.822029999999998
-88.110877,16.822029999999998
-88.110877,16.822029999999998
-86.951042,13.147284999999997
-86.951042,13.147284999999997
-86.951042,13.147284999999997
-86.951042,13.147284999999997
-86.951042,13.147284999999997
-86.951042,13.147284999999997
-86.951042,13.147284999999997
-86.951042,13.147284999999997
-86.951042,13.147284999999997
-86.951042,13.147284999999997
-87.886344,15.363617000000003
-87.886344,15.363617000000003
-87.886344,15.363617000000003
-87.886344,15.363617000000003
-87.886344,15.363617000000003
-87.886344,15.363617000000003
-87.886344,15.363617000000003
-87.886344,15.363617000000003
-87.886344,15.363617000000003
-86.883705,15.332602999999992
-86.883705,15.332602999999992
-86.883705,15.332602999999992
-86.883705,15.332602999999992
-86.883705,15.332602999999992
-86.883705,15.332602999999992
-86.883705,15.332602999999992
-86.883705,15.332602999999992
-86.883705,15.332602999999992
-87.131156,14.199280000000002
-87.131156,14.199280000000002
-87.131156,14.199280000000002
-87.131156,14.199280000000002
-87.131156,14.199280000000002
-87.131156,14.199280000000002
-87.131156,14.199280000000002
-87.131156,14.199280000000002
-87.131156,14.199280000000002
-87.131156,14.199280000000002
-87.937133,18.06868
-87.937133,18.06868
-87.937133,18.06868
-87.937133,18.06868
-87.937133,18.06868
-87.937133,18.06868
-87.937133,18.06868
-87.937133,18.06868
-87.937133,18.06868
-88.040542,18.67984
-88.040542,18.67984
-88.040542,18.67984
-88.040542,18.67984
-88.040542,18.67984
-88.040542,18.67984
-88.040542,18.67984
-88.040542,18.67984
-88.040542,18.67984
-88.040542,18.67984
-87.515472,13.596633999999996
-87.515472,13.596633999999996
-87.515472,13.596633999999996
-87.515472,13.596633999999996
-87.515472,13.596633999999996
-87.515472,13.596633999999996
-87.515472,13.596633999999996
-87.515472,13.596633999999996
-87.515472,13.596633999999996
-87.9542,17.085442
-87.9542,17.085442
-87.9542,17.085442
-87.9542,17.085442
-87.9542,17.085442
-87.9542,17.085442
-87.9542,17.085442
-87.9542,17.085442
-87.9542,17.085442
-87.9542,17.085442
-88.146476,14.709129999999988
-88.146476,14.709129999999988
-88.146476,14.709129999999988
-88.146476,14.709129999999988
-88.146476,14.709129999999988
-88.146476,14.709129999999988
-88.146476,14.709129999999988
-88.146476,14.709129999999988
-88.146476,14.709129999999988
-88.23677,12.760177999999996
-88.23677,12.760177999999996
-88.23677,12.760177999999996
-88.23677,12.760177999999996
-88.23677,12.760177999999996
-88.23677,12.760177999999996
-88.23677,12.760177999999996
-88.23677,12.760177999999996
-88.23677,12.760177999999996
-88.23677,12.760177999999996
-87.9542,11.043082999999996
-87.9542,11.043082999999996
-87.9542,11.043082999999996
-87.9542,11.043082999999996
-87.9542,11.043082999999996
-87.9542,11.043082999999996
-87.9542,11.043082999999996
-87.9542,11.043082999999996
