acquisition,RX_level,RX_difference
121,-91.357955,10.884003
121,-91.357955,10.884003
121,-90.44918,13.448052
121,-90.44918,13.448052
122,-90.44918,13.448052
122,-90.44918,13.448052
122,-91.283721,10.779175
122,-91.283721,10.779175
123,-91.283721,10.779175
123,-91.283721,10.779175
123,-91.283721,10.779175
123,-89.961341,12.063233
124,-89.961341,12.063233
124,-89.961341,12.063233
124,-89.961341,12.063233
124,-91.103485,13.628884
125,-91.103485,13.628884
125,-91.103485,13.628884
125,-91.103485,13.628884
125,-91.103485,13.628884
126,-90.359008,11.336495
126,-90.359008,11.336495
126,-90.359008,11.336495
126,-90.359008,11.336495
127,-90.510345,13.402764
127,-90.510345,13.402764
127,-90.510345,13.402764
127,-90.510345,13.402764
128,-90.510345,13.402764
128,-91.283721,10.593277
128,-91.283721,10.593277
128,-91.283721,10.593277
129,-91.283721,10.593277
129,-91.357955,13.136399
129,-91.357955,13.136399
129,-91.357955,13.136399
130,-91.357955,13.136399
130,-91.357955,13.136399
130,-91.588615,14.698632
130,-91.588615,14.698632
131,-91.588615,14.698632
131,-91.588615,14.698632
131,-91.749481,10.963265
131,-91.749481,10.963265
132,-91.749481,10.963265
132,-91.749481,10.963265
132,-91.749481,10.963265
132,-91.832206,11.369721
133,-91.832206,11.369721
133,-91.832206,11.369721
133,-91.832206,11.369721
133,-91.395561,12.0569
134,-91.395561,12.0569
134,-91.395561,12.0569
134,-91.395561,12.0569
134,-91.395561,12.0569
135,-91.51036,12.117859
135,-91.51036,12.117859
135,-91.51036,12.117859
135,-91.51036,12.117859
136,-91.628273,12.143502
136,-91.628273,12.143502
136,-91.628273,12.143502
136,-91.628273,12.143502
137,-91.628273,12.143502
137,-90.731491,12.393013
137,-90.731491,12.393013
137,-90.731491,12.393013
138,-90.731491,12.393013
138,-90.796798,12.23378
138,-90.796798,12.23378
138,-90.796798,12.23378
139,-90.796798,12.23378
139,-90.796798,12.23378
139,-90.829826,10.524277
139,-90.829826,10.524277
140,-90.829826,10.524277
140,-90.829826,10.524277
140,-91.668304,11.789666
140,-91.668304,11.789666
141,-91.668304,11.789666
141,-91.668304,11.789666
141,-91.668304,11.789666
141,-90.863105,11.724671
142,-90.863105,11.724671
142,-90.863105,11.724671
142,-90.863105,11.724671
142,-90.510345,11.83355
143,-90.510345,11.83355
143,-90.510345,11.83355
143,-90.510345,11.83355
143,-90.510345,11.83355
144,-91.395561,11.468064
144,-91.395561,11.468064
144,-91.395561,11.468064
144,-91.395561,11.468064
145,-91.874168,11.11879
145,-91.874168,11.11879
145,-91.874168,11.11879
145,-91.874168,11.11879
146,-91.874168,11.11879
146,-91.708702,12.517998
146,-91.708702,12.517998
146,-91.708702,12.517998
147,-91.708702,12.517998
147,-91.708702,10.507424
147,-91.708702,10.507424
147,-91.708702,10.507424
148,-91.708702,10.507424
148,-91.708702,10.507424
148,-90.731491,12.11052
148,-90.731491,12.11052
149,-90.731491,12.11052
149,-90.731491,12.11052
149,-92.046188,11.982201
149,-92.046188,11.982201
150,-92.046188,11.982201
150,-92.046188,11.982201
150,-92.046188,11.982201
150,-91.832206,9.899926
151,-91.832206,9.899926
151,-91.832206,9.899926
151,-91.832206,9.899926
151,-91.588615,9.51616
152,-91.588615,9.51616
152,-91.588615,9.51616
152,-91.588615,9.51616
152,-91.588615,9.51616
153,-90.418914,8.990326
153,-90.418914,8.990326
153,-90.418914,8.990326
153,-90.418914,8.990326
154,-91.283721,10.778855
154,-91.283721,10.778855
154,-91.283721,10.778855
154,-91.283721,10.778855
155,-91.283721,10.778855
155,-91.068321,11.347756
155,-91.068321,11.347756
155,-91.068321,11.347756
156,-91.068321,11.347756
156,-88.423187,11.727334
156,-88.423187,11.727334
156,-88.423187,11.727334
157,-88.423187,11.727334
157,-88.423187,11.727334
157,-86.611778,16.478485
157,-86.611778,16.478485
158,-86.611778,16.478485
158,-86.611778,16.478485
158,-86.014633,16.624717
158,-86.014633,16.624717
159,-86.014633,16.624717
159,-86.014633,16.624717
159,-86.014633,16.624717
159,-85.801178,13.480591
160,-85.801178,13.480591
160,-85.801178,13.480591
160,-85.801178,13.480591
160,-86.239128,12.716774
161,-86.239128,12.716774
161,-86.239128,12.716774
161,-86.239128,12.716774
161,-86.239128,12.716774
162,-86.35588,12.806748
162,-86.35588,12.806748
162,-86.35588,12.806748
162,-86.35588,12.806748
163,-85.263122,14.227402
163,-85.263122,14.227402
163,-85.263122,14.227402
163,-85.263122,14.227402
164,-85.263122,14.227402
164,-86.285453,11.166405
164,-86.285453,11.166405
164,-86.285453,11.166405
165,-86.285453,11.166405
165,-86.92398,12.337166
165,-86.92398,12.337166
165,-86.92398,12.337166
166,-86.92398,12.337166
166,-86.92398,12.337166
166,-86.79116,12.438721
166,-86.79116,12.438721
167,-86.79116,12.438721
167,-86.79116,12.438721
167,-86.700538,12.427979
167,-86.700538,12.427979
168,-86.700538,12.427979
168,-86.700538,12.427979
168,-86.700538,12.427979
168,-86.700538,12.901963
169,-86.700538,12.901963
169,-86.700538,12.901963
169,-86.700538,12.901963
169,-85.272331,15.420907
170,-85.272331,15.420907
170,-85.272331,15.420907
170,-85.272331,15.420907
170,-85.272331,15.420907
171,-86.586746,14.829262
171,-86.586746,14.829262
171,-86.586746,14.829262
171,-86.586746,14.829262
172,-87.074935,15.028786
172,-87.074935,15.028786
172,-87.074935,15.028786
172,-87.074935,15.028786
173,-87.074935,15.028786
173,-86.475852,15.25998
173,-86.475852,15.25998
173,-86.475852,15.25998
174,-86.475852,15.25998
174,-86.439514,15.791718
174,-86.439514,15.791718
174,-86.439514,15.791718
175,-86.439514,15.791718
175,-86.439514,15.791718
175,-85.86412,14.309792
175,-85.86412,14.309792
176,-85.86412,14.309792
176,-85.86412,14.309792
176,-86.35588,15.596077
176,-86.35588,15.596077
177,-86.35588,15.596077
177,-86.35588,15.596077
177,-86.35588,15.596077
177,-86.662277,15.090783
178,-86.662277,15.090783
178,-86.662277,15.090783
178,-86.662277,15.090783
178,-87.102951,14.934784
179,-87.102951,14.934784
179,-87.102951,14.934784
179,-87.102951,14.934784
179,-87.102951,14.934784
180,-85.451156,16.993774
180,-85.451156,16.993774
180,-85.451156,16.993774
180,-85.451156,16.993774
181,-86.726242,16.318847
181,-86.726242,16.318847
181,-86.726242,16.318847
181,-86.726242,16.318847
182,-86.726242,16.318847
182,-86.739143,17.056831
182,-86.739143,17.056831
182,-86.739143,17.056831
183,-86.739143,17.056831
183,-87.378555,17.182281
183,-87.378555,17.182281
183,-87.378555,17.182281
184,-87.378555,17.182281
184,-87.378555,17.182281
184,-86.870361,17.920776
184,-86.870361,17.920776
185,-86.870361,17.920776
185,-86.870361,17.920776
185,-87.216873,18.410194
185,-87.216873,18.410194
186,-87.216873,18.410194
186,-87.216873,18.410194
186,-87.216873,18.410194
186,-86.80426,17.756759
187,-86.80426,17.756759
187,-86.80426,17.756759
187,-86.80426,17.756759
187,-86.978263,18.267501
188,-86.978263,18.267501
188,-86.978263,18.267501
188,-86.978263,18.267501
188,-86.978263,18.267501
189,-87.515472,18.555389
189,-87.515472,18.555389
189,-87.515472,18.555389
189,-87.515472,18.555389
190,-87.304321,16.867042
190,-87.304321,16.867042
190,-87.304321,16.867042
190,-87.304321,16.867042
191,-87.304321,16.867042
191,-87.289619,17.024414
191,-87.289619,17.024414
191,-87.289619,17.024414
192,-87.289619,17.024414
192,-86.870361,15.778763
192,-86.870361,15.778763
192,-86.870361,15.778763
193,-86.870361,15.778763
193,-86.870361,15.778763
193,-86.883705,17.013816
193,-86.883705,17.013816
194,-86.883705,17.013816
194,-86.883705,17.013816
194,-86.870361,17.139534
194,-86.870361,17.139534
195,-86.870361,17.139534
195,-86.870361,17.139534
195,-86.870361,17.139534
195,-86.817398,17.176734
196,-86.817398,17.176734
196,-86.817398,17.176734
196,-86.817398,17.176734
196,-86.726242,15.976403
197,-86.726242,15.976403
197,-86.726242,15.976403
197,-86.726242,15.976403
197,-86.726242,15.976403
198,-85.759719,16.700737
198,-85.759719,16.700737
198,-85.759719,16.700737
198,-85.759719,16.700737
199,-85.698257,15.78978
199,-85.698257,15.78978
199,-85.698257,15.78978
199,-85.698257,15.78978
200,-85.698257,15.78978
200,-86.765075,17.241539
200,-86.765075,17.241539
200,-86.765075,17.241539
201,-86.765075,17.241539
201,-86.586746,17.751358
201,-86.586746,17.751358
201,-86.586746,17.751358
202,-86.586746,17.751358
202,-86.586746,17.751358
202,-86.561859,16.230148
202,-86.561859,16.230148
203,-86.561859,16.230148
203,-86.561859,16.230148
203,-86.636955,15.916184
203,-86.636955,15.916184
204,-86.636955,15.916184
204,-86.636955,15.916184
204,-86.636955,15.916184
204,-86.991943,15.907601
205,-86.991943,15.907601
205,-86.991943,15.907601
205,-86.991943,15.907601
205,-86.439514,17.377166
206,-86.439514,17.377166
206,-86.439514,17.377166
206,-86.439514,17.377166
206,-86.439514,17.377166
207,-86.80426,16.584144
207,-86.80426,16.584144
207,-86.80426,16.584144
207,-86.80426,16.584144
208,-87.019432,15.363915
208,-87.019432,15.363915
208,-87.019432,15.363915
208,-87.019432,15.363915
209,-87.019432,15.363915
209,-86.308799,14.686753
209,-86.308799,14.686753
209,-86.308799,14.686753
210,-86.308799,14.686753
210,-85.86412,15.704567
210,-85.86412,15.704567
210,-85.86412,15.704567
211,-85.86412,15.704567
211,-85.86412,15.704567
211,-86.843803,15.679497
211,-86.843803,15.679497
212,-86.843803,15.679497
212,-86.843803,15.679497
212,-86.857063,15.608384
212,-86.857063,15.608384
213,-86.857063,15.608384
213,-86.857063,15.608384
213,-86.857063,15.608384
213,-86.765075,16.255241
214,-86.765075,16.255241
214,-86.765075,16.255241
214,-86.765075,16.255241
214,-86.739143,15.66713
215,-86.739143,15.66713
215,-86.739143,15.66713
215,-86.739143,15.66713
215,-86.739143,15.66713
216,-85.86412,17.140998
216,-85.86412,17.140998
216,-85.86412,17.140998
216,-85.86412,17.140998
217,-86.951042,17.250068
217,-86.951042,17.250068
217,-86.951042,17.250068
217,-86.951042,17.250068
218,-86.951042,17.250068
218,-86.047576,17.274581
218,-86.047576,17.274581
218,-86.047576,17.274581
219,-86.047576,17.274581
219,-85.927986,18.291954
219,-85.927986,18.291954
219,-85.927986,18.291954
220,-85.927986,18.291954
220,-85.927986,18.291954
220,-85.84304,19.45655
220,-85.84304,19.45655
221,-85.84304,19.45655
221,-85.84304,19.45655
221,-86.036567,19.436477
221,-86.036567,19.436477
222,-86.036567,19.436477
222,-86.036567,19.436477
222,-86.036567,19.436477
222,-87.131156,18.531341
223,-87.131156,18.531341
223,-87.131156,18.531341
223,-87.131156,18.531341
223,-87.819526,16.888504
224,-87.819526,16.888504
224,-87.819526,16.888504
224,-87.819526,16.888504
224,-87.819526,16.888504
225,-87.546493,16.921554
225,-87.546493,16.921554
225,-87.546493,16.921554
225,-87.546493,16.921554
226,-87.469352,17.006813
226,-87.469352,17.006813
226,-87.469352,17.006813
226,-87.469352,17.006813
227,-87.469352,17.006813
227,-87.819526,15.975976
227,-87.819526,15.975976
227,-87.819526,15.975976
228,-87.819526,15.975976
228,-86.475852,16.42472
228,-86.475852,16.42472
228,-86.475852,16.42472
229,-86.475852,16.42472
229,-86.475852,16.42472
229,-86.216148,17.51287
229,-86.216148,17.51287
230,-86.216148,17.51287
230,-86.216148,17.51287
230,-87.047096,15.935944
230,-87.047096,15.935944
231,-87.047096,15.935944
231,-87.047096,15.935944
231,-87.047096,15.935944
231,-86.700538,16.165145
232,-86.700538,16.165145
232,-86.700538,16.165145
232,-86.700538,16.165145
232,-86.765075,16.542953
233,-86.765075,16.542953
233,-86.765075,16.542953
233,-86.765075,16.542953
233,-86.765075,16.542953
234,-87.117034,15.34726
234,-87.117034,15.34726
234,-87.117034,15.34726
234,-87.117034,15.34726
235,-85.728881,16.571533
235,-85.728881,16.571533
235,-85.728881,16.571533
235,-85.728881,16.571533
236,-85.728881,16.571533
236,-86.778099,15.74244
236,-86.778099,15.74244
236,-86.778099,15.74244
237,-86.778099,15.74244
237,-86.843803,16.776199
237,-86.843803,16.776199
237,-86.843803,16.776199
238,-86.843803,16.776199
238,-86.843803,16.776199
238,-86.857063,15.895859
238,-86.857063,15.895859
239,-86.857063,15.895859
239,-86.857063,15.895859
239,-86.991943,14.731164
239,-86.991943,14.731164
240,-86.991943,14.731164
240,-86.991943,14.731164
240,-86.991943,14.731164
240,-87.019432,15.552208
241,-87.019432,15.552208
241,-87.019432,15.552208
241,-87.019432,15.552208
241,-86.79116,19.047149
242,-86.79116,19.047149
242,-86.79116,19.047149
242,-86.79116,19.047149
242,-86.79116,19.047149
243,-86.700538,16.315048
243,-86.700538,16.315048
243,-86.700538,16.315048
243,-86.700538,16.315048
244,-85.960281,17.223091
244,-85.960281,17.223091
244,-85.960281,17.223091
244,-85.960281,17.223091
245,-85.960281,17.223091
245,-86.96463,14.636399
245,-86.96463,14.636399
245,-86.96463,14.636399
246,-86.96463,14.636399
246,-86.951042,16.305686
246,-86.951042,16.305686
246,-86.951042,16.305686
247,-86.951042,16.305686
247,-86.951042,16.305686
247,-85.749412,16.723434
247,-85.749412,16.723434
248,-85.749412,16.723434
248,-85.749412,16.723434
248,-86.561859,17.331649
248,-86.561859,17.331649
249,-86.561859,17.331649
249,-86.561859,17.331649
249,-86.561859,17.331649
249,-86.910514,15.611237
250,-86.910514,15.611237
250,-86.910514,15.611237
250,-86.910514,15.611237
250,-87.033241,15.768799
251,-87.033241,15.768799
251,-87.033241,15.768799
251,-87.033241,15.768799
251,-87.033241,15.768799
252,-87.019432,16.420936
252,-87.019432,16.420936
252,-87.019432,16.420936
252,-87.019432,16.420936
253,-86.843803,17.429611
253,-86.843803,17.429611
253,-86.843803,17.429611
253,-86.843803,17.429611
254,-86.843803,17.429611
254,-87.245826,18.722663
254,-87.245826,18.722663
254,-87.245826,18.722663
255,-87.245826,18.722663
255,-85.895935,20.252082
255,-85.895935,20.252082
255,-85.895935,20.252082
256,-85.895935,20.252082
256,-85.895935,20.252082
256,-87.216873,19.952232
256,-87.216873,19.952232
257,-87.216873,19.952232
257,-87.216873,19.952232
257,-87.469352,18.384429
257,-87.469352,18.384429
258,-87.469352,18.384429
258,-87.469352,18.384429
258,-87.469352,18.384429
258,-86.937484,17.953727
259,-86.937484,17.953727
259,-86.937484,17.953727
259,-86.937484,17.953727
259,-87.231323,19.357093
260,-87.231323,19.357093
260,-87.231323,19.357093
260,-87.231323,19.357093
260,-87.231323,19.357093
261,-87.562088,19.024795
261,-87.562088,19.024795
261,-87.562088,19.024795
261,-87.562088,19.024795
262,-87.289619,16.462211
262,-87.289619,16.462211
262,-87.289619,16.462211
262,-87.289619,16.462211
263,-87.289619,16.462211
263,-87.216873,19.042083
263,-87.216873,19.042083
263,-87.216873,19.042083
264,-87.216873,19.042083
264,-86.147933,18.601402
264,-86.147933,18.601402
264,-86.147933,18.601402
265,-86.147933,18.601402
265,-86.147933,18.601402
265,-87.274971,18.276283
265,-87.274971,18.276283
266,-87.274971,18.276283
266,-87.274971,18.276283
266,-85.917282,17.436172
266,-85.917282,17.436172
267,-85.917282,17.436172
