,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,-1.59,-1.63,9.71,0.00182,-0.00497,0.00014
1,still,-1.67,-1.59,9.87,0.00182,-0.00497,7e-05
2,still,-1.67,-1.59,9.87,0.00182,-0.00497,7e-05
3,still,-1.59,-1.63,9.75,0.00182,-0.00497,0.00014
4,still,-1.59,-1.63,9.75,0.00182,-0.00497,0.00014
5,still,-1.63,-1.59,9.83,0.00182,-0.00497,7e-05
6,still,-1.67,-1.63,9.79,0.00182,-0.0049,7e-05
7,still,-1.67,-1.63,9.79,0.00182,-0.0049,7e-05
8,still,-1.71,-1.63,9.79,0.00182,-0.0049,7e-05
9,still,-1.67,-1.59,9.75,0.00182,-0.00497,0.00014
