,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,8.23,-2.53,-3.97,0.00154,-0.00378,-0.00021
1,still,8.23,-2.53,-3.97,0.00154,-0.00378,-0.00021
2,still,8.23,-2.53,-3.97,0.00154,-0.00378,-0.00021
3,still,8.23,-2.53,-3.97,0.00154,-0.00378,-0.00021
4,still,8.23,-2.53,-3.97,0.00154,-0.00378,-0.00021
5,still,8.07,-2.56,-3.89,0.00189,-0.00532,0.00028
6,still,8.07,-2.56,-3.89,0.00189,-0.00532,0.00028
7,still,8.07,-2.56,-3.89,0.00189,-0.00532,0.00028
8,still,8.07,-2.56,-3.89,0.00189,-0.00532,0.00028
9,still,8.11,-2.49,-3.97,0.00182,-0.0049,0.00014
10,still,8.11,-2.49,-3.97,0.00182,-0.0049,0.00014
11,still,8.11,-2.49,-3.97,0.00182,-0.0049,0.00014
12,still,8.11,-2.49,-3.97,0.00182,-0.0049,0.00014
13,still,8.11,-2.49,-3.97,0.00182,-0.0049,0.00014
14,still,8.15,-2.45,-3.97,0.00161,-0.00413,-7e-05
15,still,8.15,-2.45,-3.97,0.00161,-0.00413,-7e-05
16,still,8.15,-2.45,-3.97,0.00161,-0.00413,-7e-05
17,still,8.15,-2.45,-3.97,0.00161,-0.00413,-7e-05
18,still,8.15,-2.45,-3.97,0.00161,-0.00413,-7e-05
19,still,8.07,-2.49,-3.97,0.00189,-0.00504,0.00021
20,still,8.07,-2.49,-3.97,0.00189,-0.00504,0.00021
21,still,8.07,-2.49,-3.97,0.00189,-0.00504,0.00021
22,still,8.07,-2.49,-3.97,0.00189,-0.00504,0.00021
23,still,8.11,-2.49,-3.73,0.00182,-0.00497,0.00014
24,still,8.11,-2.49,-3.73,0.00182,-0.00497,0.00014
25,still,8.11,-2.49,-3.73,0.00182,-0.00497,0.00014
26,still,8.11,-2.49,-3.73,0.00182,-0.00497,0.00014
27,still,8.11,-2.49,-3.73,0.00182,-0.00497,0.00014
28,still,8.11,-2.53,-3.93,0.00168,-0.00434,-7e-05
29,still,8.11,-2.53,-3.93,0.00168,-0.00434,-7e-05
30,still,8.11,-2.53,-3.93,0.00168,-0.00434,-7e-05
31,still,8.11,-2.53,-3.93,0.00168,-0.00434,-7e-05
32,still,8.11,-2.53,-3.93,0.00168,-0.00434,-7e-05
33,still,8.11,-2.53,-3.93,0.00182,-0.00483,0.00014
34,still,8.11,-2.53,-3.93,0.00182,-0.00483,0.00014
35,still,8.11,-2.53,-3.93,0.00182,-0.00483,0.00014
36,still,8.11,-2.53,-3.93,0.00182,-0.00483,0.00014
37,still,8.11,-2.53,-3.93,0.00182,-0.00483,0.00014
38,still,8.11,-2.49,-3.97,0.00182,-0.0049,0.00021
39,still,8.11,-2.49,-3.97,0.00182,-0.0049,0.00021
