,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,move,8.7,1.83,1.09,-0.06349,0.01043,-0.00574
1,move,8.7,1.83,1.09,-0.06349,0.01043,-0.00574
2,move,8.7,1.83,1.09,-0.06349,0.01043,-0.00574
3,move,8.7,1.83,1.09,-0.06349,0.01043,-0.00574
4,move,8.7,1.83,1.09,-0.06349,0.01043,-0.00574
5,move,-19.88,6.79,-12.63,0.09926,-0.24857,-0.02079
6,move,-19.88,6.79,-12.63,0.09926,-0.24857,-0.02079
7,move,-19.88,6.79,-12.63,0.09926,-0.24857,-0.02079
8,move,-19.88,6.79,-12.63,0.09926,-0.24857,-0.02079
9,move,-19.88,6.79,-12.63,0.09926,-0.24857,-0.02079
10,move,-6.93,7.68,2.81,0.1344,0.24318,-0.60627
11,move,-6.93,7.68,2.81,0.1344,0.24318,-0.60627
12,move,-6.93,7.68,2.81,0.1344,0.24318,-0.60627
13,move,-6.93,7.68,2.81,0.1344,0.24318,-0.60627
14,move,-6.93,7.68,2.81,0.1344,0.24318,-0.60627
15,move,-10.4,-5.8,-5.61,-0.05439,-0.46725,-0.09989
16,move,-10.4,-5.8,-5.61,-0.05439,-0.46725,-0.09989
17,move,-10.4,-5.8,-5.61,-0.05439,-0.46725,-0.09989
18,move,-10.4,-5.8,-5.61,-0.05439,-0.46725,-0.09989
19,move,-10.99,7.68,-1.36,-0.29302,0.10962,-0.36666
20,move,-10.99,7.68,-1.36,-0.29302,0.10962,-0.36666
21,move,-10.99,7.68,-1.36,-0.29302,0.10962,-0.36666
22,move,-10.99,7.68,-1.36,-0.29302,0.10962,-0.36666
23,move,-10.99,7.68,-1.36,-0.29302,0.10962,-0.36666
24,move,6.16,4.64,18.41,0.29113,-0.27503,-0.1547
25,move,6.16,4.64,18.41,0.29113,-0.27503,-0.1547
26,move,6.16,4.64,18.41,0.29113,-0.27503,-0.1547
27,move,6.16,4.64,18.41,0.29113,-0.27503,-0.1547
28,move,6.16,4.64,18.41,0.29113,-0.27503,-0.1547
29,move,-0.11,2.57,7.84,0.08778,-0.10339,-0.26439
30,move,-0.11,2.57,7.84,0.08778,-0.10339,-0.26439
31,move,-0.11,2.57,7.84,0.08778,-0.10339,-0.26439
32,move,-0.11,2.57,7.84,0.08778,-0.10339,-0.26439
33,move,-0.11,2.57,7.84,0.08778,-0.10339,-0.26439
34,move,-0.11,19.89,-19.88,-0.46921,-0.54348,0.12894
35,move,-0.11,19.89,-19.88,-0.46921,-0.54348,0.12894
36,move,-0.11,19.89,-19.88,-0.46921,-0.54348,0.12894
37,move,-0.11,19.89,-19.88,-0.46921,-0.54348,0.12894
38,move,-0.11,19.89,-19.88,-0.46921,-0.54348,0.12894
39,move,-1.47,5.73,19.89,0.1358,0.19824,-0.35714
