,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,move,-13.8,-19.88,19.89,0.03374,-0.02436,0.00126
1,move,-13.8,-19.88,19.89,0.03374,-0.02436,0.00126
2,move,-13.8,-19.88,19.89,0.03374,-0.02436,0.00126
3,move,-13.8,-19.88,19.89,0.03374,-0.02436,0.00126
4,move,-13.8,-19.88,19.89,0.03374,-0.02436,0.00126
5,move,19.89,-15.9,-11.5,0.00217,-0.27475,0.26992
6,move,19.89,-15.9,-11.5,0.00217,-0.27475,0.26992
7,move,19.89,-15.9,-11.5,0.00217,-0.27475,0.26992
8,move,19.89,-15.9,-11.5,0.00217,-0.27475,0.26992
9,move,-6.43,-18.79,-0.89,0.02191,0.10444,0.17556
10,move,-6.43,-18.79,-0.89,0.02191,0.10444,0.17556
11,move,-6.43,-18.79,-0.89,0.02191,0.10444,0.17556
12,move,-6.43,-18.79,-0.89,0.02191,0.10444,0.17556
13,move,-6.43,-18.79,-0.89,0.02191,0.10444,0.17556
14,move,-10.75,8.0,7.02,-0.20188,0.04256,-0.33572
15,move,-10.75,8.0,7.02,-0.20188,0.04256,-0.33572
16,move,-10.75,8.0,7.02,-0.20188,0.04256,-0.33572
17,move,-10.75,8.0,7.02,-0.20188,0.04256,-0.33572
18,move,-10.75,8.0,7.02,-0.20188,0.04256,-0.33572
19,move,0.55,-8.26,-10.36,0.07763,-0.29911,0.16359
20,move,0.55,-8.26,-10.36,0.07763,-0.29911,0.16359
21,move,0.55,-8.26,-10.36,0.07763,-0.29911,0.16359
22,move,0.55,-8.26,-10.36,0.07763,-0.29911,0.16359
23,move,-3.81,-19.88,13.96,-0.23275,0.14826,0.21952
24,move,-3.81,-19.88,13.96,-0.23275,0.14826,0.21952
25,move,-3.81,-19.88,13.96,-0.23275,0.14826,0.21952
26,move,-3.81,-19.88,13.96,-0.23275,0.14826,0.21952
27,move,-3.81,-19.88,13.96,-0.23275,0.14826,0.21952
28,move,9.52,0.9,-19.88,0.09268,-0.0952,0.40768
29,move,9.52,0.9,-19.88,0.09268,-0.0952,0.40768
30,move,9.52,0.9,-19.88,0.09268,-0.0952,0.40768
31,move,9.52,0.9,-19.88,0.09268,-0.0952,0.40768
32,move,9.52,0.9,-19.88,0.09268,-0.0952,0.40768
33,move,-19.88,-19.88,13.49,0.05236,0.12831,0.21441
34,move,-19.88,-19.88,13.49,0.05236,0.12831,0.21441
35,move,-19.88,-19.88,13.49,0.05236,0.12831,0.21441
36,move,-19.88,-19.88,13.49,0.05236,0.12831,0.21441
37,move,-19.88,-19.88,13.49,0.05236,0.12831,0.21441
38,move,4.49,-4.98,-1.12,0.10479,-0.01911,0.08673
39,move,4.49,-4.98,-1.12,0.10479,-0.01911,0.08673
