,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,-10.01,0.12,0.35,0.00189,-0.00511,7e-05
1,still,-10.01,0.12,0.35,0.00189,-0.00511,7e-05
2,still,-9.97,0.2,0.35,0.00189,-0.00504,0.00014
3,still,-10.01,0.16,0.31,0.00182,-0.00504,7e-05
4,still,-10.01,0.16,0.31,0.00182,-0.00504,7e-05
5,still,-9.97,0.08,0.31,0.00182,-0.00497,7e-05
6,still,-9.97,0.08,0.31,0.00182,-0.00497,7e-05
7,still,-9.97,0.16,0.43,0.00182,-0.00504,7e-05
8,still,-9.94,0.2,0.31,0.00182,-0.00504,7e-05
9,still,-9.94,0.2,0.31,0.00182,-0.00504,7e-05
