,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,move,5.11,-8.18,13.96,0.01533,-0.02289,0.03577
1,move,5.11,-8.18,13.96,0.01533,-0.02289,0.03577
2,move,5.11,-8.18,13.96,0.01533,-0.02289,0.03577
3,move,5.11,-8.18,13.96,0.01533,-0.02289,0.03577
4,move,5.11,-8.18,13.96,0.01533,-0.02289,0.03577
5,move,6.86,-12.35,5.38,0.23863,-0.0273,0.11354
6,move,6.86,-12.35,5.38,0.23863,-0.0273,0.11354
7,move,6.86,-12.35,5.38,0.23863,-0.0273,0.11354
8,move,6.86,-12.35,5.38,0.23863,-0.0273,0.11354
9,move,6.86,-12.35,5.38,0.23863,-0.0273,0.11354
10,move,2.96,5.66,-15.59,0.35,-0.26572,0.0231
11,move,2.96,5.66,-15.59,0.35,-0.26572,0.0231
12,move,2.96,5.66,-15.59,0.35,-0.26572,0.0231
13,move,2.96,5.66,-15.59,0.35,-0.26572,0.0231
14,move,2.96,5.66,-15.59,0.35,-0.26572,0.0231
15,move,-7.44,-19.88,19.03,-0.16856,0.40894,0.03444
16,move,-7.44,-19.88,19.03,-0.16856,0.40894,0.03444
17,move,-7.44,-19.88,19.03,-0.16856,0.40894,0.03444
18,move,-7.44,-19.88,19.03,-0.16856,0.40894,0.03444
19,move,0.04,-2.45,-12.59,0.47327,-0.19054,0.76804
20,move,0.04,-2.45,-12.59,0.47327,-0.19054,0.76804
21,move,0.04,-2.45,-12.59,0.47327,-0.19054,0.76804
22,move,0.04,-2.45,-12.59,0.47327,-0.19054,0.76804
23,move,0.04,-2.45,-12.59,0.47327,-0.19054,0.76804
24,move,-5.14,-12.08,13.34,-0.26187,0.28672,0.18382
25,move,-5.14,-12.08,13.34,-0.26187,0.28672,0.18382
26,move,-5.14,-12.08,13.34,-0.26187,0.28672,0.18382
27,move,-5.14,-12.08,13.34,-0.26187,0.28672,0.18382
28,move,-5.14,-12.08,13.34,-0.26187,0.28672,0.18382
29,move,-1.12,-2.68,-17.35,0.25592,-0.15295,0.39347
30,move,-1.12,-2.68,-17.35,0.25592,-0.15295,0.39347
31,move,-1.12,-2.68,-17.35,0.25592,-0.15295,0.39347
32,move,-1.12,-2.68,-17.35,0.25592,-0.15295,0.39347
33,move,-1.12,-2.68,-17.35,0.25592,-0.15295,0.39347
34,move,-11.14,-10.09,16.61,-0.31038,0.05691,0.19159
35,move,-11.14,-10.09,16.61,-0.31038,0.05691,0.19159
36,move,-11.14,-10.09,16.61,-0.31038,0.05691,0.19159
37,move,-11.14,-10.09,16.61,-0.31038,0.05691,0.19159
38,move,3.39,1.72,-2.6,0.07833,0.06209,0.07539
39,move,3.39,1.72,-2.6,0.07833,0.06209,0.07539
