,activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL,Distance
0,LOS,1804.0,47683.0,1553.0,-79.042472,-82.268585,2.551554
1,LOS,2086.0,47722.0,1715.0,-79.44017,-83.395515,2.607838
2,LOS,1833.0,47775.0,1640.0,-78.809394,-82.526779,2.589077
3,LOS,1890.0,47824.0,1618.0,-79.37091,-83.487854,2.570316
4,LOS,2044.0,47876.0,1538.0,-79.237922,-82.919281,2.589077
5,LOS,1829.0,47903.0,1552.0,-78.897727,-82.944679,2.570316
6,LOS,1990.0,47951.0,1688.0,-79.380401,-83.566375,2.570316
7,LOS,1877.0,48005.0,1713.0,-79.014007,-82.21788,2.551554
8,LOS,2011.0,48047.0,1626.0,-79.267898,-82.872139,2.6266
9,LOS,1925.0,48091.0,1636.0,-78.968414,-82.639755,2.570316
10,LOS,2031.0,48119.0,1790.0,-79.158233,-82.647758,2.570316
11,LOS,1966.0,47644.0,1695.0,-78.925437,-82.519798,2.589077
12,LOS,1912.0,47695.0,1572.0,-79.066703,-82.718597,2.570316
13,LOS,2027.0,47734.0,1626.0,-79.18766,-83.640022,2.589077
14,LOS,1900.0,47772.0,1807.0,-78.933998,-82.668579,2.570316
15,LOS,1985.0,47791.0,1626.0,-79.215003,-82.70726,2.6266
16,LOS,1935.0,47831.0,1725.0,-79.024932,-82.519706,2.589077
17,LOS,1943.0,47865.0,1719.0,-79.135726,-82.756523,2.589077
18,LOS,1900.0,47898.0,1411.0,-79.117813,-82.503608,2.6266
19,LOS,1925.0,47928.0,1630.0,-79.215003,-83.327667,2.607838
20,LOS,1866.0,47952.0,1632.0,-79.158233,-82.583244,2.6266
21,LOS,2050.0,47974.0,1892.0,-79.293418,-82.616798,2.607838
22,LOS,1928.0,48016.0,1717.0,-78.885002,-82.210678,2.589077
23,LOS,1980.0,48036.0,1726.0,-79.035888,-82.284347,2.645361
24,LOS,1948.0,48070.0,1626.0,-79.035888,-82.072906,2.570316
25,LOS,1992.0,48085.0,1879.0,-79.106651,-82.540206,2.589077
26,LOS,1904.0,48103.0,2069.0,-79.009643,-82.330825,2.607838
27,LOS,1926.0,47632.0,1720.0,-79.205871,-82.3479,2.532793
28,LOS,1992.0,47652.0,1974.0,-79.155975,-82.348899,2.607838
29,LOS,1932.0,47679.0,1717.0,-79.009643,-82.02893,2.589077
30,LOS,2033.0,47694.0,1626.0,-79.142471,-82.571449,2.589077
31,LOS,2002.0,47712.0,1959.0,-78.921165,-82.301864,2.607838
32,LOS,1873.0,47768.0,1723.0,-79.158233,-82.274421,2.607838
33,LOS,1859.0,47784.0,1802.0,-79.27716,-82.793029,2.607838
34,LOS,1810.0,47796.0,1622.0,-79.309745,-82.575843,2.589077
35,LOS,1820.0,47825.0,1735.0,-79.42575,-82.646629,2.551554
36,LOS,2064.0,47843.0,1887.0,-79.401824,-82.788078,2.645361
37,LOS,1872.0,47861.0,1645.0,-78.855438,-82.107116,2.589077
38,LOS,1984.0,47891.0,1719.0,-79.279479,-82.846672,2.589077
39,LOS,1865.0,47900.0,1728.0,-79.027122,-82.29692,2.6266
40,LOS,1953.0,47911.0,1856.0,-79.295753,-82.613639,2.589077
41,LOS,1971.0,47937.0,1510.0,-79.09552,-81.982131,2.570316
42,LOS,2028.0,47963.0,1696.0,-79.055671,-82.43283,2.6266
43,LOS,2026.0,47969.0,1712.0,-78.931861,-81.980804,2.570316
44,LOS,2022.0,47972.0,1876.0,-78.936141,-82.220436,2.589077
45,LOS,2048.0,47975.0,1807.0,-78.944725,-82.000526,2.551554
46,LOS,1930.0,47993.0,1710.0,-78.889236,-82.155914,2.570316
47,LOS,2034.0,48020.0,1700.0,-79.146965,-82.510482,2.607838
48,LOS,1896.0,48023.0,1644.0,-78.919029,-82.325294,2.589077
49,LOS,1878.0,48016.0,1711.0,-79.224151,-83.056617,2.589077
