,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,-5.65,8.58,-0.3,-0.00035,-0.00847,7e-05
1,still,-5.72,8.54,-0.34,0.00042,-0.00742,0.00091
2,still,-5.72,8.54,-0.34,0.00042,-0.00742,0.00091
3,still,-5.72,8.66,-0.26,0.00154,-0.00448,0.00063
4,still,-5.65,8.58,-0.46,0.00175,-0.00399,0.0
5,still,-5.65,8.58,-0.46,0.00175,-0.00399,0.0
6,still,-5.65,8.58,-0.3,0.00119,-0.00532,7e-05
7,still,-5.72,8.54,-0.15,0.00154,-0.00441,0.00056
8,still,-5.72,8.54,-0.15,0.00154,-0.00441,0.00056
9,still,-5.72,8.54,-0.3,0.00161,-0.0042,0.00049
