,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,-3.07,-9.23,-2.1,0.00112,-0.00427,-0.00014
1,still,-2.99,-9.19,-2.02,0.00147,-0.00497,0.00042
2,still,-2.99,-9.19,-2.02,0.00147,-0.00497,0.00042
3,still,-3.03,-9.23,-1.78,0.00154,-0.00462,0.00028
4,still,-3.03,-9.23,-1.78,0.00154,-0.00462,0.00028
5,still,-3.07,-9.23,-2.06,0.00175,-0.00455,0.00035
6,still,-3.07,-9.27,-2.06,0.00161,-0.00434,0.00028
7,still,-3.07,-9.27,-2.06,0.00161,-0.00434,0.00028
8,still,-3.11,-9.19,-2.17,0.00154,-0.00441,0.00014
9,still,-2.99,-9.16,-2.02,0.0014,-0.00476,7e-05
