,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,dance,-3.23,-9.35,-0.69,-0.01624,-0.01946,0.00679
1,dance,-3.23,-9.35,-0.69,-0.01624,-0.01946,0.00679
2,dance,-0.38,-10.68,-1.51,-0.02562,0.01351,0.01029
3,dance,-0.38,-10.68,-1.51,-0.02562,0.01351,0.01029
4,dance,-3.15,-7.6,1.01,0.05565,0.04648,0.03738
5,dance,-0.54,-6.78,-2.64,0.00644,0.04746,-0.02135
6,dance,-0.54,-6.78,-2.64,0.00644,0.04746,-0.02135
7,dance,2.11,-11.57,2.22,0.03276,-0.01106,0.07196
8,dance,-0.61,-11.46,-5.72,-0.01617,0.01043,-0.0098
9,dance,-0.61,-11.46,-5.72,-0.01617,0.01043,-0.0098
