,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,-0.19,0.16,-9.47,0.00182,-0.0049,7e-05
1,still,-0.26,0.16,-9.51,0.00175,-0.0049,7e-05
2,still,-0.26,0.16,-9.51,0.00175,-0.0049,7e-05
3,still,-0.22,0.23,-9.47,0.00189,-0.00497,0.00014
4,still,-0.22,0.27,-9.51,0.00189,-0.0049,7e-05
5,still,-0.22,0.27,-9.51,0.00189,-0.0049,7e-05
6,still,-0.22,0.2,-9.47,0.00182,-0.00497,7e-05
7,still,-0.22,0.2,-9.47,0.00182,-0.00497,7e-05
8,still,-0.22,0.16,-9.47,0.00182,-0.00497,7e-05
9,still,-0.15,0.2,-9.47,0.00175,-0.0049,7e-05
