,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,dance,0.7,-11.07,0.16,-0.02737,-0.05257,0.0105
1,dance,0.7,-11.07,0.16,-0.02737,-0.05257,0.0105
2,dance,-2.84,-8.96,-3.42,-0.00945,-0.06391,-0.01533
3,dance,-2.72,-9.66,-2.68,0.03094,0.00616,-0.04459
4,dance,-2.72,-9.66,-2.68,0.03094,0.00616,-0.04459
5,dance,1.29,-14.54,-1.47,-0.01848,0.04347,0.03367
6,dance,-9.08,-9.12,-7.95,0.0063,-0.00539,0.02576
7,dance,-9.08,-9.12,-7.95,0.0063,-0.00539,0.02576
8,dance,1.79,-9.7,-6.93,0.05614,0.11466,-0.09079
9,dance,1.79,-9.7,-6.93,0.05614,0.11466,-0.09079
