,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,0.43,-0.03,-9.58,0.00182,-0.00476,0.00014
1,still,0.43,-0.03,-9.58,0.00182,-0.00476,0.00014
2,still,0.43,-0.03,-9.58,0.00182,-0.00476,0.00014
3,still,0.43,-0.03,-9.58,0.00182,-0.00476,0.00014
4,still,0.43,-0.03,-9.58,0.00182,-0.00476,0.00014
5,still,0.47,0.08,-9.39,0.00175,-0.00476,0.00021
6,still,0.47,0.08,-9.39,0.00175,-0.00476,0.00021
7,still,0.47,0.08,-9.39,0.00175,-0.00476,0.00021
8,still,0.47,0.08,-9.39,0.00175,-0.00476,0.00021
9,still,0.39,0.04,-9.55,0.00175,-0.00476,0.00014
10,still,0.39,0.04,-9.55,0.00175,-0.00476,0.00014
11,still,0.39,0.04,-9.55,0.00175,-0.00476,0.00014
12,still,0.39,0.04,-9.55,0.00175,-0.00476,0.00014
13,still,0.39,0.04,-9.55,0.00175,-0.00476,0.00014
14,still,0.43,0.08,-9.58,0.00175,-0.00469,0.00014
15,still,0.43,0.08,-9.58,0.00175,-0.00469,0.00014
16,still,0.43,0.08,-9.58,0.00175,-0.00469,0.00014
17,still,0.43,0.08,-9.58,0.00175,-0.00469,0.00014
18,still,0.43,0.08,-9.58,0.00175,-0.00469,0.00014
19,still,0.47,0.04,-9.62,0.00175,-0.00469,0.00014
20,still,0.47,0.04,-9.62,0.00175,-0.00469,0.00014
21,still,0.47,0.04,-9.62,0.00175,-0.00469,0.00014
22,still,0.47,0.04,-9.62,0.00175,-0.00469,0.00014
23,still,0.47,0.04,-9.62,0.00175,-0.00469,0.00014
24,still,0.43,0.04,-9.55,0.00182,-0.00476,0.00014
25,still,0.43,0.04,-9.55,0.00182,-0.00476,0.00014
26,still,0.43,0.04,-9.55,0.00182,-0.00476,0.00014
27,still,0.43,0.04,-9.55,0.00182,-0.00476,0.00014
28,still,0.43,0.04,-9.51,0.00175,-0.00469,0.00014
29,still,0.43,0.04,-9.51,0.00175,-0.00469,0.00014
30,still,0.43,0.04,-9.51,0.00175,-0.00469,0.00014
31,still,0.43,0.04,-9.51,0.00175,-0.00469,0.00014
32,still,0.43,0.04,-9.51,0.00175,-0.00469,0.00014
33,still,0.43,0.04,-9.58,0.00175,-0.00469,0.00014
34,still,0.43,0.04,-9.58,0.00175,-0.00469,0.00014
35,still,0.43,0.04,-9.58,0.00175,-0.00469,0.00014
36,still,0.43,0.04,-9.58,0.00175,-0.00469,0.00014
37,still,0.43,0.04,-9.58,0.00175,-0.00469,0.00014
38,still,0.43,0.08,-9.51,0.00175,-0.00469,0.00014
39,still,0.43,0.08,-9.51,0.00175,-0.00469,0.00014
