activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL
NLOS,2177.0,47882.0,1655.0,-79.042472,-83.343742
NLOS,2177.0,47882.0,1655.0,-79.042472,-83.343742
NLOS,2177.0,47882.0,1655.0,-79.042472,-83.343742
NLOS,2177.0,47882.0,1655.0,-79.042472,-83.343742
NLOS,2177.0,47882.0,1655.0,-79.042472,-83.343742
NLOS,2177.0,47882.0,1655.0,-79.042472,-83.343742
NLOS,2177.0,47882.0,1655.0,-79.042472,-83.343742
NLOS,2177.0,47882.0,1655.0,-79.042472,-83.343742
NLOS,2177.0,47882.0,1655.0,-79.042472,-83.343742
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,1811.0,47694.0,1472.0,-78.623954,-81.728843
NLOS,2156.0,48020.0,1594.0,-79.423355,-83.744857
NLOS,2156.0,48020.0,1594.0,-79.423355,-83.744857
NLOS,2156.0,48020.0,1594.0,-79.423355,-83.744857
NLOS,2156.0,48020.0,1594.0,-79.423355,-83.744857
NLOS,2156.0,48020.0,1594.0,-79.423355,-83.744857
NLOS,2156.0,48020.0,1594.0,-79.423355,-83.744857
NLOS,2156.0,48020.0,1594.0,-79.423355,-83.744857
NLOS,2156.0,48020.0,1594.0,-79.423355,-83.744857
NLOS,2156.0,48020.0,1594.0,-79.423355,-83.744857
NLOS,1987.0,47824.0,1972.0,-78.666053,-82.641952
NLOS,1987.0,47824.0,1972.0,-78.666053,-82.641952
NLOS,1987.0,47824.0,1972.0,-78.666053,-82.641952
NLOS,1987.0,47824.0,1972.0,-78.666053,-82.641952
NLOS,1987.0,47824.0,1972.0,-78.666053,-82.641952
NLOS,1987.0,47824.0,1972.0,-78.666053,-82.641952
NLOS,1987.0,47824.0,1972.0,-78.666053,-82.641952
NLOS,1987.0,47824.0,1972.0,-78.666053,-82.641952
NLOS,1987.0,47824.0,1972.0,-78.666053,-82.641952
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2049.0,47629.0,1686.0,-79.020561,-83.532234
NLOS,2224.0,47938.0,1711.0,-78.887115,-82.623916
NLOS,2224.0,47938.0,1711.0,-78.887115,-82.623916
NLOS,2224.0,47938.0,1711.0,-78.887115,-82.623916
NLOS,2224.0,47938.0,1711.0,-78.887115,-82.623916
NLOS,2224.0,47938.0,1711.0,-78.887115,-82.623916
NLOS,2224.0,47938.0,1711.0,-78.887115,-82.623916
NLOS,2224.0,47938.0,1711.0,-78.887115,-82.623916
NLOS,2224.0,47938.0,1711.0,-78.887115,-82.623916
NLOS,2224.0,47938.0,1711.0,-78.887115,-82.623916
NLOS,1892.0,47751.0,1688.0,-78.531188,-82.915939
NLOS,1892.0,47751.0,1688.0,-78.531188,-82.915939
NLOS,1892.0,47751.0,1688.0,-78.531188,-82.915939
NLOS,1892.0,47751.0,1688.0,-78.531188,-82.915939
NLOS,1892.0,47751.0,1688.0,-78.531188,-82.915939
NLOS,1892.0,47751.0,1688.0,-78.531188,-82.915939
NLOS,1892.0,47751.0,1688.0,-78.531188,-82.915939
NLOS,1892.0,47751.0,1688.0,-78.531188,-82.915939
NLOS,1892.0,47751.0,1688.0,-78.531188,-82.915939
NLOS,2282.0,48060.0,2070.0,-79.233329,-83.279899
NLOS,2282.0,48060.0,2070.0,-79.233329,-83.279899
NLOS,2282.0,48060.0,2070.0,-79.233329,-83.279899
NLOS,2282.0,48060.0,2070.0,-79.233329,-83.279899
NLOS,2282.0,48060.0,2070.0,-79.233329,-83.279899
NLOS,2282.0,48060.0,2070.0,-79.233329,-83.279899
NLOS,2282.0,48060.0,2070.0,-79.233329,-83.279899
NLOS,2282.0,48060.0,2070.0,-79.233329,-83.279899
NLOS,2282.0,48060.0,2070.0,-79.233329,-83.279899
NLOS,1956.0,47869.0,1482.0,-78.41938,-82.127273
NLOS,1956.0,47869.0,1482.0,-78.41938,-82.127273
NLOS,1956.0,47869.0,1482.0,-78.41938,-82.127273
NLOS,1956.0,47869.0,1482.0,-78.41938,-82.127273
NLOS,1956.0,47869.0,1482.0,-78.41938,-82.127273
NLOS,1956.0,47869.0,1482.0,-78.41938,-82.127273
NLOS,1956.0,47869.0,1482.0,-78.41938,-82.127273
NLOS,1956.0,47869.0,1482.0,-78.41938,-82.127273
NLOS,1956.0,47869.0,1482.0,-78.41938,-82.127273
NLOS,2045.0,47683.0,1644.0,-79.088851,-82.089172
NLOS,2045.0,47683.0,1644.0,-79.088851,-82.089172
NLOS,2045.0,47683.0,1644.0,-79.088851,-82.089172
NLOS,2045.0,47683.0,1644.0,-79.088851,-82.089172
NLOS,2045.0,47683.0,1644.0,-79.088851,-82.089172
NLOS,2045.0,47683.0,1644.0,-79.088851,-82.089172
NLOS,2045.0,47683.0,1644.0,-79.088851,-82.089172
NLOS,2045.0,47683.0,1644.0,-79.088851,-82.089172
NLOS,2045.0,47683.0,1644.0,-79.088851,-82.089172
NLOS,2252.0,48010.0,1872.0,-78.895607,-82.206031
