,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,-9.04,-0.07,4.49,0.00175,-0.0049,7e-05
1,still,-9.04,-0.07,4.49,0.00175,-0.0049,7e-05
2,still,-9.08,-0.11,4.41,0.00182,-0.00497,7e-05
3,still,-9.0,-0.07,4.49,0.00182,-0.0049,7e-05
4,still,-9.0,-0.07,4.49,0.00182,-0.0049,7e-05
5,still,-9.04,-0.03,4.41,0.00175,-0.00497,7e-05
6,still,-9.04,-0.15,4.49,0.00175,-0.00497,7e-05
7,still,-9.04,-0.15,4.49,0.00175,-0.00497,7e-05
8,still,-8.92,-0.07,4.64,0.00189,-0.00497,7e-05
9,still,-8.92,-0.07,4.64,0.00189,-0.00497,7e-05
