,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,-7.48,-0.26,-6.15,0.00287,-0.0049,0.00014
1,still,-7.48,-0.34,-6.15,0.00077,-0.00497,0.0
2,still,-7.48,-0.34,-6.15,0.00077,-0.00497,0.0
3,still,-7.56,-0.34,-6.23,0.00238,-0.00497,0.00014
4,still,-7.56,-0.34,-6.23,0.00238,-0.00497,0.00014
5,still,-7.48,-0.3,-6.15,0.00112,-0.0049,0.0
6,still,-7.44,-0.3,-6.07,0.00196,-0.0049,7e-05
7,still,-7.44,-0.3,-6.07,0.00196,-0.0049,7e-05
8,still,-7.52,-0.42,-6.15,0.00161,-0.00511,0.0
9,still,-7.56,-0.3,-6.15,0.00161,-0.00525,0.0
