,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,move,0.7,14.94,13.03,0.45962,0.0301,-0.24955
1,move,0.7,14.94,13.03,0.45962,0.0301,-0.24955
2,move,0.7,14.94,13.03,0.45962,0.0301,-0.24955
3,move,0.7,14.94,13.03,0.45962,0.0301,-0.24955
4,move,0.7,14.94,13.03,0.45962,0.0301,-0.24955
5,move,9.32,16.5,-7.32,-0.54411,-0.28336,-0.03605
6,move,9.32,16.5,-7.32,-0.54411,-0.28336,-0.03605
7,move,9.32,16.5,-7.32,-0.54411,-0.28336,-0.03605
8,move,9.32,16.5,-7.32,-0.54411,-0.28336,-0.03605
9,move,9.32,16.5,-7.32,-0.54411,-0.28336,-0.03605
10,move,3.32,-6.85,0.16,0.96033,0.24507,-0.35637
11,move,3.32,-6.85,0.16,0.96033,0.24507,-0.35637
12,move,3.32,-6.85,0.16,0.96033,0.24507,-0.35637
13,move,3.32,-6.85,0.16,0.96033,0.24507,-0.35637
14,move,-7.01,5.38,-16.06,-1.07527,-0.3108,0.11648
15,move,-7.01,5.38,-16.06,-1.07527,-0.3108,0.11648
16,move,-7.01,5.38,-16.06,-1.07527,-0.3108,0.11648
17,move,-7.01,5.38,-16.06,-1.07527,-0.3108,0.11648
18,move,-7.01,5.38,-16.06,-1.07527,-0.3108,0.11648
19,move,-0.89,12.05,7.61,-0.22694,0.21819,-0.27237
20,move,-0.89,12.05,7.61,-0.22694,0.21819,-0.27237
21,move,-0.89,12.05,7.61,-0.22694,0.21819,-0.27237
22,move,-0.89,12.05,7.61,-0.22694,0.21819,-0.27237
23,move,-0.89,12.05,7.61,-0.22694,0.21819,-0.27237
24,move,-4.28,12.83,-15.71,-0.15008,-0.21623,-0.30954
25,move,-4.28,12.83,-15.71,-0.15008,-0.21623,-0.30954
26,move,-4.28,12.83,-15.71,-0.15008,-0.21623,-0.30954
27,move,-4.28,12.83,-15.71,-0.15008,-0.21623,-0.30954
28,move,-4.28,12.83,-15.71,-0.15008,-0.21623,-0.30954
29,move,0.27,-1.12,10.61,0.4606,0.26985,-0.55118
30,move,0.27,-1.12,10.61,0.4606,0.26985,-0.55118
31,move,0.27,-1.12,10.61,0.4606,0.26985,-0.55118
32,move,0.27,-1.12,10.61,0.4606,0.26985,-0.55118
33,move,-4.71,19.89,-15.71,-0.17325,-0.31892,-0.0903
34,move,-4.71,19.89,-15.71,-0.17325,-0.31892,-0.0903
35,move,-4.71,19.89,-15.71,-0.17325,-0.31892,-0.0903
36,move,-4.71,19.89,-15.71,-0.17325,-0.31892,-0.0903
37,move,-4.71,19.89,-15.71,-0.17325,-0.31892,-0.0903
38,move,-0.69,0.55,10.14,0.37772,0.17437,-0.63602
39,move,-0.69,0.55,10.14,0.37772,0.17437,-0.63602
