,activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL,Distance
0,NLOS,1702.0,47713.0,796.0,-79.770179,-88.458679,3.602194
1,NLOS,1887.0,47765.0,647.0,-79.692939,-88.42192,3.639717
2,NLOS,1717.0,47821.0,717.0,-79.244819,-88.291351,3.602194
3,NLOS,1722.0,47835.0,643.0,-79.654838,-92.288909,3.658478
4,NLOS,1691.0,47863.0,684.0,-79.642204,-91.093368,3.602194
5,NLOS,1675.0,47865.0,612.0,-79.721099,-91.193267,3.658478
6,NLOS,1655.0,47862.0,609.0,-79.76239,-92.974411,3.620955
7,NLOS,1605.0,48015.0,706.0,-79.814559,-95.461555,3.602194
8,NLOS,1729.0,48036.0,644.0,-79.947792,-93.932327,3.733524
9,NLOS,1782.0,48057.0,688.0,-79.624588,-94.292655,3.996184
10,NLOS,1710.0,48049.0,754.0,-79.493461,-95.194694,4.052468
11,NLOS,1808.0,47555.0,745.0,-79.672576,-95.961891,3.996184
12,NLOS,1799.0,47569.0,754.0,-79.430557,-95.073219,3.846093
13,NLOS,1812.0,47567.0,868.0,-79.452224,-95.492431,3.902377
14,NLOS,1744.0,47564.0,755.0,-79.420959,-96.507736,3.696001
15,NLOS,1710.0,47616.0,750.0,-79.587074,-94.960769,3.714763
16,NLOS,1749.0,47635.0,794.0,-79.672576,-93.691658,3.789808
17,NLOS,1792.0,47713.0,794.0,-79.574638,-94.719596,3.771047
18,NLOS,1723.0,47728.0,620.0,-79.469162,-95.089027,3.958661
19,NLOS,1775.0,47722.0,647.0,-79.639686,-96.300849,3.977423
20,NLOS,1717.0,47712.0,615.0,-79.510551,-96.17633,3.977423
21,NLOS,1760.0,47722.0,644.0,-79.654838,-95.629402,3.958661
22,NLOS,1706.0,47726.0,713.0,-79.547409,-96.033088,3.958661
23,NLOS,1758.0,47730.0,753.0,-79.682746,-96.693222,3.9399
24,NLOS,1721.0,47728.0,612.0,-79.552352,-96.515899,3.996184
25,NLOS,1708.0,47725.0,539.0,-79.644729,-97.210159,3.996184
26,NLOS,1710.0,47736.0,716.0,-79.677658,-97.664016,4.033707
27,NLOS,1686.0,47737.0,709.0,-79.672576,-97.974807,3.564671
28,NLOS,1698.0,47729.0,615.0,-79.733963,-98.471908,3.996184
29,NLOS,1636.0,47709.0,649.0,-79.703163,-97.845405,4.014945
30,NLOS,1719.0,47668.0,678.0,-79.744277,-94.833023,4.052468
31,NLOS,1779.0,47662.0,719.0,-79.64978,-98.507751,3.958661
32,NLOS,1769.0,47646.0,643.0,-79.500778,-97.870491,4.033707
33,NLOS,1662.0,47582.0,649.0,-79.52526,-94.863845,4.033707
34,NLOS,1785.0,47541.0,718.0,-79.796226,-95.732849,3.977423
35,NLOS,1755.0,48034.0,720.0,-79.48616,-97.963256,3.977423
36,NLOS,1717.0,48016.0,649.0,-79.559768,-95.762352,4.07123
37,NLOS,1719.0,47979.0,651.0,-79.654838,-94.072341,4.033707
38,NLOS,1760.0,47926.0,714.0,-79.64978,-96.47129,4.052468
39,NLOS,1671.0,47903.0,644.0,-79.547409,-97.320968,3.977423
40,NLOS,1635.0,47856.0,588.0,-79.867363,-94.873321,4.108753
41,NLOS,1682.0,47847.0,755.0,-79.867363,-96.664817,3.958661
42,NLOS,1727.0,47798.0,684.0,-79.744277,-95.541435,4.052468
43,NLOS,1714.0,47738.0,645.0,-79.629615,-96.987266,4.014945
44,NLOS,1697.0,47707.0,678.0,-79.662429,-97.610404,3.996184
45,NLOS,1714.0,47668.0,648.0,-79.705719,-95.100852,4.089991
46,NLOS,1742.0,47649.0,792.0,-79.662429,-97.266128,4.014945
47,NLOS,1755.0,47603.0,719.0,-79.592056,-95.158508,4.07123
48,NLOS,1791.0,47541.0,679.0,-79.559768,-96.872917,4.014945
49,NLOS,1787.0,48025.0,683.0,-79.47158,-97.504356,4.014945
