,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,dance,-3.97,10.37,1.4,-0.00126,0.03605,0.01211
1,dance,-1.75,6.36,2.26,-0.01141,-0.0147,-0.00147
2,dance,-1.75,6.36,2.26,-0.01141,-0.0147,-0.00147
3,dance,-3.03,10.84,-0.65,0.00287,0.01925,-0.01358
4,dance,-3.03,10.84,-0.65,0.00287,0.01925,-0.01358
5,dance,-4.12,8.5,0.08,0.01533,-0.02303,-0.02205
6,dance,-5.49,15.52,1.13,-0.06748,0.06958,0.06181
7,dance,-5.49,15.52,1.13,-0.06748,0.06958,0.06181
8,dance,4.29,9.2,1.05,-0.01393,0.08967,0.04564
9,dance,-2.33,11.47,1.64,-0.00595,0.1183,-0.06195
