,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,move,3.28,0.0,-4.79,0.07833,-0.06804,0.03038
1,move,3.28,0.0,-4.79,0.07833,-0.06804,0.03038
2,move,3.28,0.0,-4.79,0.07833,-0.06804,0.03038
3,move,3.28,0.0,-4.79,0.07833,-0.06804,0.03038
4,move,4.8,17.75,0.78,-0.06377,0.29134,-0.16548
5,move,4.8,17.75,0.78,-0.06377,0.29134,-0.16548
6,move,4.8,17.75,0.78,-0.06377,0.29134,-0.16548
7,move,4.8,17.75,0.78,-0.06377,0.29134,-0.16548
8,move,4.8,17.75,0.78,-0.06377,0.29134,-0.16548
9,move,19.89,19.89,-11.22,0.12509,-0.10325,-0.2366
10,move,19.89,19.89,-11.22,0.12509,-0.10325,-0.2366
11,move,19.89,19.89,-11.22,0.12509,-0.10325,-0.2366
12,move,19.89,19.89,-11.22,0.12509,-0.10325,-0.2366
13,move,19.89,19.89,-11.22,0.12509,-0.10325,-0.2366
14,move,10.76,3.74,-13.17,0.22484,0.08036,-0.28777
15,move,10.76,3.74,-13.17,0.22484,0.08036,-0.28777
16,move,10.76,3.74,-13.17,0.22484,0.08036,-0.28777
17,move,10.76,3.74,-13.17,0.22484,0.08036,-0.28777
18,move,10.76,3.74,-13.17,0.22484,0.08036,-0.28777
19,move,2.65,-19.88,-15.55,0.05243,0.2093,-0.105
20,move,2.65,-19.88,-15.55,0.05243,0.2093,-0.105
21,move,2.65,-19.88,-15.55,0.05243,0.2093,-0.105
22,move,2.65,-19.88,-15.55,0.05243,0.2093,-0.105
23,move,-10.64,-6.31,1.79,-0.47516,0.29659,0.07063
24,move,-10.64,-6.31,1.79,-0.47516,0.29659,0.07063
25,move,-10.64,-6.31,1.79,-0.47516,0.29659,0.07063
26,move,-10.64,-6.31,1.79,-0.47516,0.29659,0.07063
27,move,-10.64,-6.31,1.79,-0.47516,0.29659,0.07063
28,move,13.57,19.89,-3.89,0.08267,-0.10647,0.17395
29,move,13.57,19.89,-3.89,0.08267,-0.10647,0.17395
30,move,13.57,19.89,-3.89,0.08267,-0.10647,0.17395
31,move,13.57,19.89,-3.89,0.08267,-0.10647,0.17395
32,move,13.57,19.89,-3.89,0.08267,-0.10647,0.17395
33,move,-7.75,-15.28,-1.08,0.06797,0.04725,-0.25543
34,move,-7.75,-15.28,-1.08,0.06797,0.04725,-0.25543
35,move,-7.75,-15.28,-1.08,0.06797,0.04725,-0.25543
36,move,-7.75,-15.28,-1.08,0.06797,0.04725,-0.25543
37,move,-7.75,-15.28,-1.08,0.06797,0.04725,-0.25543
38,move,5.03,19.89,9.17,-0.37681,-0.0217,0.25221
39,move,5.03,19.89,9.17,-0.37681,-0.0217,0.25221
