,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,move,4.6,-2.76,-1.36,-0.68404,-0.24689,-0.28427
1,move,4.6,-2.76,-1.36,-0.68404,-0.24689,-0.28427
2,move,4.6,-2.76,-1.36,-0.68404,-0.24689,-0.28427
3,move,4.6,-2.76,-1.36,-0.68404,-0.24689,-0.28427
4,move,2.61,-15.75,-11.92,0.05705,0.10066,0.01876
5,move,2.61,-15.75,-11.92,0.05705,0.10066,0.01876
6,move,2.61,-15.75,-11.92,0.05705,0.10066,0.01876
7,move,2.61,-15.75,-11.92,0.05705,0.10066,0.01876
8,move,2.61,-15.75,-11.92,0.05705,0.10066,0.01876
9,move,6.67,7.02,11.47,0.37828,0.03878,0.11046
10,move,6.67,7.02,11.47,0.37828,0.03878,0.11046
11,move,6.67,7.02,11.47,0.37828,0.03878,0.11046
12,move,6.67,7.02,11.47,0.37828,0.03878,0.11046
13,move,6.67,7.02,11.47,0.37828,0.03878,0.11046
14,move,6.9,-0.85,-6.58,-0.49623,-0.28168,-0.25417
15,move,6.9,-0.85,-6.58,-0.49623,-0.28168,-0.25417
16,move,6.9,-0.85,-6.58,-0.49623,-0.28168,-0.25417
17,move,6.9,-0.85,-6.58,-0.49623,-0.28168,-0.25417
18,move,2.65,3.67,8.78,0.54607,0.16674,0.0406
19,move,2.65,3.67,8.78,0.54607,0.16674,0.0406
20,move,2.65,3.67,8.78,0.54607,0.16674,0.0406
21,move,2.65,3.67,8.78,0.54607,0.16674,0.0406
22,move,2.65,3.67,8.78,0.54607,0.16674,0.0406
23,move,3.9,10.26,-10.95,-0.59465,-0.26117,-0.07427
24,move,3.9,10.26,-10.95,-0.59465,-0.26117,-0.07427
25,move,3.9,10.26,-10.95,-0.59465,-0.26117,-0.07427
26,move,3.9,10.26,-10.95,-0.59465,-0.26117,-0.07427
27,move,3.9,10.26,-10.95,-0.59465,-0.26117,-0.07427
28,move,-0.77,-1.2,-4.79,0.38318,0.19327,-0.00756
29,move,-0.77,-1.2,-4.79,0.38318,0.19327,-0.00756
30,move,-0.77,-1.2,-4.79,0.38318,0.19327,-0.00756
31,move,-0.77,-1.2,-4.79,0.38318,0.19327,-0.00756
32,move,-0.77,-1.2,-4.79,0.38318,0.19327,-0.00756
33,move,-0.5,-4.9,12.21,0.21,0.04487,-0.03136
34,move,-0.5,-4.9,12.21,0.21,0.04487,-0.03136
35,move,-0.5,-4.9,12.21,0.21,0.04487,-0.03136
36,move,-0.5,-4.9,12.21,0.21,0.04487,-0.03136
37,move,4.56,1.72,1.52,-0.87976,-0.23772,-0.14035
38,move,4.56,1.72,1.52,-0.87976,-0.23772,-0.14035
39,move,4.56,1.72,1.52,-0.87976,-0.23772,-0.14035
