,activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL,Distance
0,LOS,2001.0,47887.0,1709.0,-79.27716,-83.684135,2.589077
1,LOS,1846.0,48085.0,1630.0,-78.990066,-82.820129,2.570316
2,LOS,1998.0,47777.0,1447.0,-79.340225,-82.976501,2.570316
3,LOS,2060.0,47982.0,1884.0,-78.996582,-82.312088,2.551554
4,LOS,1860.0,47654.0,1479.0,-78.863868,-82.410896,2.570316
5,LOS,2043.0,47858.0,1621.0,-79.307411,-83.646278,2.607838
6,LOS,1987.0,48068.0,1617.0,-78.899856,-83.213867,2.570316
7,LOS,1946.0,47761.0,1533.0,-79.020561,-83.157768,2.607838
8,LOS,1818.0,47962.0,1568.0,-79.111106,-82.712478,2.6266
9,LOS,1961.0,47633.0,1550.0,-79.4066,-83.819351,2.607838
10,LOS,2018.0,47827.0,1554.0,-79.077766,-83.2705,2.607838
11,LOS,1986.0,48025.0,1614.0,-78.953323,-83.229049,2.589077
12,LOS,1961.0,47716.0,1723.0,-79.022743,-83.231246,2.6266
13,LOS,1985.0,47910.0,1699.0,-79.077766,-83.242141,2.607838
14,LOS,2010.0,48103.0,1790.0,-79.024932,-83.197296,2.589077
15,LOS,1947.0,47783.0,1704.0,-78.970581,-82.855224,2.532793
16,LOS,1957.0,47985.0,1620.0,-79.108879,-82.973342,2.570316
17,LOS,1855.0,47675.0,1340.0,-79.086631,-82.998939,2.589077
18,LOS,1858.0,47861.0,1262.0,-79.319099,-83.628761,2.6266
19,LOS,2077.0,48044.0,1621.0,-79.31208,-83.487503,2.589077
20,LOS,2139.0,47722.0,1712.0,-78.82817,-82.628425,2.607838
21,LOS,2046.0,47915.0,1617.0,-78.700431,-82.579399,2.607838
22,LOS,2075.0,48105.0,1708.0,-78.893486,-82.775695,2.589077
23,LOS,2009.0,47780.0,1624.0,-78.832359,-82.728355,2.607838
24,LOS,1830.0,47960.0,1561.0,-78.97274,-82.845893,2.607838
25,LOS,1917.0,47631.0,1647.0,-79.378028,-83.5326,2.6266
26,LOS,1990.0,47822.0,1618.0,-79.176315,-83.15419,2.607838
27,LOS,1870.0,48011.0,1553.0,-79.014007,-82.842521,2.6266
28,LOS,1962.0,47675.0,1468.0,-79.284126,-83.247573,2.6266
29,LOS,2001.0,47844.0,1708.0,-79.075546,-82.905197,2.589077
30,LOS,1922.0,48020.0,1632.0,-78.990066,-82.750236,2.570316
31,LOS,1952.0,47701.0,1552.0,-79.165008,-83.247009,2.607838
32,LOS,1999.0,47885.0,1552.0,-79.09774,-83.22277,2.6266
33,LOS,2014.0,48060.0,1528.0,-78.994407,-83.122367,2.589077
34,LOS,1963.0,47712.0,1781.0,-78.961944,-82.619476,2.607838
35,LOS,1984.0,48085.0,1534.0,-79.111106,-82.898941,2.570316
36,LOS,1977.0,47754.0,1530.0,-79.027122,-82.776153,2.6266
37,LOS,2084.0,47920.0,1442.0,-79.042472,-82.943893,2.664123
38,LOS,2023.0,48088.0,1631.0,-78.81356,-82.551017,2.607838
39,LOS,1995.0,47757.0,1622.0,-78.942581,-82.84877,2.607838
40,LOS,2020.0,47935.0,1693.0,-79.003112,-82.909767,2.607838
41,LOS,1815.0,48107.0,1402.0,-78.949028,-82.337905,2.6266
42,LOS,2009.0,47776.0,1703.0,-79.413772,-83.178298,2.6266
43,LOS,1935.0,47932.0,1528.0,-78.97274,-82.548736,2.589077
44,LOS,2023.0,48100.0,1858.0,-79.135726,-82.568008,2.6266
45,LOS,2018.0,47767.0,1593.0,-78.942581,-82.014396,2.570316
46,LOS,1924.0,47938.0,1528.0,-78.953323,-82.133644,2.607838
47,LOS,2030.0,48101.0,1756.0,-79.160484,-82.699348,2.6266
48,LOS,1938.0,47750.0,1528.0,-78.927581,-81.796173,2.589077
49,LOS,2017.0,47907.0,1498.0,-79.128997,-82.710716,2.6266
