,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,dance,-1.47,-7.95,-1.47,0.03521,0.0462,0.02023
1,dance,-1.47,-7.95,-1.47,0.03521,0.0462,0.02023
2,dance,-1.39,-8.8,-0.15,0.02002,-0.06034,-0.04417
3,dance,-1.71,-8.22,2.96,0.01442,-0.01106,0.01085
4,dance,-1.71,-8.22,2.96,0.01442,-0.01106,0.01085
5,dance,-0.22,-10.91,0.59,-0.0539,-0.02681,0.04144
6,dance,-0.22,-10.91,0.59,-0.0539,-0.02681,0.04144
7,dance,6.01,-7.4,1.68,-0.00763,-0.04774,0.04627
8,dance,-7.05,-10.33,-4.75,0.01162,-0.1253,-0.0574
9,dance,-7.05,-10.33,-4.75,0.01162,-0.1253,-0.0574
