,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,1.83,-0.15,-9.19,0.00182,-0.0049,7e-05
1,still,1.87,-0.03,-9.23,0.00189,-0.00497,7e-05
2,still,1.87,-0.03,-9.23,0.00189,-0.00497,7e-05
3,still,1.83,-0.11,-9.27,0.00182,-0.00504,7e-05
4,still,1.91,-0.11,-9.19,0.00182,-0.00497,7e-05
5,still,1.91,-0.11,-9.19,0.00182,-0.00497,7e-05
6,still,1.83,-0.19,-9.19,0.00189,-0.00504,7e-05
7,still,1.83,-0.11,-9.12,0.00182,-0.00497,7e-05
8,still,1.83,-0.11,-9.12,0.00182,-0.00497,7e-05
9,still,1.87,-0.11,-9.08,0.00182,-0.00497,7e-05
