,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,dance,-5.26,8.78,-0.42,-0.00861,0.04347,-0.00392
1,dance,-5.26,8.78,-0.42,-0.00861,0.04347,-0.00392
2,dance,-7.44,10.14,3.59,-0.00441,-0.03185,0.01659
3,dance,-0.54,10.65,-2.8,-0.00784,0.07084,-0.02583
4,dance,-0.54,10.65,-2.8,-0.00784,0.07084,-0.02583
5,dance,-8.73,9.56,4.17,-0.0098,-0.02198,0.04165
6,dance,0.62,15.91,-0.65,-0.00595,-0.15162,0.07476
7,dance,0.62,15.91,-0.65,-0.00595,-0.15162,0.07476
8,dance,-3.7,4.72,2.61,0.00826,0.00098,-0.03829
9,dance,-3.7,4.72,2.61,0.00826,0.00098,-0.03829
