,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,-0.11,10.37,0.16,0.00336,-0.00525,0.00035
1,still,-0.03,10.34,0.12,0.00238,-0.00525,0.00014
2,still,-0.03,10.34,0.12,0.00238,-0.00525,0.00014
3,still,-0.03,10.3,-0.26,0.00119,-0.00532,-0.00021
4,still,-0.07,10.3,0.12,0.00175,-0.00525,0.0
5,still,-0.07,10.3,0.12,0.00175,-0.00525,0.0
6,still,-0.11,10.34,0.16,0.00189,-0.00532,0.0
7,still,-0.11,10.34,0.16,0.00189,-0.00532,0.0
8,still,-0.07,10.34,0.08,0.00168,-0.00532,0.0
9,still,-0.11,10.34,0.04,0.00175,-0.00539,-7e-05
