,activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL,Distance
0,NLOS,1671.0,48007.0,589.0,-79.928886,-90.363998,3.846093
1,NLOS,1730.0,47864.0,969.0,-79.772773,-88.479125,3.9399
2,NLOS,1714.0,47800.0,875.0,-79.622077,-89.058975,3.789808
3,NLOS,1744.0,47698.0,833.0,-79.662429,-89.011238,3.883616
4,NLOS,1707.0,47613.0,679.0,-79.587074,-88.076812,3.958661
5,NLOS,1810.0,48060.0,720.0,-79.680206,-89.000724,3.958661
6,NLOS,1875.0,47940.0,692.0,-79.42575,-88.66735,4.052468
7,NLOS,1752.0,47854.0,757.0,-79.272529,-87.911834,3.9399
8,NLOS,1830.0,47762.0,739.0,-79.567199,-87.880546,3.902377
9,NLOS,1788.0,47671.0,678.0,-79.378028,-87.487937,3.9399
10,NLOS,1800.0,48072.0,634.0,-79.478866,-87.507576,3.921138
11,NLOS,1699.0,47956.0,633.0,-79.449813,-87.620285,3.958661
12,NLOS,1658.0,47857.0,672.0,-79.700607,-87.911514,3.996184
13,NLOS,1813.0,47756.0,594.0,-79.806694,-87.970367,3.902377
14,NLOS,1754.0,47677.0,737.0,-79.418563,-87.702636,3.9399
15,NLOS,1738.0,48040.0,865.0,-79.56224,-87.743576,4.014945
16,NLOS,1889.0,47939.0,673.0,-79.602043,-88.016944,3.9399
17,NLOS,1796.0,47815.0,648.0,-79.240219,-87.399452,3.9399
18,NLOS,1859.0,47707.0,799.0,-79.459472,-87.905639,3.958661
19,NLOS,1613.0,48104.0,674.0,-79.309745,-87.689903,3.902377
20,NLOS,1712.0,47989.0,672.0,-79.926193,-87.957283,3.996184
21,NLOS,1816.0,47855.0,797.0,-79.667503,-87.570243,3.977423
22,NLOS,1794.0,47750.0,676.0,-79.411376,-87.762901,3.883616
23,NLOS,1820.0,47624.0,693.0,-79.464317,-87.690124,3.958661
24,NLOS,1640.0,47852.0,855.0,-79.483726,-87.502944,3.9399
25,NLOS,1760.0,47749.0,734.0,-79.854103,-88.3311,3.902377
26,NLOS,1796.0,47624.0,737.0,-79.547409,-87.423927,3.996184
27,NLOS,1726.0,48001.0,786.0,-79.459472,-87.698051,3.921138
28,NLOS,1632.0,47863.0,735.0,-79.632133,-87.519966,3.9399
29,NLOS,1779.0,47731.0,679.0,-79.875335,-87.678794,3.958661
30,NLOS,1677.0,48068.0,636.0,-79.500778,-87.618873,4.014945
31,NLOS,1701.0,47946.0,576.0,-79.757209,-88.259811,3.9399
32,NLOS,1750.0,47812.0,799.0,-79.695495,-87.970642,3.958661
33,NLOS,1705.0,47683.0,737.0,-79.572158,-87.466308,3.921138
34,NLOS,1765.0,48017.0,750.0,-79.685295,-87.506446,3.958661
35,NLOS,1864.0,47880.0,800.0,-79.535095,-87.53804,3.977423
36,NLOS,1783.0,47717.0,845.0,-79.29808,-87.295822,3.958661
37,NLOS,1807.0,48072.0,733.0,-79.491027,-87.362991,3.996184
38,NLOS,1643.0,47920.0,847.0,-79.43296,-87.237655,3.996184
39,NLOS,1711.0,47740.0,609.0,-79.84616,-87.865898,3.9399
40,NLOS,1811.0,48096.0,802.0,-79.670036,-87.338577,3.9399
41,NLOS,1752.0,47940.0,630.0,-79.423355,-87.268875,3.9399
42,NLOS,1688.0,47772.0,734.0,-79.567199,-87.696678,3.977423
43,NLOS,1791.0,48136.0,741.0,-79.728813,-87.869201,3.921138
44,NLOS,1799.0,47939.0,737.0,-79.47158,-87.445922,3.9399
45,NLOS,1851.0,47766.0,756.0,-79.452224,-87.358871,3.9399
46,NLOS,1751.0,48092.0,804.0,-79.328475,-87.593452,3.9399
47,NLOS,1879.0,47929.0,740.0,-79.569679,-87.539238,3.921138
48,NLOS,1677.0,47734.0,672.0,-79.263267,-87.401397,3.902377
49,NLOS,1740.0,48068.0,801.0,-79.757209,-87.862007,3.921138
