,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,dance,-2.64,5.73,-0.65,0.06419,0.1281,-0.00119
1,dance,-2.64,5.73,-0.65,0.06419,0.1281,-0.00119
2,dance,2.46,10.53,-3.11,-0.11039,0.06195,-0.05845
3,dance,-8.49,8.27,0.12,0.06818,0.13055,-0.01176
4,dance,-8.49,8.27,0.12,0.06818,0.13055,-0.01176
5,dance,-8.8,9.59,1.05,-0.07819,-0.01099,0.13202
6,dance,-8.8,9.59,1.05,-0.07819,-0.01099,0.13202
7,dance,3.0,10.65,-3.42,0.00672,-0.00532,-0.05992
8,dance,2.15,12.87,-3.93,0.0049,0.01701,-0.01442
9,dance,2.15,12.87,-3.93,0.0049,0.01701,-0.01442
