,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,dance,2.77,-11.46,-1.2,-0.02534,-0.04389,0.01743
1,dance,2.77,-11.46,-1.2,-0.02534,-0.04389,0.01743
2,dance,-1.67,-7.36,-2.25,0.04697,-0.16562,0.03213
3,dance,1.83,-6.78,5.5,0.0105,0.04452,0.0623
4,dance,1.83,-6.78,5.5,0.0105,0.04452,0.0623
5,dance,-3.42,-7.48,-4.12,0.01596,-0.13608,-0.00938
6,dance,5.73,-14.73,-2.95,-0.02086,0.09436,0.06027
7,dance,5.73,-14.73,-2.95,-0.02086,0.09436,0.06027
8,dance,-6.11,-12.67,-4.94,-0.00133,-0.05593,0.00714
9,dance,-6.11,-12.67,-4.94,-0.00133,-0.05593,0.00714
