,activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL,Distance
0,LOS,1998.0,47829.0,1436.0,-79.314422,-83.311653,2.589077
1,LOS,2024.0,47805.0,1496.0,-78.996582,-82.999626,2.589077
2,LOS,1946.0,47783.0,1564.0,-78.940437,-82.238883,2.607838
3,LOS,1896.0,47771.0,1793.0,-79.111106,-81.734138,2.570316
4,LOS,1993.0,47762.0,1524.0,-79.224151,-83.351249,2.645361
5,LOS,2023.0,47716.0,1599.0,-79.007469,-83.379302,2.607838
6,LOS,1987.0,47697.0,1542.0,-78.942581,-83.200279,2.551554
7,LOS,2046.0,47653.0,1531.0,-78.778274,-83.023796,2.6266
8,LOS,2033.0,47635.0,1619.0,-78.893486,-83.224891,2.570316
9,LOS,1983.0,48092.0,1617.0,-78.921165,-83.364807,2.6266
10,LOS,2031.0,48075.0,1617.0,-79.029312,-83.313217,2.589077
11,LOS,1881.0,48033.0,1460.0,-78.925437,-82.937866,2.6266
12,LOS,1950.0,48019.0,1526.0,-79.258651,-83.029525,2.551554
13,LOS,1946.0,47984.0,1621.0,-79.102195,-82.777145,2.607838
14,LOS,2104.0,47953.0,1615.0,-79.111106,-83.190612,2.589077
15,LOS,1993.0,47901.0,1593.0,-78.772079,-83.277511,2.645361
16,LOS,1962.0,47891.0,1611.0,-79.007469,-83.007225,2.589077
17,LOS,2040.0,47842.0,1797.0,-79.075546,-83.251472,2.645361
18,LOS,1916.0,47825.0,1631.0,-78.906234,-82.628646,2.607838
19,LOS,1828.0,47770.0,1493.0,-79.178581,-83.633567,2.645361
20,LOS,1845.0,47741.0,1554.0,-79.382774,-84.717803,2.607838
21,LOS,2059.0,47703.0,1546.0,-79.342575,-84.242988,2.645361
22,LOS,2122.0,47684.0,1625.0,-78.865974,-83.710296,2.6266
23,LOS,1882.0,47641.0,1562.0,-78.735084,-83.788742,2.6266
24,LOS,1870.0,48099.0,1472.0,-79.25634,-83.985374,2.6266
25,LOS,2030.0,48077.0,1464.0,-79.284126,-84.098243,2.589077
26,LOS,1843.0,48029.0,1398.0,-78.927581,-83.869018,2.6266
27,LOS,2085.0,48006.0,1472.0,-79.347282,-84.466362,2.607838
28,LOS,2054.0,47959.0,1636.0,-78.811477,-83.826332,2.6266
29,LOS,1929.0,47894.0,1457.0,-78.876533,-83.616973,2.607838
30,LOS,1892.0,47849.0,1707.0,-79.149215,-83.747329,2.589077
31,LOS,1972.0,47822.0,1495.0,-79.233329,-83.271713,2.607838
32,LOS,1958.0,47767.0,1615.0,-79.053466,-83.111518,2.645361
33,LOS,1854.0,47721.0,1560.0,-79.084411,-82.975868,2.589077
34,LOS,2059.0,47664.0,1796.0,-79.321441,-83.410369,2.589077
35,LOS,2072.0,47625.0,1709.0,-78.865974,-82.546272,2.589077
36,LOS,1851.0,48090.0,1550.0,-78.838638,-83.026008,2.664123
37,LOS,1845.0,48045.0,1343.0,-79.328475,-83.955871,2.6266
38,LOS,2108.0,48009.0,1536.0,-79.342575,-84.854026,2.607838
39,LOS,2154.0,47945.0,1468.0,-78.763832,-83.456253,2.664123
40,LOS,2094.0,47890.0,1547.0,-78.670082,-83.68766,2.607838
41,LOS,2040.0,47785.0,1536.0,-78.996582,-83.907775,2.6266
42,LOS,1861.0,47727.0,1405.0,-78.906234,-83.778389,2.6266
43,LOS,1960.0,47651.0,1477.0,-79.305076,-84.602653,2.607838
44,LOS,2041.0,48100.0,1532.0,-79.079978,-84.092109,2.570316
45,LOS,1992.0,48055.0,1712.0,-78.904106,-83.715011,2.551554
46,LOS,2126.0,48009.0,1617.0,-79.009643,-83.193832,2.607838
47,LOS,2105.0,47946.0,1624.0,-78.726905,-83.244499,2.645361
48,LOS,1864.0,47861.0,1644.0,-78.770019,-83.486824,2.607838
49,LOS,2020.0,47789.0,1377.0,-79.29808,-83.958694,2.607838
