,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,move,-16.68,-1.55,12.99,-0.00483,0.16324,0.01106
1,move,-16.68,-1.55,12.99,-0.00483,0.16324,0.01106
2,move,-16.68,-1.55,12.99,-0.00483,0.16324,0.01106
3,move,-16.68,-1.55,12.99,-0.00483,0.16324,0.01106
4,move,-16.68,-1.55,12.99,-0.00483,0.16324,0.01106
5,move,-11.73,5.38,15.44,0.04403,0.06433,-0.02961
6,move,-11.73,5.38,15.44,0.04403,0.06433,-0.02961
7,move,-11.73,5.38,15.44,0.04403,0.06433,-0.02961
8,move,-11.73,5.38,15.44,0.04403,0.06433,-0.02961
9,move,-16.33,1.52,14.55,0.01764,-0.14077,-0.04816
10,move,-16.33,1.52,14.55,0.01764,-0.14077,-0.04816
11,move,-16.33,1.52,14.55,0.01764,-0.14077,-0.04816
12,move,-16.33,1.52,14.55,0.01764,-0.14077,-0.04816
13,move,-16.33,1.52,14.55,0.01764,-0.14077,-0.04816
14,move,-13.84,-0.5,0.39,0.01176,0.17976,-0.01813
15,move,-13.84,-0.5,0.39,0.01176,0.17976,-0.01813
16,move,-13.84,-0.5,0.39,0.01176,0.17976,-0.01813
17,move,-13.84,-0.5,0.39,0.01176,0.17976,-0.01813
18,move,-13.84,-0.5,0.39,0.01176,0.17976,-0.01813
19,move,-9.94,-1.24,-1.08,-0.04431,0.3668,0.12516
20,move,-9.94,-1.24,-1.08,-0.04431,0.3668,0.12516
21,move,-9.94,-1.24,-1.08,-0.04431,0.3668,0.12516
22,move,-9.94,-1.24,-1.08,-0.04431,0.3668,0.12516
23,move,-9.94,-1.24,-1.08,-0.04431,0.3668,0.12516
24,move,-5.33,3.24,-0.38,-0.049,0.35903,0.05628
25,move,-5.33,3.24,-0.38,-0.049,0.35903,0.05628
26,move,-5.33,3.24,-0.38,-0.049,0.35903,0.05628
27,move,-5.33,3.24,-0.38,-0.049,0.35903,0.05628
28,move,-18.32,-2.68,6.94,0.03612,-0.02513,-0.00392
29,move,-18.32,-2.68,6.94,0.03612,-0.02513,-0.00392
30,move,-18.32,-2.68,6.94,0.03612,-0.02513,-0.00392
31,move,-18.32,-2.68,6.94,0.03612,-0.02513,-0.00392
32,move,-18.32,-2.68,6.94,0.03612,-0.02513,-0.00392
33,move,-9.82,6.51,14.7,0.01211,-0.26145,-0.00196
34,move,-9.82,6.51,14.7,0.01211,-0.26145,-0.00196
35,move,-9.82,6.51,14.7,0.01211,-0.26145,-0.00196
36,move,-9.82,6.51,14.7,0.01211,-0.26145,-0.00196
37,move,-9.82,6.51,14.7,0.01211,-0.26145,-0.00196
38,move,-11.03,0.39,19.27,-0.08897,-0.57029,0.03745
39,move,-11.03,0.39,19.27,-0.08897,-0.57029,0.03745
