,activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL,Distance
0,NLOS,2047.0,47707.0,957.0,-79.527717,-83.188873,3.395818
1,NLOS,1852.0,47877.0,912.0,-78.891357,-82.877571,3.358295
2,NLOS,2061.0,48053.0,1138.0,-79.326126,-83.269737,3.358295
3,NLOS,1824.0,47691.0,837.0,-78.861755,-82.798912,3.377057
4,NLOS,1828.0,47861.0,883.0,-79.392288,-83.726455,3.320773
5,NLOS,1761.0,48052.0,1087.0,-79.382774,-83.762672,3.320773
6,NLOS,1794.0,47696.0,1088.0,-79.544944,-83.328712,3.339534
7,NLOS,1805.0,47851.0,1001.0,-79.464317,-83.43608,3.358295
8,NLOS,1828.0,48017.0,1090.0,-79.437767,-83.455566,3.339534
9,NLOS,1801.0,47664.0,910.0,-79.382774,-83.508201,3.358295
10,NLOS,1769.0,47821.0,1004.0,-79.447402,-83.935363,3.358295
11,NLOS,1755.0,47988.0,1002.0,-79.52526,-83.52684,3.377057
12,NLOS,1780.0,48134.0,913.0,-79.559768,-83.531066,3.339534
13,NLOS,1800.0,47761.0,919.0,-79.498336,-83.732902,3.339534
14,NLOS,1758.0,47929.0,909.0,-79.449813,-83.680175,3.339534
15,NLOS,1829.0,48070.0,917.0,-79.552352,-84.091674,3.41458
16,NLOS,1820.0,47700.0,942.0,-79.380401,-83.837432,3.358295
17,NLOS,1768.0,47855.0,999.0,-79.401824,-83.978698,3.358295
18,NLOS,1780.0,47982.0,873.0,-79.527717,-83.706123,3.358295
19,NLOS,1796.0,47628.0,922.0,-79.498336,-83.802993,3.28325
20,NLOS,1776.0,47788.0,958.0,-79.459472,-83.853012,3.358295
21,NLOS,1803.0,47929.0,1001.0,-79.50811,-83.712486,3.377057
22,NLOS,1772.0,48056.0,912.0,-79.442581,-83.674942,3.358295
23,NLOS,1763.0,47682.0,840.0,-79.517898,-83.624816,3.339534
24,NLOS,1830.0,47832.0,1089.0,-79.540016,-83.861122,3.377057
25,NLOS,1790.0,47979.0,1089.0,-79.378028,-83.486053,3.358295
26,NLOS,1711.0,47713.0,914.0,-79.476432,-84.164512,3.302011
27,NLOS,1748.0,47872.0,1040.0,-79.670036,-83.790618,3.41458
28,NLOS,1772.0,48002.0,993.0,-79.577125,-83.940208,3.358295
29,NLOS,1782.0,48129.0,916.0,-79.517898,-83.907852,3.377057
30,NLOS,1814.0,47740.0,991.0,-79.493461,-83.652923,3.377057
31,NLOS,1962.0,47864.0,879.0,-79.416168,-83.894058,3.320773
32,NLOS,1752.0,47979.0,941.0,-79.075546,-83.325096,3.358295
33,NLOS,1796.0,48120.0,957.0,-79.567199,-83.897277,3.302011
34,NLOS,1779.0,47749.0,914.0,-79.459472,-83.762405,3.320773
35,NLOS,1786.0,47857.0,914.0,-79.500778,-83.892555,3.339534
36,NLOS,1749.0,47974.0,920.0,-79.483726,-83.92527,3.302011
37,NLOS,1762.0,48090.0,1089.0,-79.574638,-83.78704,3.358295
38,NLOS,1781.0,47721.0,876.0,-79.54248,-83.624404,3.377057
39,NLOS,1811.0,47822.0,956.0,-79.495903,-84.036849,3.395818
40,NLOS,1862.0,47942.0,877.0,-79.423355,-83.574195,3.339534
41,NLOS,1796.0,48060.0,1086.0,-79.302742,-83.384956,3.395818
42,NLOS,1793.0,47647.0,959.0,-79.459472,-83.690277,3.320773
43,NLOS,1799.0,47796.0,1040.0,-79.466735,-83.53392,3.320773
44,NLOS,1981.0,47893.0,920.0,-79.452224,-83.925529,3.358295
45,NLOS,1782.0,48010.0,917.0,-79.033691,-83.02246,3.377057
46,NLOS,1769.0,48103.0,916.0,-79.493461,-83.71846,3.41458
47,NLOS,1743.0,47699.0,962.0,-79.52526,-83.69979,3.320773
48,NLOS,1835.0,47816.0,914.0,-79.589561,-84.028884,3.339534
49,NLOS,1743.0,47930.0,834.0,-79.36618,-83.550849,3.377057
