,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,dance,-4.36,8.23,3.35,-0.02359,0.00413,-0.01715
1,dance,-2.84,10.41,1.4,-0.01309,0.01694,0.03626
2,dance,-2.84,10.41,1.4,-0.01309,0.01694,0.03626
3,dance,-5.33,8.11,-1.32,-0.01302,-0.0448,-0.01127
4,dance,-5.33,8.11,-1.32,-0.01302,-0.0448,-0.01127
5,dance,-3.34,9.56,2.15,-0.00224,0.00238,0.00602
6,dance,-3.46,6.05,-5.33,-0.05621,0.01512,0.02702
7,dance,-3.46,6.05,-5.33,-0.05621,0.01512,0.02702
8,dance,-5.96,5.85,3.16,0.00924,0.08036,0.02583
9,dance,-6.62,7.29,-0.38,-0.05103,0.00826,0.04781
