,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,9.4,0.55,-1.36,0.00196,-0.00469,0.00014
1,still,9.4,0.55,-1.36,0.00196,-0.00469,0.00014
2,still,9.32,0.59,-1.24,0.00182,-0.00567,0.0
3,still,9.36,0.55,-1.47,0.00189,-0.00602,-0.00014
4,still,9.36,0.55,-1.47,0.00189,-0.00602,-0.00014
5,still,9.4,0.51,-1.43,0.00189,-0.00504,7e-05
6,still,9.4,0.51,-1.43,0.00189,-0.00504,7e-05
7,still,9.36,0.51,-1.43,0.00189,-0.00483,7e-05
8,still,9.36,0.47,-1.39,0.00182,-0.00518,7e-05
9,still,9.36,0.47,-1.39,0.00182,-0.00518,7e-05
