,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,1.79,0.23,9.75,0.00182,-0.00462,0.00014
1,still,1.79,0.23,9.75,0.00182,-0.00462,0.00014
2,still,1.79,0.23,9.75,0.00182,-0.00462,0.00014
3,still,1.79,0.23,9.75,0.00182,-0.00462,0.00014
4,still,1.79,0.23,9.75,0.00182,-0.00462,0.00014
5,still,1.76,0.23,9.71,0.00175,-0.00476,0.00014
6,still,1.76,0.23,9.71,0.00175,-0.00476,0.00014
7,still,1.76,0.23,9.71,0.00175,-0.00476,0.00014
8,still,1.76,0.23,9.71,0.00175,-0.00476,0.00014
9,still,1.76,0.23,9.71,0.00175,-0.00476,0.00014
10,still,1.76,0.27,9.71,0.00175,-0.00469,7e-05
11,still,1.76,0.27,9.71,0.00175,-0.00469,7e-05
12,still,1.76,0.27,9.71,0.00175,-0.00469,7e-05
13,still,1.76,0.27,9.71,0.00175,-0.00469,7e-05
14,still,1.83,0.23,9.79,0.00182,-0.00469,0.00014
15,still,1.83,0.23,9.79,0.00182,-0.00469,0.00014
16,still,1.83,0.23,9.79,0.00182,-0.00469,0.00014
17,still,1.83,0.23,9.79,0.00182,-0.00469,0.00014
18,still,1.83,0.23,9.79,0.00182,-0.00469,0.00014
19,still,1.79,0.16,9.75,0.00175,-0.00469,7e-05
20,still,1.79,0.16,9.75,0.00175,-0.00469,7e-05
21,still,1.79,0.16,9.75,0.00175,-0.00469,7e-05
22,still,1.79,0.16,9.75,0.00175,-0.00469,7e-05
23,still,1.79,0.16,9.75,0.00175,-0.00469,7e-05
24,still,1.87,0.27,9.75,0.00175,-0.00469,0.00014
25,still,1.87,0.27,9.75,0.00175,-0.00469,0.00014
26,still,1.87,0.27,9.75,0.00175,-0.00469,0.00014
27,still,1.87,0.27,9.75,0.00175,-0.00469,0.00014
28,still,1.87,0.27,9.75,0.00175,-0.00469,0.00014
29,still,1.79,0.27,9.75,0.00175,-0.00476,0.00014
30,still,1.79,0.27,9.75,0.00175,-0.00476,0.00014
31,still,1.79,0.27,9.75,0.00175,-0.00476,0.00014
32,still,1.79,0.27,9.75,0.00175,-0.00476,0.00014
33,still,1.76,0.2,9.75,0.00175,-0.00469,7e-05
34,still,1.76,0.2,9.75,0.00175,-0.00469,7e-05
35,still,1.76,0.2,9.75,0.00175,-0.00469,7e-05
36,still,1.76,0.2,9.75,0.00175,-0.00469,7e-05
37,still,1.76,0.2,9.75,0.00175,-0.00469,7e-05
38,still,1.79,0.2,9.48,0.00175,-0.00469,7e-05
39,still,1.79,0.2,9.48,0.00175,-0.00469,7e-05
