,activity,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,still,-0.19,0.23,10.06,0.00175,-0.0049,0.00014
1,still,-0.19,0.23,10.06,0.00175,-0.0049,0.00014
2,still,-0.19,0.2,10.06,0.00175,-0.0049,0.00014
3,still,-0.19,0.23,9.98,0.00175,-0.0049,7e-05
4,still,-0.19,0.23,9.98,0.00175,-0.0049,7e-05
5,still,-0.15,0.12,10.06,0.00175,-0.0049,7e-05
6,still,-0.19,0.2,10.14,0.00175,-0.0049,0.00014
7,still,-0.19,0.2,10.14,0.00175,-0.0049,0.00014
8,still,-0.22,0.12,10.1,0.00182,-0.0049,7e-05
9,still,-0.15,0.2,10.18,0.00175,-0.0049,7e-05
