3.026123382860375077e+00,1.214563605778323119e+00,3.026123382860375077e+00,1.214563605778323119e+00
3.045545689562307423e+00,1.222067060739202793e+00,3.046548279135175452e+00,1.252251573772494186e+00
3.046548279135175452e+00,1.252251573772494186e+00,3.046548279135175452e+00,1.252251573772494186e+00
3.046548279135175452e+00,1.252251573772494186e+00,3.086524522391803860e+00,1.299202547369047611e+00
3.046548279135175452e+00,1.252251573772494186e+00,3.062304219735315858e+00,1.109336099610731985e+00
3.045545689562307423e+00,1.222067060739202793e+00,3.081330667492165443e+00,1.086218559892468738e+00
3.025264202345925746e+00,1.184745855741177412e+00,3.025264202345925746e+00,1.184745855741177412e+00
3.025264202345925746e+00,1.184745855741177412e+00,3.025264202345925746e+00,1.184745855741177412e+00
3.043964707055872854e+00,1.162098016587179039e+00,3.042547688337198686e+00,1.072855660298901004e+00
3.043964707055872854e+00,1.162098016587179039e+00,3.042547688337198686e+00,1.072855660298901004e+00
3.025264202345925746e+00,1.184745855741177412e+00,3.024533234664990466e+00,1.155037366627630346e+00
3.025264202345925746e+00,1.184745855741177412e+00,3.045545689562307423e+00,1.222067060739202793e+00
3.025264202345925746e+00,1.184745855741177412e+00,3.064059532928334662e+00,1.199470536234198637e+00
3.064059532928334662e+00,1.199470536234198637e+00,3.064059532928334662e+00,1.199470536234198637e+00
3.064059532928334662e+00,1.199470536234198637e+00,3.084271506648393224e+00,1.237633893685313957e+00
3.063338420938588769e+00,1.169320119753171738e+00,3.084271506648393224e+00,1.237633893685313957e+00
3.064059532928334662e+00,1.199470536234198637e+00,3.006652493970414675e+00,1.207228427309159580e+00
3.045545689562307423e+00,1.222067060739202793e+00,3.006652493970414675e+00,1.207228427309159580e+00
3.064059532928334662e+00,1.199470536234198637e+00,3.044686797769791564e+00,1.192022384563811377e+00
3.045545689562307423e+00,1.222067060739202793e+00,3.044686797769791564e+00,1.192022384563811377e+00
3.044686797769791564e+00,1.192022384563811377e+00,3.044686797769791564e+00,1.192022384563811377e+00
3.044686797769791564e+00,1.192022384563811377e+00,3.102682677081232576e+00,1.214936518620585382e+00
3.044686797769791564e+00,1.192022384563811377e+00,3.139765265523279503e+00,1.169093910825208305e+00
3.064926100047525637e+00,1.229752552345912520e+00,3.086524522391803860e+00,1.299202547369047611e+00
3.046548279135175452e+00,1.252251573772494186e+00,3.047701180951418287e+00,1.282595600809449676e+00
3.044686797769791564e+00,1.192022384563811377e+00,3.044686797769791564e+00,1.192022384563811377e+00
3.044686797769791564e+00,1.192022384563811377e+00,3.043964707055872854e+00,1.162098016587179039e+00
3.044686797769791564e+00,1.192022384563811377e+00,3.043964707055872854e+00,1.162098016587179039e+00
3.046548279135175452e+00,1.252251573772494186e+00,3.062755725150110742e+00,1.139281739072663724e+00
