3.068464441156346645e+00,1.321585823307801277e+00,3.068464441156346645e+00,1.321585823307801277e+00
3.068464441156346645e+00,1.321585823307801277e+00,3.068464441156346645e+00,1.321585823307801277e+00
3.058089610141593084e+00,1.469098472734043037e+00,3.058089610141593084e+00,1.469098472734043037e+00
3.058089610141593084e+00,1.469098472734043037e+00,3.058089610141593084e+00,1.469098472734043037e+00
3.071663935804670675e+00,1.383827270994707925e+00,3.086524522391803860e+00,1.299202547369047611e+00
3.086524522391803860e+00,1.299202547369047611e+00,3.086524522391803860e+00,1.299202547369047611e+00
3.086524522391803860e+00,1.299202547369047611e+00,3.164085659348550905e+00,1.335300672805855182e+00
3.125300334627868715e+00,1.316734261653171423e+00,3.164085659348550905e+00,1.335300672805855182e+00
3.125300334627868715e+00,1.316734261653171423e+00,2.355958298663732631e+00,9.949593104563960733e-01
3.105914807580438364e+00,1.307845893382122870e+00,3.102682677081232576e+00,1.214936518620585382e+00
2.790565707366880144e+00,1.189565741903936935e+00,3.107345536869603464e+00,1.339217981410820490e+00
2.748178771386276864e+00,1.148771344950772599e+00,3.068464441156346645e+00,1.321585823307801277e+00
3.086524522391803860e+00,1.299202547369047611e+00,3.093137947447021752e+00,1.424923608668553721e+00
3.089467294983666346e+00,1.361581332057570926e+00,3.159579169464417081e+00,1.208328237675527106e+00
3.108961259266374455e+00,1.370823586137505323e+00,3.167531548345900561e+00,1.400200821872010559e+00
3.167531548345900561e+00,1.400200821872010559e+00,3.167531548345900561e+00,1.400200821872010559e+00
3.167531548345900561e+00,1.400200821872010559e+00,3.167531548345900561e+00,1.400200821872010559e+00
3.167531548345900561e+00,1.400200821872010559e+00,3.163032361997792030e+00,3.264470582272582799e-01
3.160801776039028343e+00,8.693611191216203959e-01,3.104664392079564017e+00,1.276688085814843499e+00
3.103089981570020139e+00,8.217829571352245344e-01,3.104664392079564017e+00,1.276688085814843499e+00
3.103089981570020139e+00,8.217829571352245344e-01,3.080236553119916731e+00,1.511429313324376356e+00
3.103089981570020139e+00,8.217829571352245344e-01,3.117324393431589513e+00,3.843789247012175947e-01
3.103089981570020139e+00,8.217829571352245344e-01,3.101351627380896758e+00,1.153804043875759078e+00
3.102682677081232576e+00,1.214936518620585382e+00,3.101351627380896758e+00,1.153804043875759078e+00
3.103806226676894209e+00,7.914608661025693825e-01,3.064926100047525637e+00,1.229752552345912520e+00
3.082079945630814333e+00,1.146453714850581562e+00,3.043964707055872854e+00,1.162098016587179039e+00
3.066524374752659376e+00,6.595546536726587528e-01,3.086661795299293409e+00,-6.869666801369012088e-02
3.107264305462701603e+00,6.691277694173312085e-01,3.158126968480292174e+00,1.114955003091273600e+00
3.110344900739264062e+00,5.759179759324531966e-01,3.159397668340966803e+00,-9.697317958065410082e-02
3.460951988284746594e+00,6.479572309825742948e-02,3.692707894686131365e+00,1.292661414538438081e+00
3.429261349284597582e+00,5.625489218253070245e-01,3.100500281715150575e+00,1.002646753805075841e+00
3.328702177820092256e+00,1.159876840127421982e+00,3.132744508254197591e+00,2.000273363851119424e+00
3.334839085471394071e+00,1.601744616273469202e+00,3.063944514057945323e+00,7.809758218054945189e-01
3.069976673360044206e+00,1.352591701893376630e+00,3.063944514057945323e+00,7.809758218054945189e-01
3.065944895105504830e+00,1.260185908409137578e+00,2.384989839103194953e+00,2.236342855891390702e+00
3.063944514057945323e+00,7.809758218054945189e-01,3.689510843080626934e+00,5.649692774327403910e-01
3.042902404941698613e+00,1.102533407206113480e+00,3.130339414270615350e+00,1.412516458257320195e+00
3.075579743286245726e+00,1.447061651154631035e+00,3.146238122907950352e+00,1.357872743287307227e+00
3.291249837443379622e+00,1.173915539859760937e+00,3.146238122907950352e+00,1.357872743287307227e+00
3.146238122907950352e+00,1.357872743287307227e+00,3.146238122907950352e+00,1.357872743287307227e+00
3.146238122907950352e+00,1.357872743287307227e+00,3.679643704695958029e+00,6.747605124326345738e-01
3.146238122907950352e+00,1.357872743287307227e+00,3.130339414270615350e+00,1.412516458257320195e+00
