2.229140025806165326e+00,1.445143638645522310e+00,2.229140025806165326e+00,1.445143638645522310e+00
2.229140025806165326e+00,1.445143638645522310e+00,2.229140025806165326e+00,1.445143638645522310e+00
2.245076931925765074e+00,1.278668411224038515e+00,2.232144988225229110e+00,8.969104831995676763e-01
2.294779532988251436e+00,1.473918881891672861e+00,2.294779532988251436e+00,1.473918881891672861e+00
2.279148311491060674e+00,1.367355522131985301e+00,2.279148311491060674e+00,1.367355522131985301e+00
2.319267196876310333e+00,1.359051402073359505e+00,2.319267196876310333e+00,1.359051402073359505e+00
2.286950593807482779e+00,1.420492875263867028e+00,2.286950593807482779e+00,1.420492875263867028e+00
2.286950593807482779e+00,1.420492875263867028e+00,2.286950593807482779e+00,1.420492875263867028e+00
2.279148311491060674e+00,1.367355522131985301e+00,2.275253020658402736e+00,1.340861246001780138e+00
2.275253020658402736e+00,1.340861246001780138e+00,2.275253020658402736e+00,1.340861246001780138e+00
2.275253020658402736e+00,1.340861246001780138e+00,2.275253020658402736e+00,1.340861246001780138e+00
2.275253020658402736e+00,1.340861246001780138e+00,2.261031425230916714e+00,1.384543427931851145e+00
2.289723146670649800e+00,1.297090753057021928e+00,2.289723146670649800e+00,1.297090753057021928e+00
2.301127993756947987e+00,1.376544560623498059e+00,2.352022757919434603e+00,1.447958401334992429e+00
2.297322784299957288e+00,1.350024187581629009e+00,2.261031425230916714e+00,1.384543427931851145e+00
2.279148311491060674e+00,1.367355522131985301e+00,2.261031425230916714e+00,1.384543427931851145e+00
2.308757594354509557e+00,1.429756495668063732e+00,2.355695402038673336e+00,1.474801328527647115e+00
2.308757594354509557e+00,1.429756495668063732e+00,2.355695402038673336e+00,1.474801328527647115e+00
2.352022757919434603e+00,1.447958401334992429e+00,2.294779532988251436e+00,1.473918881891672861e+00
2.334195923830094888e+00,1.465685165897911091e+00,2.294779532988251436e+00,1.473918881891672861e+00
2.312585590676851766e+00,1.456475555556647761e+00,2.247054234886004753e+00,1.428189281797745513e+00
2.312585590676851766e+00,1.456475555556647761e+00,2.312585590676851766e+00,1.456475555556647761e+00
2.312585590676851766e+00,1.456475555556647761e+00,2.312585590676851766e+00,1.456475555556647761e+00
2.326710817397217745e+00,1.412220119987114275e+00,2.377480091823477082e+00,1.332198473487135271e+00
2.312585590676851766e+00,1.456475555556647761e+00,2.320277609861911561e+00,1.510213444087666890e+00
2.326710817397217745e+00,1.412220119987114275e+00,2.238889088168051433e+00,1.375053604685804842e+00
2.308757594354509557e+00,1.429756495668063732e+00,2.273019325254543865e+00,1.464444006940882392e+00
2.304939010088911999e+00,1.403117522632689518e+00,2.297322784299957288e+00,1.350024187581629009e+00
2.279148311491060674e+00,1.367355522131985301e+00,2.297322784299957288e+00,1.350024187581629009e+00
2.127432977412686110e+00,1.571602611976392616e+00,2.277027706191644629e+00,1.491243688659044331e+00
2.297322784299957288e+00,1.350024187581629009e+00,2.293521702191861689e+00,1.323543631005320131e+00
2.293521702191861689e+00,1.323543631005320131e+00,2.293521702191861689e+00,1.323543631005320131e+00
2.301127993756947987e+00,1.376544560623498059e+00,2.286950593807482779e+00,1.420492875263867028e+00
2.279148311491060674e+00,1.367355522131985301e+00,2.286950593807482779e+00,1.420492875263867028e+00
2.308757594354509557e+00,1.429756495668063732e+00,2.348365653030955791e+00,1.421212338297526800e+00
2.308757594354509557e+00,1.429756495668063732e+00,2.312585590676851766e+00,1.456475555556647761e+00
2.334195923830094888e+00,1.465685165897911091e+00,2.298708425089225127e+00,1.500776406331316037e+00
2.294779532988251436e+00,1.473918881891672861e+00,2.294779532988251436e+00,1.473918881891672861e+00
