acquisition,RX_level,RX_difference,maxNoise
0,-80.253219,7.207108,1283.0
0,-80.253219,7.207108,1283.0
1,-80.253219,7.207108,1283.0
1,-80.253219,7.207108,1283.0
2,-80.054618,7.724487,1152.0
2,-80.054618,7.724487,1152.0
3,-80.054618,7.724487,1152.0
3,-80.054618,7.724487,1152.0
4,-80.040779,7.924881,1273.0
4,-80.040779,7.924881,1273.0
5,-80.040779,7.924881,1273.0
5,-80.040779,7.924881,1273.0
6,-80.065727,7.800354,1228.0
6,-80.065727,7.800354,1228.0
7,-80.065727,7.800354,1228.0
7,-80.065727,7.800354,1228.0
8,-80.305793,7.237595,1284.0
8,-80.305793,7.237595,1284.0
9,-80.305793,7.237595,1284.0
9,-80.305793,7.237595,1284.0
10,-80.305793,7.371338,1342.0
10,-80.305793,7.371338,1342.0
11,-80.305793,7.371338,1342.0
11,-80.305793,7.371338,1342.0
12,-79.96949,8.256134,1298.0
12,-79.96949,8.256134,1298.0
13,-79.96949,8.256134,1298.0
13,-79.96949,8.256134,1298.0
14,-80.018714,7.88533,1367.0
14,-80.018714,7.88533,1367.0
15,-80.018714,7.88533,1367.0
15,-80.018714,7.88533,1367.0
16,-79.864707,8.017411,1431.0
16,-79.864707,8.017411,1431.0
17,-79.864707,8.017411,1431.0
17,-79.864707,8.017411,1431.0
18,-79.950492,7.666588,1434.0
18,-79.950492,7.666588,1434.0
19,-79.950492,7.666588,1434.0
19,-79.950492,7.666588,1434.0
20,-79.848808,7.670387,1508.0
20,-79.848808,7.670387,1508.0
21,-79.848808,7.670387,1508.0
21,-79.848808,7.670387,1508.0
22,-80.31462,7.520195,1211.0
22,-80.31462,7.520195,1211.0
23,-80.31462,7.520195,1211.0
23,-80.31462,7.520195,1211.0
24,-80.068511,7.767975,1289.0
24,-80.068511,7.767975,1289.0
25,-80.068511,7.767975,1289.0
25,-80.068511,7.767975,1289.0
26,-79.983108,7.934067,1362.0
26,-79.983108,7.934067,1362.0
27,-79.983108,7.934067,1362.0
27,-79.983108,7.934067,1362.0
28,-80.04631,8.225029,1296.0
28,-80.04631,8.225029,1296.0
29,-80.04631,8.225029,1296.0
29,-80.04631,8.225029,1296.0
30,-80.029731,7.915596,1296.0
30,-80.029731,7.915596,1296.0
