acquisition,RX_level,RX_difference,maxNoise
0,-80.065727,4.304405,1585.0
0,-80.065727,4.304405,1585.0
1,-80.065727,4.304405,1585.0
1,-80.065727,4.304405,1585.0
2,-80.021469,4.151039,1589.0
2,-80.021469,4.151039,1589.0
3,-80.021469,4.151039,1589.0
3,-80.021469,4.151039,1589.0
4,-80.215644,4.805298,1359.0
4,-80.215644,4.805298,1359.0
5,-80.215644,4.805298,1359.0
5,-80.215644,4.805298,1359.0
6,-79.926193,4.309052,1587.0
6,-79.926193,4.309052,1587.0
7,-79.926193,4.309052,1587.0
7,-79.926193,4.309052,1587.0
8,-79.825065,4.551041,1515.0
8,-79.825065,4.551041,1515.0
9,-79.825065,4.551041,1515.0
9,-79.825065,4.551041,1515.0
10,-79.840881,4.88163,1518.0
10,-79.840881,4.88163,1518.0
11,-79.840881,4.88163,1518.0
11,-79.840881,4.88163,1518.0
12,-80.259033,4.504959,1522.0
12,-80.259033,4.504959,1522.0
13,-80.259033,4.504959,1522.0
13,-80.259033,4.504959,1522.0
14,-80.054618,4.133057,1369.0
14,-80.054618,4.133057,1369.0
15,-80.054618,4.133057,1369.0
15,-80.054618,4.133057,1369.0
16,-80.007728,4.380646,1511.0
16,-80.007728,4.380646,1511.0
17,-80.007728,4.380646,1511.0
17,-80.007728,4.380646,1511.0
18,-79.832969,4.470848,1590.0
18,-79.832969,4.470848,1590.0
19,-79.832969,4.470848,1590.0
19,-79.832969,4.470848,1590.0
20,-79.814559,4.574944,1444.0
20,-79.814559,4.574944,1444.0
21,-79.814559,4.574944,1444.0
21,-79.814559,4.574944,1444.0
22,-79.777977,4.557434,1592.0
22,-79.777977,4.557434,1592.0
23,-79.777977,4.557434,1592.0
23,-79.777977,4.557434,1592.0
24,-80.004989,4.148643,1589.0
24,-80.004989,4.148643,1589.0
25,-80.004989,4.148643,1589.0
25,-80.004989,4.148643,1589.0
26,-79.988571,4.597145,1513.0
26,-79.988571,4.597145,1513.0
27,-79.988571,4.597145,1513.0
27,-79.988571,4.597145,1513.0
28,-79.880661,4.336472,1512.0
28,-79.880661,4.336472,1512.0
29,-79.880661,4.336472,1512.0
29,-79.880661,4.336472,1512.0
30,-79.825065,4.689133,1581.0
30,-79.825065,4.689133,1581.0
31,-79.825065,4.689133,1581.0
31,-79.825065,4.689133,1581.0
32,-79.93428,4.528885,1597.0
32,-79.93428,4.528885,1597.0
33,-79.93428,4.528885,1597.0
33,-79.93428,4.528885,1597.0
34,-80.253219,4.790085,1502.0
34,-80.253219,4.790085,1502.0
35,-80.253219,4.790085,1502.0
35,-80.253219,4.790085,1502.0
36,-80.032493,4.419853,1745.0
36,-80.032493,4.419853,1745.0
37,-80.032493,4.419853,1745.0
37,-80.032493,4.419853,1745.0
38,-79.999504,4.503937,1517.0
38,-79.999504,4.503937,1517.0
39,-79.999504,4.503937,1517.0
39,-79.999504,4.503937,1517.0
40,-80.116065,5.175911,1426.0
40,-80.116065,5.175911,1426.0
41,-80.116065,5.175911,1426.0
41,-80.116065,5.175911,1426.0
42,-79.840881,4.861778,1363.0
42,-79.840881,4.861778,1363.0
43,-79.840881,4.861778,1363.0
43,-79.840881,4.861778,1363.0
44,-80.209892,4.582962,1514.0
44,-80.209892,4.582962,1514.0
45,-80.209892,4.582962,1514.0
45,-80.209892,4.582962,1514.0
46,-80.29113,4.897316,1298.0
46,-80.29113,4.897316,1298.0
