acquisition,RX_level,RX_difference,maxNoise
0,-79.642204,2.380142,1784.0
0,-79.642204,2.380142,1784.0
1,-79.642204,2.380142,1784.0
1,-79.642204,2.380142,1784.0
2,-79.814559,2.054245,1623.0
2,-79.814559,2.054245,1623.0
3,-79.814559,2.054245,1623.0
3,-79.814559,2.054245,1623.0
4,-79.517898,1.971725,1859.0
4,-79.517898,1.971725,1859.0
5,-79.517898,1.971725,1859.0
5,-79.517898,1.971725,1859.0
6,-79.547409,2.082931,1782.0
6,-79.547409,2.082931,1782.0
7,-79.547409,2.082931,1782.0
7,-79.547409,2.082931,1782.0
8,-79.928886,2.831871,1537.0
8,-79.928886,2.831871,1537.0
9,-79.928886,2.831871,1537.0
9,-79.928886,2.831871,1537.0
10,-79.894004,2.258148,1714.0
10,-79.894004,2.258148,1714.0
11,-79.894004,2.258148,1714.0
11,-79.894004,2.258148,1714.0
12,-79.859397,2.711739,1713.0
12,-79.859397,2.711739,1713.0
13,-79.859397,2.711739,1713.0
13,-79.859397,2.711739,1713.0
14,-79.520355,2.11309,1857.0
14,-79.520355,2.11309,1857.0
15,-79.520355,2.11309,1857.0
15,-79.520355,2.11309,1857.0
16,-79.579612,1.956696,1785.0
16,-79.579612,1.956696,1785.0
17,-79.579612,1.956696,1785.0
17,-79.579612,1.956696,1785.0
18,-79.851455,2.723396,1713.0
18,-79.851455,2.723396,1713.0
19,-79.851455,2.723396,1713.0
19,-79.851455,2.723396,1713.0
20,-79.848808,2.106033,1625.0
20,-79.848808,2.106033,1625.0
21,-79.848808,2.106033,1625.0
21,-79.848808,2.106033,1625.0
22,-79.667503,2.724762,1787.0
22,-79.667503,2.724762,1787.0
23,-79.667503,2.724762,1787.0
23,-79.667503,2.724762,1787.0
24,-79.592056,2.012856,1956.0
24,-79.592056,2.012856,1956.0
25,-79.592056,2.012856,1956.0
25,-79.592056,2.012856,1956.0
26,-79.664962,2.04808,1891.0
26,-79.664962,2.04808,1891.0
27,-79.664962,2.04808,1891.0
27,-79.664962,2.04808,1891.0
28,-79.9235,2.381233,1783.0
28,-79.9235,2.381233,1783.0
29,-79.9235,2.381233,1783.0
29,-79.9235,2.381233,1783.0
30,-79.549881,2.058929,1868.0
30,-79.549881,2.058929,1868.0
31,-79.549881,2.058929,1868.0
31,-79.549881,2.058929,1868.0
32,-79.687843,2.115517,1880.0
32,-79.687843,2.115517,1880.0
33,-79.687843,2.115517,1880.0
33,-79.687843,2.115517,1880.0
34,-79.44017,1.964951,2052.0
34,-79.44017,1.964951,2052.0
35,-79.44017,1.964951,2052.0
35,-79.44017,1.964951,2052.0
36,-79.43296,1.973549,2147.0
36,-79.43296,1.973549,2147.0
37,-79.43296,1.973549,2147.0
37,-79.43296,1.973549,2147.0
38,-79.582099,2.133911,1880.0
38,-79.582099,2.133911,1880.0
39,-79.582099,2.133911,1880.0
39,-79.582099,2.133911,1880.0
40,-79.632133,2.004402,1689.0
40,-79.632133,2.004402,1689.0
41,-79.632133,2.004402,1689.0
41,-79.632133,2.004402,1689.0
42,-79.767578,2.179008,1786.0
42,-79.767578,2.179008,1786.0
43,-79.767578,2.179008,1786.0
43,-79.767578,2.179008,1786.0
44,-79.682746,2.135971,1960.0
44,-79.682746,2.135971,1960.0
45,-79.682746,2.135971,1960.0
45,-79.682746,2.135971,1960.0
46,-79.622077,2.287132,1856.0
46,-79.622077,2.287132,1856.0
47,-79.622077,2.287132,1856.0
47,-79.622077,2.287132,1856.0
48,-79.577125,2.098556,1695.0
48,-79.577125,2.098556,1695.0
49,-79.577125,2.098556,1695.0
49,-79.577125,2.098556,1695.0
50,-79.517898,2.688293,1696.0
50,-79.517898,2.688293,1696.0
51,-79.517898,2.688293,1696.0
51,-79.517898,2.688293,1696.0
52,-79.80931,2.41053,1682.0
52,-79.80931,2.41053,1682.0
53,-79.80931,2.41053,1682.0
53,-79.80931,2.41053,1682.0
54,-79.627098,2.733208,1693.0
54,-79.627098,2.733208,1693.0
55,-79.627098,2.733208,1693.0
55,-79.627098,2.733208,1693.0
56,-79.569679,2.083168,1948.0
56,-79.569679,2.083168,1948.0
57,-79.569679,2.083168,1948.0
57,-79.569679,2.083168,1948.0
58,-79.537551,2.107689,1864.0
58,-79.537551,2.107689,1864.0
