acquisition,RX_level,RX_difference,maxNoise
0,-80.757499,5.447868,1157.0
0,-80.757499,5.447868,1157.0
1,-80.757499,5.447868,1157.0
1,-80.757499,5.447868,1157.0
2,-80.747726,5.019264,1349.0
2,-80.747726,5.019264,1349.0
3,-80.747726,5.019264,1349.0
3,-80.747726,5.019264,1349.0
4,-80.641677,5.93911,1363.0
4,-80.641677,5.93911,1363.0
5,-80.641677,5.93911,1363.0
5,-80.641677,5.93911,1363.0
6,-80.641677,5.243774,1230.0
6,-80.641677,5.243774,1230.0
7,-80.641677,5.243774,1230.0
7,-80.641677,5.243774,1230.0
8,-80.728248,6.053223,1364.0
8,-80.728248,6.053223,1364.0
9,-80.728248,6.053223,1364.0
9,-80.728248,6.053223,1364.0
10,-80.760757,5.482964,1349.0
10,-80.760757,5.482964,1349.0
11,-80.760757,5.482964,1349.0
11,-80.760757,5.482964,1349.0
12,-80.699203,5.391762,1364.0
12,-80.699203,5.391762,1364.0
13,-80.699203,5.391762,1364.0
13,-80.699203,5.391762,1364.0
14,-80.619514,5.127632,1289.0
14,-80.619514,5.127632,1289.0
15,-80.619514,5.127632,1289.0
15,-80.619514,5.127632,1289.0
16,-80.632164,5.425354,1348.0
16,-80.632164,5.425354,1348.0
17,-80.632164,5.425354,1348.0
17,-80.632164,5.425354,1348.0
18,-80.883194,5.43399,1211.0
18,-80.883194,5.43399,1211.0
19,-80.883194,5.43399,1211.0
19,-80.883194,5.43399,1211.0
20,-80.910125,5.183434,1225.0
20,-80.910125,5.183434,1225.0
21,-80.910125,5.183434,1225.0
21,-80.910125,5.183434,1225.0
22,-80.873138,5.433899,1158.0
22,-80.873138,5.433899,1158.0
23,-80.873138,5.433899,1158.0
23,-80.873138,5.433899,1158.0
24,-81.029968,5.453087,1072.0
24,-81.029968,5.453087,1072.0
25,-81.029968,5.453087,1072.0
25,-81.029968,5.453087,1072.0
26,-80.85643,5.469627,1209.0
26,-80.85643,5.469627,1209.0
27,-80.85643,5.469627,1209.0
27,-80.85643,5.469627,1209.0
28,-80.978202,5.941994,1401.0
28,-80.978202,5.941994,1401.0
29,-80.978202,5.941994,1401.0
29,-80.978202,5.941994,1401.0
30,-80.950843,5.796593,1464.0
30,-80.950843,5.796593,1464.0
31,-80.950843,5.796593,1464.0
31,-80.950843,5.796593,1464.0
32,-80.889915,5.254845,1203.0
32,-80.889915,5.254845,1203.0
33,-80.889915,5.254845,1203.0
33,-80.889915,5.254845,1203.0
34,-80.889915,5.37516,1219.0
34,-80.889915,5.37516,1219.0
35,-80.889915,5.37516,1219.0
35,-80.889915,5.37516,1219.0
36,-80.750984,5.337318,1215.0
36,-80.750984,5.337318,1215.0
37,-80.750984,5.337318,1215.0
37,-80.750984,5.337318,1215.0
38,-80.937233,5.33902,1160.0
38,-80.937233,5.33902,1160.0
39,-80.937233,5.33902,1160.0
39,-80.937233,5.33902,1160.0
40,-81.117637,5.109245,1209.0
40,-81.117637,5.109245,1209.0
41,-81.117637,5.109245,1209.0
41,-81.117637,5.109245,1209.0
42,-81.005729,5.105408,1151.0
42,-81.005729,5.105408,1151.0
43,-81.005729,5.105408,1151.0
43,-81.005729,5.105408,1151.0
44,-81.225227,4.976456,1131.0
44,-81.225227,4.976456,1131.0
45,-81.225227,4.976456,1131.0
45,-81.225227,4.976456,1131.0
46,-80.920272,5.27314,1351.0
46,-80.920272,5.27314,1351.0
47,-80.920272,5.27314,1351.0
47,-80.920272,5.27314,1351.0
48,-81.054336,5.395981,1389.0
48,-81.054336,5.395981,1389.0
49,-81.054336,5.395981,1389.0
49,-81.054336,5.395981,1389.0
50,-81.043876,5.430145,1029.0
50,-81.043876,5.430145,1029.0
51,-81.043876,5.430145,1029.0
51,-81.043876,5.430145,1029.0
52,-81.309555,5.931068,1034.0
52,-81.309555,5.931068,1034.0
53,-81.309555,5.931068,1034.0
53,-81.309555,5.931068,1034.0
54,-81.181869,5.436127,1272.0
54,-81.181869,5.436127,1272.0
55,-81.181869,5.436127,1272.0
55,-81.181869,5.436127,1272.0
56,-81.110557,5.705017,1235.0
56,-81.110557,5.705017,1235.0
57,-81.110557,5.705017,1235.0
57,-81.110557,5.705017,1235.0
58,-81.153205,5.994942,1083.0
58,-81.153205,5.994942,1083.0
59,-81.153205,5.994942,1083.0
59,-81.153205,5.994942,1083.0
60,-80.89328,5.41481,1149.0
60,-80.89328,5.41481,1149.0
61,-80.89328,5.41481,1149.0
61,-80.89328,5.41481,1149.0
62,-80.853096,5.367599,1267.0
62,-80.853096,5.367599,1267.0
63,-80.853096,5.367599,1267.0
63,-80.853096,5.367599,1267.0
64,-81.050842,5.932663,1133.0
64,-81.050842,5.932663,1133.0
65,-81.050842,5.932663,1133.0
65,-81.050842,5.932663,1133.0
66,-80.879844,5.844757,1191.0
66,-80.879844,5.844757,1191.0
67,-80.879844,5.844757,1191.0
67,-80.879844,5.844757,1191.0
68,-81.214347,5.638344,1025.0
