acquisition,RX_level,RX_difference,maxNoise
0,-80.663955,5.648155,1566.0
0,-80.663955,5.648155,1566.0
1,-80.663955,5.648155,1566.0
1,-80.663955,5.648155,1566.0
2,-80.715316,5.79847,1479.0
2,-80.715316,5.79847,1479.0
3,-80.715316,5.79847,1479.0
3,-80.715316,5.79847,1479.0
4,-80.535057,5.591156,1380.0
4,-80.535057,5.591156,1380.0
5,-80.535057,5.591156,1380.0
5,-80.535057,5.591156,1380.0
6,-80.679939,5.625809,1256.0
6,-80.679939,5.625809,1256.0
7,-80.679939,5.625809,1256.0
7,-80.679939,5.625809,1256.0
8,-80.708862,5.776634,1258.0
8,-80.708862,5.776634,1258.0
9,-80.708862,5.776634,1258.0
9,-80.708862,5.776634,1258.0
10,-80.2882,5.189545,1566.0
10,-80.2882,5.189545,1566.0
11,-80.2882,5.189545,1566.0
11,-80.2882,5.189545,1566.0
12,-80.725013,6.15258,1331.0
12,-80.725013,6.15258,1331.0
13,-80.725013,6.15258,1331.0
13,-80.725013,6.15258,1331.0
14,-80.418914,6.403488,1636.0
14,-80.418914,6.403488,1636.0
15,-80.418914,6.403488,1636.0
15,-80.418914,6.403488,1636.0
16,-80.728248,6.594269,1466.0
16,-80.728248,6.594269,1466.0
17,-80.728248,6.594269,1466.0
17,-80.728248,6.594269,1466.0
18,-80.957664,4.987282,1273.0
18,-80.957664,4.987282,1273.0
19,-80.957664,4.987282,1273.0
19,-80.957664,4.987282,1273.0
20,-80.920272,6.391678,1451.0
20,-80.920272,6.391678,1451.0
21,-80.920272,6.391678,1451.0
21,-80.920272,6.391678,1451.0
22,-80.836463,5.99472,1337.0
22,-80.836463,5.99472,1337.0
23,-80.836463,5.99472,1337.0
23,-80.836463,5.99472,1337.0
24,-80.708862,5.685341,1335.0
24,-80.708862,5.685341,1335.0
25,-80.708862,5.685341,1335.0
25,-80.708862,5.685341,1335.0
26,-80.770561,5.897484,1334.0
26,-80.770561,5.897484,1334.0
27,-80.770561,5.897484,1334.0
27,-80.770561,5.897484,1334.0
28,-80.702415,5.562714,1382.0
28,-80.702415,5.562714,1382.0
29,-80.702415,5.562714,1382.0
29,-80.702415,5.562714,1382.0
30,-80.718544,5.368851,1491.0
30,-80.718544,5.368851,1491.0
31,-80.718544,5.368851,1491.0
31,-80.718544,5.368851,1491.0
32,-80.770561,5.860542,1399.0
32,-80.770561,5.860542,1399.0
33,-80.770561,5.860542,1399.0
33,-80.770561,5.860542,1399.0
34,-80.920272,5.41478,1340.0
34,-80.920272,5.41478,1340.0
35,-80.920272,5.41478,1340.0
35,-80.920272,5.41478,1340.0
36,-80.796798,5.7332,1550.0
36,-80.796798,5.7332,1550.0
37,-80.796798,5.7332,1550.0
37,-80.796798,5.7332,1550.0
38,-80.663955,5.768257,1305.0
38,-80.663955,5.768257,1305.0
39,-80.663955,5.768257,1305.0
39,-80.663955,5.768257,1305.0
40,-80.479652,6.266747,1378.0
40,-80.479652,6.266747,1378.0
41,-80.479652,6.266747,1378.0
41,-80.479652,6.266747,1378.0
42,-80.651214,5.978668,1448.0
42,-80.651214,5.978668,1448.0
43,-80.651214,5.978668,1448.0
43,-80.651214,5.978668,1448.0
44,-80.51651,5.754761,1539.0
44,-80.51651,5.754761,1539.0
45,-80.51651,5.754761,1539.0
45,-80.51651,5.754761,1539.0
46,-80.544364,5.728912,1558.0
46,-80.544364,5.728912,1558.0
47,-80.544364,5.728912,1558.0
47,-80.544364,5.728912,1558.0
48,-80.744476,5.4655,1476.0
48,-80.744476,5.4655,1476.0
49,-80.744476,5.4655,1476.0
49,-80.744476,5.4655,1476.0
50,-80.566146,6.270073,1376.0
50,-80.566146,6.270073,1376.0
51,-80.566146,6.270073,1376.0
51,-80.566146,6.270073,1376.0
52,-80.660766,5.987297,1444.0
52,-80.660766,5.987297,1444.0
53,-80.660766,5.987297,1444.0
53,-80.660766,5.987297,1444.0
54,-80.184104,5.940918,1472.0
54,-80.184104,5.940918,1472.0
55,-80.184104,5.940918,1472.0
55,-80.184104,5.940918,1472.0
56,-80.166992,5.486679,1726.0
56,-80.166992,5.486679,1726.0
57,-80.166992,5.486679,1726.0
57,-80.166992,5.486679,1726.0
58,-80.641677,6.583939,1527.0
58,-80.641677,6.583939,1527.0
59,-80.641677,6.583939,1527.0
59,-80.641677,6.583939,1527.0
60,-80.513427,5.67688,1394.0
60,-80.513427,5.67688,1394.0
61,-80.513427,5.67688,1394.0
61,-80.513427,5.67688,1394.0
62,-80.757499,5.627495,1337.0
62,-80.757499,5.627495,1337.0
63,-80.757499,5.627495,1337.0
63,-80.757499,5.627495,1337.0
64,-80.853096,5.660637,1335.0
64,-80.853096,5.660637,1335.0
65,-80.853096,5.660637,1335.0
65,-80.853096,5.660637,1335.0
66,-80.702415,6.767555,1529.0
66,-80.702415,6.767555,1529.0
67,-80.702415,6.767555,1529.0
67,-80.702415,6.767555,1529.0
68,-80.024223,5.984467,1812.0
68,-80.024223,5.984467,1812.0
69,-80.024223,5.984467,1812.0
69,-80.024223,5.984467,1812.0
70,-80.467437,5.551468,1706.0
70,-80.467437,5.551468,1706.0
71,-80.467437,5.551468,1706.0
71,-80.467437,5.551468,1706.0
72,-80.379882,5.613937,1463.0
72,-80.379882,5.613937,1463.0
73,-80.379882,5.613937,1463.0
73,-80.379882,5.613937,1463.0
74,-80.673538,5.758682,1333.0
74,-80.673538,5.758682,1333.0
75,-80.673538,5.758682,1333.0
75,-80.673538,5.758682,1333.0
76,-80.613197,5.481918,1565.0
76,-80.613197,5.481918,1565.0
77,-80.613197,5.481918,1565.0
77,-80.613197,5.481918,1565.0
78,-80.809982,6.118591,1631.0
78,-80.809982,6.118591,1631.0
79,-80.809982,6.118591,1631.0
79,-80.809982,6.118591,1631.0
80,-80.610046,6.266945,1560.0
80,-80.610046,6.266945,1560.0
81,-80.610046,6.266945,1560.0
81,-80.610046,6.266945,1560.0
82,-80.467437,5.745667,1540.0
82,-80.467437,5.745667,1540.0
83,-80.467437,5.745667,1540.0
83,-80.467437,5.745667,1540.0
84,-80.553688,5.98616,1559.0
84,-80.553688,5.98616,1559.0
85,-80.553688,5.98616,1559.0
85,-80.553688,5.98616,1559.0
86,-80.563026,6.681152,1560.0
86,-80.563026,6.681152,1560.0
87,-80.563026,6.681152,1560.0
87,-80.563026,6.681152,1560.0
88,-80.654396,6.182831,1493.0
88,-80.654396,6.182831,1493.0
89,-80.654396,6.182831,1493.0
89,-80.654396,6.182831,1493.0
90,-80.501113,6.937614,1644.0
90,-80.501113,6.937614,1644.0
91,-80.501113,6.937614,1644.0
91,-80.501113,6.937614,1644.0
92,-80.418914,6.320007,1622.0
92,-80.418914,6.320007,1622.0
93,-80.418914,6.320007,1622.0
93,-80.418914,6.320007,1622.0
94,-80.350097,6.521614,1557.0
94,-80.350097,6.521614,1557.0
95,-80.350097,6.521614,1557.0
95,-80.350097,6.521614,1557.0
96,-80.702415,5.700912,1271.0
96,-80.702415,5.700912,1271.0
97,-80.702415,5.700912,1271.0
97,-80.702415,5.700912,1271.0
98,-80.679939,5.829124,1258.0
98,-80.679939,5.829124,1258.0
99,-80.679939,5.829124,1258.0
99,-80.679939,5.829124,1258.0
100,-80.584907,7.23867,1470.0
100,-80.584907,7.23867,1470.0
101,-80.584907,7.23867,1470.0
101,-80.584907,7.23867,1470.0
102,-80.559913,6.951973,1560.0
102,-80.559913,6.951973,1560.0
103,-80.559913,6.951973,1560.0
103,-80.559913,6.951973,1560.0
104,-80.467437,6.829735,1339.0
104,-80.467437,6.829735,1339.0
105,-80.467437,6.829735,1339.0
105,-80.467437,6.829735,1339.0
106,-80.683143,5.759071,1413.0
106,-80.683143,5.759071,1413.0
107,-80.683143,5.759071,1413.0
107,-80.683143,5.759071,1413.0
108,-80.566146,6.824371,1549.0
108,-80.566146,6.824371,1549.0
109,-80.566146,6.824371,1549.0
109,-80.566146,6.824371,1549.0
110,-80.760757,5.551308,1198.0
110,-80.760757,5.551308,1198.0
111,-80.760757,5.551308,1198.0
111,-80.760757,5.551308,1198.0
112,-80.654396,5.983063,1354.0
112,-80.654396,5.983063,1354.0
113,-80.654396,5.983063,1354.0
113,-80.654396,5.983063,1354.0
114,-80.957664,6.200783,1077.0
114,-80.957664,6.200783,1077.0
115,-80.957664,6.200783,1077.0
115,-80.957664,6.200783,1077.0
116,-80.721778,6.118645,1483.0
116,-80.721778,6.118645,1483.0
117,-80.721778,6.118645,1483.0
117,-80.721778,6.118645,1483.0
118,-80.695983,5.76593,1258.0
118,-80.695983,5.76593,1258.0
119,-80.695983,5.76593,1258.0
119,-80.695983,5.76593,1258.0
120,-80.750984,5.39328,1136.0
120,-80.750984,5.39328,1136.0
121,-80.750984,5.39328,1136.0
121,-80.750984,5.39328,1136.0
122,-80.528869,6.111473,1419.0
122,-80.528869,6.111473,1419.0
123,-80.528869,6.111473,1419.0
123,-80.528869,6.111473,1419.0
124,-80.452217,5.751335,1258.0
124,-80.452217,5.751335,1258.0
125,-80.452217,5.751335,1258.0
125,-80.452217,5.751335,1258.0
126,-80.575515,6.117271,1487.0
126,-80.575515,6.117271,1487.0
127,-80.575515,6.117271,1487.0
127,-80.575515,6.117271,1487.0
128,-80.648033,5.802841,1319.0
128,-80.648033,5.802841,1319.0
129,-80.648033,5.802841,1319.0
129,-80.648033,5.802841,1319.0
130,-80.409873,6.822403,1320.0
130,-80.409873,6.822403,1320.0
131,-80.409873,6.822403,1320.0
131,-80.409873,6.822403,1320.0
132,-80.376892,6.242134,1468.0
