acquisition,CIR,FirstPathPL,maxNoise,RX_level,FPPL
64,323.0,47593.0,366.0,-87.988533,-99.68045
65,278.0,47188.0,363.0,-86.910514,-99.453636
65,278.0,47188.0,363.0,-86.910514,-99.453636
66,278.0,47188.0,363.0,-86.910514,-99.453636
66,278.0,47188.0,363.0,-86.910514,-99.453636
67,278.0,47188.0,363.0,-86.910514,-99.453636
67,278.0,47188.0,363.0,-86.910514,-99.453636
68,278.0,47188.0,363.0,-86.910514,-99.453636
68,278.0,47188.0,363.0,-86.910514,-99.453636
69,278.0,47188.0,363.0,-86.910514,-99.453636
69,245.0,47432.0,366.0,-87.562088,-103.739822
70,245.0,47432.0,366.0,-87.562088,-103.739822
70,245.0,47432.0,366.0,-87.562088,-103.739822
71,245.0,47432.0,366.0,-87.562088,-103.739822
71,245.0,47432.0,366.0,-87.562088,-103.739822
72,245.0,47432.0,366.0,-87.562088,-103.739822
72,245.0,47432.0,366.0,-87.562088,-103.739822
73,245.0,47432.0,366.0,-87.562088,-103.739822
73,245.0,47432.0,366.0,-87.562088,-103.739822
74,245.0,47432.0,366.0,-87.562088,-103.739822
74,320.0,47111.0,417.0,-88.110877,-104.932907
75,320.0,47111.0,417.0,-88.110877,-104.932907
75,320.0,47111.0,417.0,-88.110877,-104.932907
76,320.0,47111.0,417.0,-88.110877,-104.932907
76,320.0,47111.0,417.0,-88.110877,-104.932907
77,320.0,47111.0,417.0,-88.110877,-104.932907
77,320.0,47111.0,417.0,-88.110877,-104.932907
78,320.0,47111.0,417.0,-88.110877,-104.932907
78,320.0,47111.0,417.0,-88.110877,-104.932907
79,258.0,47782.0,365.0,-86.951042,-100.098327
79,258.0,47782.0,365.0,-86.951042,-100.098327
80,258.0,47782.0,365.0,-86.951042,-100.098327
80,258.0,47782.0,365.0,-86.951042,-100.098327
81,258.0,47782.0,365.0,-86.951042,-100.098327
81,258.0,47782.0,365.0,-86.951042,-100.098327
82,258.0,47782.0,365.0,-86.951042,-100.098327
82,258.0,47782.0,365.0,-86.951042,-100.098327
83,258.0,47782.0,365.0,-86.951042,-100.098327
83,258.0,47782.0,365.0,-86.951042,-100.098327
84,325.0,47378.0,417.0,-87.886344,-103.249961
84,325.0,47378.0,417.0,-87.886344,-103.249961
85,325.0,47378.0,417.0,-87.886344,-103.249961
85,325.0,47378.0,417.0,-87.886344,-103.249961
86,325.0,47378.0,417.0,-87.886344,-103.249961
86,325.0,47378.0,417.0,-87.886344,-103.249961
87,325.0,47378.0,417.0,-87.886344,-103.249961
87,325.0,47378.0,417.0,-87.886344,-103.249961
88,325.0,47378.0,417.0,-87.886344,-103.249961
88,307.0,47561.0,421.0,-86.883705,-102.216308
89,307.0,47561.0,421.0,-86.883705,-102.216308
89,307.0,47561.0,421.0,-86.883705,-102.216308
90,307.0,47561.0,421.0,-86.883705,-102.216308
90,307.0,47561.0,421.0,-86.883705,-102.216308
91,307.0,47561.0,421.0,-86.883705,-102.216308
91,307.0,47561.0,421.0,-86.883705,-102.216308
92,307.0,47561.0,421.0,-86.883705,-102.216308
92,307.0,47561.0,421.0,-86.883705,-102.216308
93,255.0,47218.0,414.0,-87.131156,-101.330436
93,255.0,47218.0,414.0,-87.131156,-101.330436
94,255.0,47218.0,414.0,-87.131156,-101.330436
94,255.0,47218.0,414.0,-87.131156,-101.330436
95,255.0,47218.0,414.0,-87.131156,-101.330436
95,255.0,47218.0,414.0,-87.131156,-101.330436
96,255.0,47218.0,414.0,-87.131156,-101.330436
96,255.0,47218.0,414.0,-87.131156,-101.330436
97,255.0,47218.0,414.0,-87.131156,-101.330436
97,255.0,47218.0,414.0,-87.131156,-101.330436
98,249.0,47354.0,362.0,-87.937133,-106.005813
98,249.0,47354.0,362.0,-87.937133,-106.005813
99,249.0,47354.0,362.0,-87.937133,-106.005813
99,249.0,47354.0,362.0,-87.937133,-106.005813
100,249.0,47354.0,362.0,-87.937133,-106.005813
100,249.0,47354.0,362.0,-87.937133,-106.005813
101,249.0,47354.0,362.0,-87.937133,-106.005813
101,249.0,47354.0,362.0,-87.937133,-106.005813
102,249.0,47354.0,362.0,-87.937133,-106.005813
102,281.0,47054.0,418.0,-88.040542,-106.720382
103,281.0,47054.0,418.0,-88.040542,-106.720382
103,281.0,47054.0,418.0,-88.040542,-106.720382
104,281.0,47054.0,418.0,-88.040542,-106.720382
104,281.0,47054.0,418.0,-88.040542,-106.720382
105,281.0,47054.0,418.0,-88.040542,-106.720382
105,281.0,47054.0,418.0,-88.040542,-106.720382
106,281.0,47054.0,418.0,-88.040542,-106.720382
106,281.0,47054.0,418.0,-88.040542,-106.720382
107,281.0,47054.0,418.0,-88.040542,-106.720382
107,254.0,47564.0,359.0,-87.515472,-101.112106
108,254.0,47564.0,359.0,-87.515472,-101.112106
108,254.0,47564.0,359.0,-87.515472,-101.112106
109,254.0,47564.0,359.0,-87.515472,-101.112106
109,254.0,47564.0,359.0,-87.515472,-101.112106
110,254.0,47564.0,359.0,-87.515472,-101.112106
110,254.0,47564.0,359.0,-87.515472,-101.112106
111,254.0,47564.0,359.0,-87.515472,-101.112106
111,254.0,47564.0,359.0,-87.515472,-101.112106
112,243.0,47155.0,364.0,-87.9542,-105.039642
112,243.0,47155.0,364.0,-87.9542,-105.039642
113,243.0,47155.0,364.0,-87.9542,-105.039642
113,243.0,47155.0,364.0,-87.9542,-105.039642
114,243.0,47155.0,364.0,-87.9542,-105.039642
114,243.0,47155.0,364.0,-87.9542,-105.039642
115,243.0,47155.0,364.0,-87.9542,-105.039642
115,243.0,47155.0,364.0,-87.9542,-105.039642
116,243.0,47155.0,364.0,-87.9542,-105.039642
116,243.0,47155.0,364.0,-87.9542,-105.039642
117,238.0,47335.0,470.0,-88.146476,-102.855606
117,238.0,47335.0,470.0,-88.146476,-102.855606
118,238.0,47335.0,470.0,-88.146476,-102.855606
118,238.0,47335.0,470.0,-88.146476,-102.855606
119,238.0,47335.0,470.0,-88.146476,-102.855606
119,238.0,47335.0,470.0,-88.146476,-102.855606
120,238.0,47335.0,470.0,-88.146476,-102.855606
120,238.0,47335.0,470.0,-88.146476,-102.855606
121,238.0,47335.0,470.0,-88.146476,-102.855606
121,254.0,46955.0,413.0,-88.23677,-100.996948
122,254.0,46955.0,413.0,-88.23677,-100.996948
122,254.0,46955.0,413.0,-88.23677,-100.996948
123,254.0,46955.0,413.0,-88.23677,-100.996948
123,254.0,46955.0,413.0,-88.23677,-100.996948
124,254.0,46955.0,413.0,-88.23677,-100.996948
124,254.0,46955.0,413.0,-88.23677,-100.996948
125,254.0,46955.0,413.0,-88.23677,-100.996948
125,254.0,46955.0,413.0,-88.23677,-100.996948
126,254.0,46955.0,413.0,-88.23677,-100.996948
126,306.0,47116.0,417.0,-87.9542,-98.997283
127,306.0,47116.0,417.0,-87.9542,-98.997283
127,306.0,47116.0,417.0,-87.9542,-98.997283
128,306.0,47116.0,417.0,-87.9542,-98.997283
128,306.0,47116.0,417.0,-87.9542,-98.997283
129,306.0,47116.0,417.0,-87.9542,-98.997283
129,306.0,47116.0,417.0,-87.9542,-98.997283
130,306.0,47116.0,417.0,-87.9542,-98.997283
130,306.0,47116.0,417.0,-87.9542,-98.997283
131,287.0,47220.0,364.0,-87.145324,-100.845031
131,287.0,47220.0,364.0,-87.145324,-100.845031
132,287.0,47220.0,364.0,-87.145324,-100.845031
132,287.0,47220.0,364.0,-87.145324,-100.845031
133,287.0,47220.0,364.0,-87.145324,-100.845031
133,287.0,47220.0,364.0,-87.145324,-100.845031
134,287.0,47220.0,364.0,-87.145324,-100.845031
134,287.0,47220.0,364.0,-87.145324,-100.845031
135,287.0,47220.0,364.0,-87.145324,-100.845031
135,253.0,47922.0,361.0,-87.423721,-102.918312
136,253.0,47922.0,361.0,-87.423721,-102.918312
136,253.0,47922.0,361.0,-87.423721,-102.918312
137,253.0,47922.0,361.0,-87.423721,-102.918312
137,253.0,47922.0,361.0,-87.423721,-102.918312
138,253.0,47922.0,361.0,-87.423721,-102.918312
138,253.0,47922.0,361.0,-87.423721,-102.918312
139,253.0,47922.0,361.0,-87.423721,-102.918312
139,253.0,47922.0,361.0,-87.423721,-102.918312
140,253.0,47922.0,361.0,-87.423721,-102.918312
140,276.0,47529.0,361.0,-87.971336,-99.617996
141,276.0,47529.0,361.0,-87.971336,-99.617996
141,276.0,47529.0,361.0,-87.971336,-99.617996
142,276.0,47529.0,361.0,-87.971336,-99.617996
142,276.0,47529.0,361.0,-87.971336,-99.617996
143,276.0,47529.0,361.0,-87.971336,-99.617996
143,276.0,47529.0,361.0,-87.971336,-99.617996
144,276.0,47529.0,361.0,-87.971336,-99.617996
144,276.0,47529.0,361.0,-87.971336,-99.617996
145,348.0,47695.0,420.0,-87.593444,-100.524116
145,348.0,47695.0,420.0,-87.593444,-100.524116
146,348.0,47695.0,420.0,-87.593444,-100.524116
146,348.0,47695.0,420.0,-87.593444,-100.524116
147,348.0,47695.0,420.0,-87.593444,-100.524116
147,348.0,47695.0,420.0,-87.593444,-100.524116
148,348.0,47695.0,420.0,-87.593444,-100.524116
148,348.0,47695.0,420.0,-87.593444,-100.524116
149,348.0,47695.0,420.0,-87.593444,-100.524116
149,348.0,47695.0,420.0,-87.593444,-100.524116
150,266.0,47152.0,362.0,-86.586746,-101.175773
150,266.0,47152.0,362.0,-86.586746,-101.175773
151,266.0,47152.0,362.0,-86.586746,-101.175773
151,266.0,47152.0,362.0,-86.586746,-101.175773
152,266.0,47152.0,362.0,-86.586746,-101.175773
152,266.0,47152.0,362.0,-86.586746,-101.175773
153,266.0,47152.0,362.0,-86.586746,-101.175773
153,266.0,47152.0,362.0,-86.586746,-101.175773
154,266.0,47152.0,362.0,-86.586746,-101.175773
154,273.0,47247.0,365.0,-87.753723,-106.760787
155,273.0,47247.0,365.0,-87.753723,-106.760787
155,273.0,47247.0,365.0,-87.753723,-106.760787
156,273.0,47247.0,365.0,-87.753723,-106.760787
156,273.0,47247.0,365.0,-87.753723,-106.760787
157,273.0,47247.0,365.0,-87.753723,-106.760787
157,273.0,47247.0,365.0,-87.753723,-106.760787
158,273.0,47247.0,365.0,-87.753723,-106.760787
158,273.0,47247.0,365.0,-87.753723,-106.760787
159,273.0,47247.0,365.0,-87.753723,-106.760787
159,261.0,47096.0,368.0,-87.640914,-98.59436
160,261.0,47096.0,368.0,-87.640914,-98.59436
160,261.0,47096.0,368.0,-87.640914,-98.59436
161,261.0,47096.0,368.0,-87.640914,-98.59436
161,261.0,47096.0,368.0,-87.640914,-98.59436
162,261.0,47096.0,368.0,-87.640914,-98.59436
162,261.0,47096.0,368.0,-87.640914,-98.59436
163,261.0,47096.0,368.0,-87.640914,-98.59436
163,261.0,47096.0,368.0,-87.640914,-98.59436
164,303.0,47730.0,420.0,-87.836135,-106.508361
164,303.0,47730.0,420.0,-87.836135,-106.508361
165,303.0,47730.0,420.0,-87.836135,-106.508361
165,303.0,47730.0,420.0,-87.836135,-106.508361
166,303.0,47730.0,420.0,-87.836135,-106.508361
166,303.0,47730.0,420.0,-87.836135,-106.508361
167,303.0,47730.0,420.0,-87.836135,-106.508361
167,303.0,47730.0,420.0,-87.836135,-106.508361
168,303.0,47730.0,420.0,-87.836135,-106.508361
168,303.0,47730.0,420.0,-87.836135,-106.508361
169,301.0,47367.0,412.0,-87.18811,-102.630371
169,301.0,47367.0,412.0,-87.18811,-102.630371
170,301.0,47367.0,412.0,-87.18811,-102.630371
170,301.0,47367.0,412.0,-87.18811,-102.630371
171,301.0,47367.0,412.0,-87.18811,-102.630371
171,301.0,47367.0,412.0,-87.18811,-102.630371
172,301.0,47367.0,412.0,-87.18811,-102.630371
172,301.0,47367.0,412.0,-87.18811,-102.630371
173,301.0,47367.0,412.0,-87.18811,-102.630371
173,278.0,46984.0,357.0,-87.216873,-105.330909
174,278.0,46984.0,357.0,-87.216873,-105.330909
174,278.0,46984.0,357.0,-87.216873,-105.330909
175,278.0,46984.0,357.0,-87.216873,-105.330909
175,278.0,46984.0,357.0,-87.216873,-105.330909
176,278.0,46984.0,357.0,-87.216873,-105.330909
176,278.0,46984.0,357.0,-87.216873,-105.330909
177,278.0,46984.0,357.0,-87.216873,-105.330909
177,278.0,46984.0,357.0,-87.216873,-105.330909
178,278.0,46984.0,357.0,-87.216873,-105.330909
178,296.0,47861.0,363.0,-87.562088,-110.053703
179,296.0,47861.0,363.0,-87.562088,-110.053703
179,296.0,47861.0,363.0,-87.562088,-110.053703
180,296.0,47861.0,363.0,-87.562088,-110.053703
180,296.0,47861.0,363.0,-87.562088,-110.053703
181,296.0,47861.0,363.0,-87.562088,-110.053703
181,296.0,47861.0,363.0,-87.562088,-110.053703
182,296.0,47861.0,363.0,-87.562088,-110.053703
182,296.0,47861.0,363.0,-87.562088,-110.053703
183,281.0,47484.0,415.0,-87.289619,-99.346687
183,281.0,47484.0,415.0,-87.289619,-99.346687
184,281.0,47484.0,415.0,-87.289619,-99.346687
184,281.0,47484.0,415.0,-87.289619,-99.346687
185,281.0,47484.0,415.0,-87.289619,-99.346687
185,281.0,47484.0,415.0,-87.289619,-99.346687
186,281.0,47484.0,415.0,-87.289619,-99.346687
186,281.0,47484.0,415.0,-87.289619,-99.346687
187,281.0,47484.0,415.0,-87.289619,-99.346687
187,281.0,47484.0,415.0,-87.289619,-99.346687
188,478.0,47685.0,368.0,-87.515472,-98.837646
188,478.0,47685.0,368.0,-87.515472,-98.837646
189,478.0,47685.0,368.0,-87.515472,-98.837646
189,478.0,47685.0,368.0,-87.515472,-98.837646
190,478.0,47685.0,368.0,-87.515472,-98.837646
190,478.0,47685.0,368.0,-87.515472,-98.837646
191,478.0,47685.0,368.0,-87.515472,-98.837646
191,478.0,47685.0,368.0,-87.515472,-98.837646
192,478.0,47685.0,368.0,-87.515472,-98.837646
192,343.0,47305.0,362.0,-85.208259,-97.108009
193,343.0,47305.0,362.0,-85.208259,-97.108009
193,343.0,47305.0,362.0,-85.208259,-97.108009
194,343.0,47305.0,362.0,-85.208259,-97.108009
194,343.0,47305.0,362.0,-85.208259,-97.108009
195,343.0,47305.0,362.0,-85.208259,-97.108009
195,343.0,47305.0,362.0,-85.208259,-97.108009
196,343.0,47305.0,362.0,-85.208259,-97.108009
196,343.0,47305.0,362.0,-85.208259,-97.108009
197,343.0,47305.0,362.0,-85.208259,-97.108009
197,329.0,47120.0,362.0,-86.649597,-99.707725
198,329.0,47120.0,362.0,-86.649597,-99.707725
198,329.0,47120.0,362.0,-86.649597,-99.707725
199,329.0,47120.0,362.0,-86.649597,-99.707725
199,329.0,47120.0,362.0,-86.649597,-99.707725
200,329.0,47120.0,362.0,-86.649597,-99.707725
200,329.0,47120.0,362.0,-86.649597,-99.707725
201,329.0,47120.0,362.0,-86.649597,-99.707725
201,329.0,47120.0,362.0,-86.649597,-99.707725
202,705.0,47458.0,527.0,-86.830581,-106.05561
202,705.0,47458.0,527.0,-86.830581,-106.05561
203,705.0,47458.0,527.0,-86.830581,-106.05561
203,705.0,47458.0,527.0,-86.830581,-106.05561
204,705.0,47458.0,527.0,-86.830581,-106.05561
204,705.0,47458.0,527.0,-86.830581,-106.05561
205,705.0,47458.0,527.0,-86.830581,-106.05561
205,705.0,47458.0,527.0,-86.830581,-106.05561
206,705.0,47458.0,527.0,-86.830581,-106.05561
206,705.0,47458.0,527.0,-86.830581,-106.05561
207,179.0,47370.0,364.0,-83.520645,-100.722732
207,179.0,47370.0,364.0,-83.520645,-100.722732
208,179.0,47370.0,364.0,-83.520645,-100.722732
208,179.0,47370.0,364.0,-83.520645,-100.722732
209,179.0,47370.0,364.0,-83.520645,-100.722732
209,179.0,47370.0,364.0,-83.520645,-100.722732
210,179.0,47370.0,364.0,-83.520645,-100.722732
210,179.0,47370.0,364.0,-83.520645,-100.722732
211,179.0,47370.0,364.0,-83.520645,-100.722732
211,472.0,46984.0,343.0,-89.474006,-107.088348
212,472.0,46984.0,343.0,-89.474006,-107.088348
212,472.0,46984.0,343.0,-89.474006,-107.088348
213,472.0,46984.0,343.0,-89.474006,-107.088348
213,472.0,46984.0,343.0,-89.474006,-107.088348
214,472.0,46984.0,343.0,-89.474006,-107.088348
214,472.0,46984.0,343.0,-89.474006,-107.088348
215,472.0,46984.0,343.0,-89.474006,-107.088348
215,472.0,46984.0,343.0,-89.474006,-107.088348
216,472.0,46984.0,343.0,-89.474006,-107.088348
216,459.0,47153.0,419.0,-85.263122,-107.994773
217,459.0,47153.0,419.0,-85.263122,-107.994773
217,459.0,47153.0,419.0,-85.263122,-107.994773
218,459.0,47153.0,419.0,-85.263122,-107.994773
218,459.0,47153.0,419.0,-85.263122,-107.994773
219,459.0,47153.0,419.0,-85.263122,-107.994773
219,459.0,47153.0,419.0,-85.263122,-107.994773
220,459.0,47153.0,419.0,-85.263122,-107.994773
220,459.0,47153.0,419.0,-85.263122,-107.994773
221,372.0,47304.0,424.0,-85.384414,-102.465408
221,372.0,47304.0,424.0,-85.384414,-102.465408
222,372.0,47304.0,424.0,-85.384414,-102.465408
222,372.0,47304.0,424.0,-85.384414,-102.465408
223,372.0,47304.0,424.0,-85.384414,-102.465408
223,372.0,47304.0,424.0,-85.384414,-102.465408
224,372.0,47304.0,424.0,-85.384414,-102.465408
224,372.0,47304.0,424.0,-85.384414,-102.465408
225,372.0,47304.0,424.0,-85.384414,-102.465408
225,367.0,47431.0,421.0,-86.297111,-99.510292
226,367.0,47431.0,421.0,-86.297111,-99.510292
226,367.0,47431.0,421.0,-86.297111,-99.510292
227,367.0,47431.0,421.0,-86.297111,-99.510292
227,367.0,47431.0,421.0,-86.297111,-99.510292
228,367.0,47431.0,421.0,-86.297111,-99.510292
228,367.0,47431.0,421.0,-86.297111,-99.510292
229,367.0,47431.0,421.0,-86.297111,-99.510292
229,369.0,47018.0,366.0,-86.35588,-100.290962
230,369.0,47018.0,366.0,-86.35588,-100.290962
230,369.0,47018.0,366.0,-86.35588,-100.290962
231,369.0,47018.0,366.0,-86.35588,-100.290962
231,369.0,47018.0,366.0,-86.35588,-100.290962
232,369.0,47018.0,366.0,-86.35588,-100.290962
232,369.0,47018.0,366.0,-86.35588,-100.290962
233,369.0,47018.0,366.0,-86.35588,-100.290962
233,369.0,47018.0,366.0,-86.35588,-100.290962
234,319.0,47308.0,414.0,-86.332275,-104.157073
234,319.0,47308.0,414.0,-86.332275,-104.157073
235,319.0,47308.0,414.0,-86.332275,-104.157073
235,319.0,47308.0,414.0,-86.332275,-104.157073
236,319.0,47308.0,414.0,-86.332275,-104.157073
236,319.0,47308.0,414.0,-86.332275,-104.157073
237,319.0,47308.0,414.0,-86.332275,-104.157073
237,319.0,47308.0,414.0,-86.332275,-104.157073
238,319.0,47308.0,414.0,-86.332275,-104.157073
238,295.0,47247.0,358.0,-86.96463,-98.043762
239,295.0,47247.0,358.0,-86.96463,-98.043762
239,295.0,47247.0,358.0,-86.96463,-98.043762
240,295.0,47247.0,358.0,-86.96463,-98.043762
240,295.0,47247.0,358.0,-86.96463,-98.043762
241,295.0,47247.0,358.0,-86.96463,-98.043762
241,295.0,47247.0,358.0,-86.96463,-98.043762
242,295.0,47247.0,358.0,-86.96463,-98.043762
242,295.0,47247.0,358.0,-86.96463,-98.043762
243,295.0,47247.0,358.0,-86.96463,-98.043762
243,303.0,47519.0,417.0,-87.304321,-102.443275
244,303.0,47519.0,417.0,-87.304321,-102.443275
244,303.0,47519.0,417.0,-87.304321,-102.443275
245,303.0,47519.0,417.0,-87.304321,-102.443275
245,303.0,47519.0,417.0,-87.304321,-102.443275
246,303.0,47519.0,417.0,-87.304321,-102.443275
246,303.0,47519.0,417.0,-87.304321,-102.443275
247,303.0,47519.0,417.0,-87.304321,-102.443275
247,303.0,47519.0,417.0,-87.304321,-102.443275
248,252.0,47127.0,416.0,-87.18811,-97.543426
248,252.0,47127.0,416.0,-87.18811,-97.543426
249,252.0,47127.0,416.0,-87.18811,-97.543426
249,252.0,47127.0,416.0,-87.18811,-97.543426
250,252.0,47127.0,416.0,-87.18811,-97.543426
250,252.0,47127.0,416.0,-87.18811,-97.543426
251,252.0,47127.0,416.0,-87.18811,-97.543426
251,252.0,47127.0,416.0,-87.18811,-97.543426
252,252.0,47127.0,416.0,-87.18811,-97.543426
252,252.0,47127.0,416.0,-87.18811,-97.543426
253,295.0,47263.0,311.0,-87.988533,-97.450225
253,295.0,47263.0,311.0,-87.988533,-97.450225
254,295.0,47263.0,311.0,-87.988533,-97.450225
254,295.0,47263.0,311.0,-87.988533,-97.450225
255,295.0,47263.0,311.0,-87.988533,-97.450225
255,295.0,47263.0,311.0,-87.988533,-97.450225
256,295.0,47263.0,311.0,-87.988533,-97.450225
256,295.0,47263.0,311.0,-87.988533,-97.450225
