CIR,CIR,CIR,CIR,FirstPathPL,FirstPathPL,FirstPathPL,FirstPathPL,maxNoise,maxNoise,maxNoise,maxNoise,RX_level,RX_level,RX_level,RX_level,FPPL,FPPL,FPPL,FPPL
1856.0,1856.0,1856.0,1856.0,47898.0,47898.0,47898.0,47898.0,1763.0,1763.0,1763.0,1763.0,-78.85334,-78.85334,-78.85334,-78.85334,-81.464057,-81.464057,-81.464057,-81.464057
1856.0,1856.0,2119.0,2119.0,47898.0,47898.0,48025.0,48025.0,1763.0,1763.0,1609.0,1609.0,-78.85334,-78.85334,-79.316757,-79.316757,-81.464057,-81.464057,-81.36811,-81.36811
2119.0,2119.0,2119.0,2119.0,48025.0,48025.0,48025.0,48025.0,1609.0,1609.0,1609.0,1609.0,-79.316757,-79.316757,-79.316757,-79.316757,-81.36811,-81.36811,-81.36811,-81.36811
2119.0,2119.0,2119.0,1965.0,48025.0,48025.0,48025.0,47654.0,1609.0,1609.0,1609.0,1857.0,-79.316757,-79.316757,-79.316757,-78.741226,-81.36811,-81.36811,-81.36811,-81.338394
1965.0,1965.0,1965.0,1965.0,47654.0,47654.0,47654.0,47654.0,1857.0,1857.0,1857.0,1857.0,-78.741226,-78.741226,-78.741226,-78.741226,-81.338394,-81.338394,-81.338394,-81.338394
1965.0,1965.0,1965.0,1965.0,47654.0,47654.0,47654.0,47654.0,1857.0,1857.0,1857.0,1857.0,-78.741226,-78.741226,-78.741226,-78.741226,-81.338394,-81.338394,-81.338394,-81.338394
2036.0,2036.0,2036.0,2036.0,47776.0,47776.0,47776.0,47776.0,1716.0,1716.0,1716.0,1716.0,-79.068916,-79.068916,-79.068916,-79.068916,-84.256164,-84.256164,-84.256164,-84.256164
2036.0,2036.0,2036.0,2036.0,47776.0,47776.0,47776.0,47776.0,1716.0,1716.0,1716.0,1716.0,-79.068916,-79.068916,-79.068916,-79.068916,-84.256164,-84.256164,-84.256164,-84.256164
2036.0,1935.0,1935.0,1935.0,47776.0,47905.0,47905.0,47905.0,1716.0,1955.0,1955.0,1955.0,-79.068916,-78.914764,-78.914764,-78.914764,-84.256164,-80.757652,-80.757652,-80.757652
1935.0,1935.0,1935.0,1935.0,47905.0,47905.0,47905.0,47905.0,1955.0,1955.0,1955.0,1955.0,-78.914764,-78.914764,-78.914764,-78.914764,-80.757652,-80.757652,-80.757652,-80.757652
1935.0,1935.0,1935.0,2261.0,47905.0,47905.0,47905.0,48045.0,1955.0,1955.0,1955.0,1832.0,-78.914764,-78.914764,-78.914764,-79.135726,-80.757652,-80.757652,-80.757652,-81.479362
2261.0,2261.0,2261.0,2261.0,48045.0,48045.0,48045.0,48045.0,1832.0,1832.0,1832.0,1832.0,-79.135726,-79.135726,-79.135726,-79.135726,-81.479362,-81.479362,-81.479362,-81.479362
2261.0,2261.0,2261.0,2261.0,48045.0,48045.0,48045.0,48045.0,1832.0,1832.0,1832.0,1832.0,-79.135726,-79.135726,-79.135726,-79.135726,-81.479362,-81.479362,-81.479362,-81.479362
2459.0,2459.0,2459.0,2459.0,47647.0,47647.0,47647.0,47647.0,2238.0,2238.0,2238.0,2238.0,-78.459533,-78.459533,-78.459533,-78.459533,-81.58786,-81.58786,-81.58786,-81.58786
2459.0,2459.0,2459.0,2459.0,47647.0,47647.0,47647.0,47647.0,2238.0,2238.0,2238.0,2238.0,-78.459533,-78.459533,-78.459533,-78.459533,-81.58786,-81.58786,-81.58786,-81.58786
2459.0,2089.0,2089.0,2089.0,47647.0,47784.0,47784.0,47784.0,2238.0,2108.0,2108.0,2108.0,-78.459533,-78.094955,-78.094955,-78.094955,-81.58786,-80.829971,-80.829971,-80.829971
2089.0,2089.0,2089.0,2089.0,47784.0,47784.0,47784.0,47784.0,2108.0,2108.0,2108.0,2108.0,-78.094955,-78.094955,-78.094955,-78.094955,-80.829971,-80.829971,-80.829971,-80.829971
2089.0,2089.0,1959.0,1959.0,47784.0,47784.0,47958.0,47958.0,2108.0,2108.0,1756.0,1756.0,-78.094955,-78.094955,-78.803154,-78.803154,-80.829971,-80.829971,-81.138572,-81.138572
1959.0,1959.0,1959.0,1959.0,47958.0,47958.0,47958.0,47958.0,1756.0,1756.0,1756.0,1756.0,-78.803154,-78.803154,-78.803154,-78.803154,-81.138572,-81.138572,-81.138572,-81.138572
1959.0,1959.0,1959.0,1959.0,47958.0,47958.0,47958.0,47958.0,1756.0,1756.0,1756.0,1756.0,-78.803154,-78.803154,-78.803154,-78.803154,-81.138572,-81.138572,-81.138572,-81.138572
1955.0,1955.0,1955.0,1955.0,47627.0,47627.0,47627.0,47627.0,1624.0,1624.0,1624.0,1624.0,-79.082191,-79.082191,-79.082191,-79.082191,-81.167884,-81.167884,-81.167884,-81.167884
1955.0,1955.0,1955.0,1955.0,47627.0,47627.0,47627.0,47627.0,1624.0,1624.0,1624.0,1624.0,-79.082191,-79.082191,-79.082191,-79.082191,-81.167884,-81.167884,-81.167884,-81.167884
1955.0,2055.0,2055.0,2055.0,47627.0,47761.0,47761.0,47761.0,1624.0,1845.0,1845.0,1845.0,-79.082191,-79.091072,-79.091072,-79.091072,-81.167884,-87.551788,-87.551788,-87.551788
2055.0,2055.0,2055.0,2055.0,47761.0,47761.0,47761.0,47761.0,1845.0,1845.0,1845.0,1845.0,-79.091072,-79.091072,-79.091072,-79.091072,-87.551788,-87.551788,-87.551788,-87.551788
2055.0,2055.0,2371.0,2371.0,47761.0,47761.0,47937.0,47937.0,1845.0,1845.0,1806.0,1806.0,-79.091072,-79.091072,-78.87442,-78.87442,-87.551788,-87.551788,-90.760635,-90.760635
2371.0,2371.0,2371.0,2371.0,47937.0,47937.0,47937.0,47937.0,1806.0,1806.0,1806.0,1806.0,-78.87442,-78.87442,-78.87442,-78.87442,-90.760635,-90.760635,-90.760635,-90.760635
2371.0,2371.0,2371.0,2371.0,47937.0,47937.0,47937.0,47937.0,1806.0,1806.0,1806.0,1806.0,-78.87442,-78.87442,-78.87442,-78.87442,-90.760635,-90.760635,-90.760635,-90.760635
2330.0,2330.0,2330.0,2330.0,48082.0,48082.0,48082.0,48082.0,2260.0,2260.0,2260.0,2260.0,-78.253219,-78.253219,-78.253219,-78.253219,-83.164985,-83.164985,-83.164985,-83.164985
2330.0,2330.0,2330.0,2330.0,48082.0,48082.0,48082.0,48082.0,2260.0,2260.0,2260.0,2260.0,-78.253219,-78.253219,-78.253219,-78.253219,-83.164985,-83.164985,-83.164985,-83.164985
2330.0,1955.0,1955.0,1955.0,48082.0,48072.0,48072.0,48072.0,2260.0,1994.0,1994.0,1994.0,-78.253219,-78.328979,-78.328979,-78.328979,-83.164985,-88.177787,-88.177787,-88.177787
1955.0,1955.0,1955.0,1955.0,48072.0,48072.0,48072.0,48072.0,1994.0,1994.0,1994.0,1994.0,-78.328979,-78.328979,-78.328979,-78.328979,-88.177787,-88.177787,-88.177787,-88.177787
1955.0,1955.0,1914.0,1914.0,48072.0,48072.0,47877.0,47877.0,1994.0,1994.0,1904.0,1904.0,-78.328979,-78.328979,-79.091072,-79.091072,-88.177787,-88.177787,-89.240211,-89.240211
1914.0,1914.0,1914.0,1914.0,47877.0,47877.0,47877.0,47877.0,1904.0,1904.0,1904.0,1904.0,-79.091072,-79.091072,-79.091072,-79.091072,-89.240211,-89.240211,-89.240211,-89.240211
1914.0,1914.0,1914.0,1914.0,47877.0,47877.0,47877.0,47877.0,1904.0,1904.0,1904.0,1904.0,-79.091072,-79.091072,-79.091072,-79.091072,-89.240211,-89.240211,-89.240211,-89.240211
2240.0,2240.0,2240.0,2240.0,48007.0,48007.0,48007.0,48007.0,2090.0,2090.0,2090.0,2090.0,-79.18312,-79.18312,-79.18312,-79.18312,-90.993675,-90.993675,-90.993675,-90.993675
2240.0,2240.0,2240.0,2240.0,48007.0,48007.0,48007.0,48007.0,2090.0,2090.0,2090.0,2090.0,-79.18312,-79.18312,-79.18312,-79.18312,-90.993675,-90.993675,-90.993675,-90.993675
2317.0,2317.0,2317.0,2317.0,47642.0,47642.0,47642.0,47642.0,2066.0,2066.0,2066.0,2066.0,-78.500061,-78.500061,-78.500061,-78.500061,-88.334587,-88.334587,-88.334587,-88.334587
2317.0,2317.0,2317.0,2317.0,47642.0,47642.0,47642.0,47642.0,2066.0,2066.0,2066.0,2066.0,-78.500061,-78.500061,-78.500061,-78.500061,-88.334587,-88.334587,-88.334587,-88.334587
2317.0,2317.0,2162.0,2162.0,47642.0,47642.0,47768.0,47768.0,2066.0,2066.0,2049.0,2049.0,-78.500061,-78.500061,-78.353279,-78.353279,-88.334587,-88.334587,-84.673851,-84.673851
2162.0,2162.0,2162.0,2162.0,47768.0,47768.0,47768.0,47768.0,2049.0,2049.0,2049.0,2049.0,-78.353279,-78.353279,-78.353279,-78.353279,-84.673851,-84.673851,-84.673851,-84.673851
2162.0,2162.0,2162.0,2040.0,47768.0,47768.0,47768.0,47940.0,2049.0,2049.0,2049.0,2074.0,-78.353279,-78.353279,-78.353279,-78.653984,-84.673851,-84.673851,-84.673851,-87.596717
2040.0,2040.0,2040.0,2040.0,47940.0,47940.0,47940.0,47940.0,2074.0,2074.0,2074.0,2074.0,-78.653984,-78.653984,-78.653984,-78.653984,-87.596717,-87.596717,-87.596717,-87.596717
2040.0,2040.0,2040.0,2040.0,47940.0,47940.0,47940.0,47940.0,2074.0,2074.0,2074.0,2074.0,-78.653984,-78.653984,-78.653984,-78.653984,-87.596717,-87.596717,-87.596717,-87.596717
2100.0,2100.0,2100.0,2100.0,48089.0,48089.0,48089.0,48089.0,1878.0,1878.0,1878.0,1878.0,-78.906234,-78.906234,-78.906234,-78.906234,-89.909088,-89.909088,-89.909088,-89.909088
2100.0,2100.0,2100.0,2100.0,48089.0,48089.0,48089.0,48089.0,1878.0,1878.0,1878.0,1878.0,-78.906234,-78.906234,-78.906234,-78.906234,-89.909088,-89.909088,-89.909088,-89.909088
2100.0,2057.0,2057.0,2057.0,48089.0,47711.0,47711.0,47711.0,1878.0,1737.0,1737.0,1737.0,-78.906234,-78.780342,-78.780342,-78.780342,-89.909088,-86.344085,-86.344085,-86.344085
2057.0,2057.0,2057.0,2057.0,47711.0,47711.0,47711.0,47711.0,1737.0,1737.0,1737.0,1737.0,-78.780342,-78.780342,-78.780342,-78.780342,-86.344085,-86.344085,-86.344085,-86.344085
2057.0,2057.0,2021.0,2021.0,47711.0,47711.0,47856.0,47856.0,1737.0,1737.0,1443.0,1443.0,-78.780342,-78.780342,-78.870193,-78.870193,-86.344085,-86.344085,-86.881393,-86.881393
2021.0,2021.0,2021.0,2021.0,47856.0,47856.0,47856.0,47856.0,1443.0,1443.0,1443.0,1443.0,-78.870193,-78.870193,-78.870193,-78.870193,-86.881393,-86.881393,-86.881393,-86.881393
2021.0,2021.0,2021.0,2021.0,47856.0,47856.0,47856.0,47856.0,1443.0,1443.0,1443.0,1443.0,-78.870193,-78.870193,-78.870193,-78.870193,-86.881393,-86.881393,-86.881393,-86.881393
1938.0,1938.0,1938.0,1938.0,48005.0,48005.0,48005.0,48005.0,1580.0,1580.0,1580.0,1580.0,-78.946876,-78.946876,-78.946876,-78.946876,-93.526786,-93.526786,-93.526786,-93.526786
1938.0,1938.0,1938.0,1938.0,48005.0,48005.0,48005.0,48005.0,1580.0,1580.0,1580.0,1580.0,-78.946876,-78.946876,-78.946876,-78.946876,-93.526786,-93.526786,-93.526786,-93.526786
1938.0,1973.0,1973.0,1973.0,48005.0,48078.0,48078.0,48078.0,1580.0,1890.0,1890.0,1890.0,-78.946876,-79.128997,-79.128997,-79.128997,-93.526786,-88.727531,-88.727531,-88.727531
1973.0,1973.0,1973.0,1973.0,48078.0,48078.0,48078.0,48078.0,1890.0,1890.0,1890.0,1890.0,-79.128997,-79.128997,-79.128997,-79.128997,-88.727531,-88.727531,-88.727531,-88.727531
1973.0,1973.0,1961.0,1961.0,48078.0,48078.0,47823.0,47823.0,1890.0,1890.0,1646.0,1646.0,-79.128997,-79.128997,-79.051269,-79.051269,-88.727531,-88.727531,-86.09201,-86.09201
1961.0,1961.0,1961.0,1961.0,47823.0,47823.0,47823.0,47823.0,1646.0,1646.0,1646.0,1646.0,-79.051269,-79.051269,-79.051269,-79.051269,-86.09201,-86.09201,-86.09201,-86.09201
1961.0,1961.0,1961.0,1961.0,47823.0,47823.0,47823.0,47823.0,1646.0,1646.0,1646.0,1646.0,-79.051269,-79.051269,-79.051269,-79.051269,-86.09201,-86.09201,-86.09201,-86.09201
2042.0,2042.0,2042.0,2042.0,48317.0,48317.0,48317.0,48317.0,1795.0,1795.0,1795.0,1795.0,-79.077766,-79.077766,-79.077766,-79.077766,-93.92089,-93.92089,-93.92089,-93.92089
2042.0,2042.0,2042.0,2042.0,48317.0,48317.0,48317.0,48317.0,1795.0,1795.0,1795.0,1795.0,-79.077766,-79.077766,-79.077766,-79.077766,-93.92089,-93.92089,-93.92089,-93.92089
2000.0,2000.0,2000.0,2000.0,48049.0,48049.0,48049.0,48049.0,1727.0,1727.0,1727.0,1727.0,-78.901985,-78.901985,-78.901985,-78.901985,-90.001022,-90.001022,-90.001022,-90.001022
2000.0,2000.0,2000.0,2000.0,48049.0,48049.0,48049.0,48049.0,1727.0,1727.0,1727.0,1727.0,-78.901985,-78.901985,-78.901985,-78.901985,-90.001022,-90.001022,-90.001022,-90.001022
2000.0,2154.0,2154.0,2154.0,48049.0,48102.0,48102.0,48102.0,1727.0,1619.0,1619.0,1619.0,-78.901985,-78.99224,-78.99224,-78.99224,-90.001022,-86.938064,-86.938064,-86.938064
2154.0,2154.0,2154.0,2154.0,48102.0,48102.0,48102.0,48102.0,1619.0,1619.0,1619.0,1619.0,-78.99224,-78.99224,-78.99224,-78.99224,-86.938064,-86.938064,-86.938064,-86.938064
2154.0,2154.0,1968.0,1968.0,48102.0,48102.0,47908.0,47908.0,1619.0,1619.0,1419.0,1419.0,-78.99224,-78.99224,-78.670082,-78.670082,-86.938064,-86.938064,-81.643631,-81.643631
1968.0,1968.0,1968.0,1968.0,47908.0,47908.0,47908.0,47908.0,1419.0,1419.0,1419.0,1419.0,-78.670082,-78.670082,-78.670082,-78.670082,-81.643631,-81.643631,-81.643631,-81.643631
1968.0,1968.0,1968.0,1968.0,47908.0,47908.0,47908.0,47908.0,1419.0,1419.0,1419.0,1419.0,-78.670082,-78.670082,-78.670082,-78.670082,-81.643631,-81.643631,-81.643631,-81.643631
1949.0,1949.0,1949.0,1949.0,47934.0,47934.0,47934.0,47934.0,1793.0,1793.0,1793.0,1793.0,-79.062286,-79.062286,-79.062286,-79.062286,-93.1259,-93.1259,-93.1259,-93.1259
1949.0,1949.0,1949.0,1949.0,47934.0,47934.0,47934.0,47934.0,1793.0,1793.0,1793.0,1793.0,-79.062286,-79.062286,-79.062286,-79.062286,-93.1259,-93.1259,-93.1259,-93.1259
1949.0,2039.0,2039.0,2039.0,47934.0,48159.0,48159.0,48159.0,1793.0,1619.0,1619.0,1619.0,-79.062286,-79.104423,-79.104423,-79.104423,-93.1259,-85.168853,-85.168853,-85.168853
2039.0,2039.0,2039.0,2039.0,48159.0,48159.0,48159.0,48159.0,1619.0,1619.0,1619.0,1619.0,-79.104423,-79.104423,-79.104423,-79.104423,-85.168853,-85.168853,-85.168853,-85.168853
2039.0,2039.0,2027.0,2027.0,48159.0,48159.0,48282.0,48282.0,1619.0,1619.0,2252.0,2252.0,-79.104423,-79.104423,-78.908363,-78.908363,-85.168853,-85.168853,-82.847747,-82.847747
2027.0,2027.0,2027.0,2027.0,48282.0,48282.0,48282.0,48282.0,2252.0,2252.0,2252.0,2252.0,-78.908363,-78.908363,-78.908363,-78.908363,-82.847747,-82.847747,-82.847747,-82.847747
2027.0,2027.0,2027.0,1998.0,48282.0,48282.0,48282.0,48052.0,2252.0,2252.0,2252.0,1447.0,-78.908363,-78.908363,-78.908363,-78.933998,-82.847747,-82.847747,-82.847747,-81.56826
1998.0,1998.0,1998.0,1998.0,48052.0,48052.0,48052.0,48052.0,1447.0,1447.0,1447.0,1447.0,-78.933998,-78.933998,-78.933998,-78.933998,-81.56826,-81.56826,-81.56826,-81.56826
1998.0,1998.0,1998.0,1998.0,48052.0,48052.0,48052.0,48052.0,1447.0,1447.0,1447.0,1447.0,-78.933998,-78.933998,-78.933998,-78.933998,-81.56826,-81.56826,-81.56826,-81.56826
2050.0,2050.0,2050.0,2050.0,48101.0,48101.0,48101.0,48101.0,1799.0,1799.0,1799.0,1799.0,-78.996582,-78.996582,-78.996582,-78.996582,-95.513519,-95.513519,-95.513519,-95.513519
2050.0,2050.0,2050.0,2050.0,48101.0,48101.0,48101.0,48101.0,1799.0,1799.0,1799.0,1799.0,-78.996582,-78.996582,-78.996582,-78.996582,-95.513519,-95.513519,-95.513519,-95.513519
2050.0,1945.0,1945.0,1945.0,48101.0,48161.0,48161.0,48161.0,1799.0,1426.0,1426.0,1426.0,-78.996582,-78.885002,-78.885002,-78.885002,-95.513519,-86.124435,-86.124435,-86.124435
1945.0,1945.0,1945.0,1945.0,48161.0,48161.0,48161.0,48161.0,1426.0,1426.0,1426.0,1426.0,-78.885002,-78.885002,-78.885002,-78.885002,-86.124435,-86.124435,-86.124435,-86.124435
1945.0,1945.0,1945.0,2248.0,48161.0,48161.0,48161.0,48413.0,1426.0,1426.0,1426.0,1584.0,-78.885002,-78.885002,-78.885002,-79.113342,-86.124435,-86.124435,-86.124435,-89.242507
2248.0,2248.0,2248.0,2248.0,48413.0,48413.0,48413.0,48413.0,1584.0,1584.0,1584.0,1584.0,-79.113342,-79.113342,-79.113342,-79.113342,-89.242507,-89.242507,-89.242507,-89.242507
2248.0,2248.0,2248.0,2248.0,48413.0,48413.0,48413.0,48413.0,1584.0,1584.0,1584.0,1584.0,-79.113342,-79.113342,-79.113342,-79.113342,-89.242507,-89.242507,-89.242507,-89.242507
2163.0,2163.0,2163.0,2163.0,47641.0,47641.0,47641.0,47641.0,1811.0,1811.0,1811.0,1811.0,-78.484573,-78.484573,-78.484573,-78.484573,-83.016075,-83.016075,-83.016075,-83.016075
2163.0,2163.0,2163.0,2163.0,47641.0,47641.0,47641.0,47641.0,1811.0,1811.0,1811.0,1811.0,-78.484573,-78.484573,-78.484573,-78.484573,-83.016075,-83.016075,-83.016075,-83.016075
2163.0,2163.0,2049.0,2049.0,47641.0,47641.0,47804.0,47804.0,1811.0,1811.0,1578.0,1578.0,-78.484573,-78.484573,-78.651969,-78.651969,-83.016075,-83.016075,-94.54853,-94.54853
2049.0,2049.0,2049.0,2049.0,47804.0,47804.0,47804.0,47804.0,1578.0,1578.0,1578.0,1578.0,-78.651969,-78.651969,-78.651969,-78.651969,-94.54853,-94.54853,-94.54853,-94.54853
2049.0,2049.0,2049.0,2073.0,47804.0,47804.0,47804.0,47963.0,1578.0,1578.0,1578.0,1495.0,-78.651969,-78.651969,-78.651969,-78.887115,-94.54853,-94.54853,-94.54853,-91.905281
2073.0,2073.0,2073.0,2073.0,47963.0,47963.0,47963.0,47963.0,1495.0,1495.0,1495.0,1495.0,-78.887115,-78.887115,-78.887115,-78.887115,-91.905281,-91.905281,-91.905281,-91.905281
2073.0,2073.0,2073.0,2073.0,47963.0,47963.0,47963.0,47963.0,1495.0,1495.0,1495.0,1495.0,-78.887115,-78.887115,-78.887115,-78.887115,-91.905281,-91.905281,-91.905281,-91.905281
1821.0,1821.0,1821.0,1821.0,47618.0,47618.0,47618.0,47618.0,1297.0,1297.0,1297.0,1297.0,-78.836547,-78.836547,-78.836547,-78.836547,-88.00785,-88.00785,-88.00785,-88.00785
1821.0,1821.0,1821.0,1821.0,47618.0,47618.0,47618.0,47618.0,1297.0,1297.0,1297.0,1297.0,-78.836547,-78.836547,-78.836547,-78.836547,-88.00785,-88.00785,-88.00785,-88.00785
1821.0,2104.0,2104.0,2104.0,47618.0,47778.0,47778.0,47778.0,1297.0,2242.0,2242.0,2242.0,-78.836547,-79.399436,-79.399436,-79.399436,-88.00785,-86.020782,-86.020782,-86.020782
2104.0,2104.0,2104.0,2104.0,47778.0,47778.0,47778.0,47778.0,2242.0,2242.0,2242.0,2242.0,-79.399436,-79.399436,-79.399436,-79.399436,-86.020782,-86.020782,-86.020782,-86.020782
2104.0,2104.0,2104.0,2225.0,47778.0,47778.0,47778.0,47911.0,2242.0,2242.0,2242.0,1970.0,-79.399436,-79.399436,-79.399436,-78.772079,-86.020782,-86.020782,-86.020782,-89.104209
2225.0,2225.0,2225.0,2225.0,47911.0,47911.0,47911.0,47911.0,1970.0,1970.0,1970.0,1970.0,-78.772079,-78.772079,-78.772079,-78.772079,-89.104209,-89.104209,-89.104209,-89.104209
2225.0,2225.0,2225.0,2225.0,47911.0,47911.0,47911.0,47911.0,1970.0,1970.0,1970.0,1970.0,-78.772079,-78.772079,-78.772079,-78.772079,-89.104209,-89.104209,-89.104209,-89.104209
2190.0,2190.0,2190.0,2190.0,47992.0,47992.0,47992.0,47992.0,1981.0,1981.0,1981.0,1981.0,-78.529235,-78.529235,-78.529235,-78.529235,-92.652114,-92.652114,-92.652114,-92.652114
2190.0,2190.0,2190.0,2190.0,47992.0,47992.0,47992.0,47992.0,1981.0,1981.0,1981.0,1981.0,-78.529235,-78.529235,-78.529235,-78.529235,-92.652114,-92.652114,-92.652114,-92.652114
2190.0,2150.0,2150.0,2150.0,47992.0,48099.0,48099.0,48099.0,1981.0,1978.0,1978.0,1978.0,-78.529235,-78.598098,-78.598098,-78.598098,-92.652114,-83.899475,-83.899475,-83.899475
2150.0,2150.0,2150.0,2150.0,48099.0,48099.0,48099.0,48099.0,1978.0,1978.0,1978.0,1978.0,-78.598098,-78.598098,-78.598098,-78.598098,-83.899475,-83.899475,-83.899475,-83.899475
2150.0,2150.0,1993.0,1993.0,48099.0,48099.0,48268.0,48268.0,1978.0,1978.0,1690.0,1690.0,-78.598098,-78.598098,-78.678154,-78.678154,-83.899475,-83.899475,-81.774879,-81.774879
1993.0,1993.0,1993.0,1993.0,48268.0,48268.0,48268.0,48268.0,1690.0,1690.0,1690.0,1690.0,-78.678154,-78.678154,-78.678154,-78.678154,-81.774879,-81.774879,-81.774879,-81.774879
1993.0,1993.0,1993.0,1993.0,48268.0,48268.0,48268.0,48268.0,1690.0,1690.0,1690.0,1690.0,-78.678154,-78.678154,-78.678154,-78.678154,-81.774879,-81.774879,-81.774879,-81.774879
1987.0,1987.0,1987.0,1987.0,48422.0,48422.0,48422.0,48422.0,1865.0,1865.0,1865.0,1865.0,-79.007469,-79.007469,-79.007469,-79.007469,-83.535591,-83.535591,-83.535591,-83.535591
1987.0,1987.0,1987.0,1987.0,48422.0,48422.0,48422.0,48422.0,1865.0,1865.0,1865.0,1865.0,-79.007469,-79.007469,-79.007469,-79.007469,-83.535591,-83.535591,-83.535591,-83.535591
1987.0,1893.0,1893.0,1893.0,48422.0,48022.0,48022.0,48022.0,1865.0,1807.0,1807.0,1807.0,-79.007469,-79.020561,-79.020561,-79.020561,-83.535591,-86.340278,-86.340278,-86.340278
1893.0,1893.0,1893.0,1893.0,48022.0,48022.0,48022.0,48022.0,1807.0,1807.0,1807.0,1807.0,-79.020561,-79.020561,-79.020561,-79.020561,-86.340278,-86.340278,-86.340278,-86.340278
1893.0,1893.0,1984.0,1984.0,48022.0,48022.0,47855.0,47855.0,1807.0,1807.0,1630.0,1630.0,-79.020561,-79.020561,-79.231033,-79.231033,-86.340278,-86.340278,-82.346984,-82.346984
1984.0,1984.0,1984.0,1984.0,47855.0,47855.0,47855.0,47855.0,1630.0,1630.0,1630.0,1630.0,-79.231033,-79.231033,-79.231033,-79.231033,-82.346984,-82.346984,-82.346984,-82.346984
1984.0,1984.0,1984.0,2044.0,47855.0,47855.0,47855.0,48022.0,1630.0,1630.0,1630.0,1710.0,-79.231033,-79.231033,-79.231033,-79.027122,-82.346984,-82.346984,-82.346984,-93.54071
2044.0,2044.0,2044.0,2044.0,48022.0,48022.0,48022.0,48022.0,1710.0,1710.0,1710.0,1710.0,-79.027122,-79.027122,-79.027122,-79.027122,-93.54071,-93.54071,-93.54071,-93.54071
2044.0,2044.0,2044.0,2044.0,48022.0,48022.0,48022.0,48022.0,1710.0,1710.0,1710.0,1710.0,-79.027122,-79.027122,-79.027122,-79.027122,-93.54071,-93.54071,-93.54071,-93.54071
2044.0,1977.0,1977.0,1977.0,48022.0,47661.0,47661.0,47661.0,1710.0,1658.0,1658.0,1658.0,-79.027122,-78.897727,-78.897727,-78.897727,-93.54071,-93.538009,-93.538009,-93.538009
1977.0,1977.0,1977.0,1977.0,47661.0,47661.0,47661.0,47661.0,1658.0,1658.0,1658.0,1658.0,-78.897727,-78.897727,-78.897727,-78.897727,-93.538009,-93.538009,-93.538009,-93.538009
1977.0,1977.0,2038.0,2038.0,47661.0,47661.0,47811.0,47811.0,1658.0,1658.0,1816.0,1816.0,-78.897727,-78.897727,-79.042472,-79.042472,-93.538009,-93.538009,-91.385574,-91.385574
2038.0,2038.0,2038.0,2038.0,47811.0,47811.0,47811.0,47811.0,1816.0,1816.0,1816.0,1816.0,-79.042472,-79.042472,-79.042472,-79.042472,-91.385574,-91.385574,-91.385574,-91.385574
2038.0,2038.0,2038.0,1918.0,47811.0,47811.0,47811.0,47960.0,1816.0,1816.0,1816.0,2076.0,-79.042472,-79.042472,-79.042472,-78.910499,-91.385574,-91.385574,-91.385574,-84.196777
1918.0,1918.0,1918.0,1918.0,47960.0,47960.0,47960.0,47960.0,2076.0,2076.0,2076.0,2076.0,-78.910499,-78.910499,-78.910499,-78.910499,-84.196777,-84.196777,-84.196777,-84.196777
1918.0,1918.0,1918.0,1918.0,47960.0,47960.0,47960.0,47960.0,2076.0,2076.0,2076.0,2076.0,-78.910499,-78.910499,-78.910499,-78.910499,-84.196777,-84.196777,-84.196777,-84.196777
2118.0,2118.0,2118.0,2118.0,48086.0,48086.0,48086.0,48086.0,1711.0,1711.0,1711.0,1711.0,-79.174049,-79.174049,-79.174049,-79.174049,-82.910362,-82.910362,-82.910362,-82.910362
2118.0,2118.0,2118.0,2118.0,48086.0,48086.0,48086.0,48086.0,1711.0,1711.0,1711.0,1711.0,-79.174049,-79.174049,-79.174049,-79.174049,-82.910362,-82.910362,-82.910362,-82.910362
2118.0,1882.0,1882.0,1882.0,48086.0,47717.0,47717.0,47717.0,1711.0,1648.0,1648.0,1648.0,-79.174049,-78.743278,-78.743278,-78.743278,-82.910362,-82.684768,-82.684768,-82.684768
1882.0,1882.0,1882.0,1882.0,47717.0,47717.0,47717.0,47717.0,1648.0,1648.0,1648.0,1648.0,-78.743278,-78.743278,-78.743278,-78.743278,-82.684768,-82.684768,-82.684768,-82.684768
1882.0,1882.0,1882.0,2046.0,47717.0,47717.0,47717.0,47864.0,1648.0,1648.0,1648.0,1570.0,-78.743278,-78.743278,-78.743278,-79.25634,-82.684768,-82.684768,-82.684768,-83.669303
2046.0,2046.0,2046.0,2046.0,47864.0,47864.0,47864.0,47864.0,1570.0,1570.0,1570.0,1570.0,-79.25634,-79.25634,-79.25634,-79.25634,-83.669303,-83.669303,-83.669303,-83.669303
2046.0,2046.0,2046.0,2046.0,47864.0,47864.0,47864.0,47864.0,1570.0,1570.0,1570.0,1570.0,-79.25634,-79.25634,-79.25634,-79.25634,-83.669303,-83.669303,-83.669303,-83.669303
2087.0,2087.0,2087.0,2087.0,48009.0,48009.0,48009.0,48009.0,1991.0,1991.0,1991.0,1991.0,-78.893486,-78.893486,-78.893486,-78.893486,-83.143577,-83.143577,-83.143577,-83.143577
2087.0,2087.0,2087.0,2087.0,48009.0,48009.0,48009.0,48009.0,1991.0,1991.0,1991.0,1991.0,-78.893486,-78.893486,-78.893486,-78.893486,-83.143577,-83.143577,-83.143577,-83.143577
