CIR,CIR,CIR,CIR,FirstPathPL,FirstPathPL,FirstPathPL,FirstPathPL,maxNoise,maxNoise,maxNoise,maxNoise,RX_level,RX_level,RX_level,RX_level,FPPL,FPPL,FPPL,FPPL
1824.0,2197.0,2197.0,2197.0,47891.0,47693.0,47693.0,47693.0,1634.0,1729.0,1729.0,1729.0,-79.169525,-79.392288,-79.392288,-79.392288,-83.596176,-84.084022,-84.084022,-84.084022
2197.0,2197.0,2197.0,2197.0,47693.0,47693.0,47693.0,47693.0,1729.0,1729.0,1729.0,1729.0,-79.392288,-79.392288,-79.392288,-79.392288,-84.084022,-84.084022,-84.084022,-84.084022
2197.0,1920.0,1920.0,1920.0,47693.0,47994.0,47994.0,47994.0,1729.0,1486.0,1486.0,1486.0,-79.392288,-78.584236,-78.584236,-78.584236,-84.084022,-83.288841,-83.288841,-83.288841
1920.0,1920.0,1920.0,1920.0,47994.0,47994.0,47994.0,47994.0,1486.0,1486.0,1486.0,1486.0,-78.584236,-78.584236,-78.584236,-78.584236,-83.288841,-83.288841,-83.288841,-83.288841
1920.0,1920.0,1920.0,1926.0,47994.0,47994.0,47994.0,47788.0,1486.0,1486.0,1486.0,1897.0,-78.584236,-78.584236,-78.584236,-79.169525,-83.288841,-83.288841,-83.288841,-83.383003
1926.0,1926.0,1926.0,1926.0,47788.0,47788.0,47788.0,47788.0,1897.0,1897.0,1897.0,1897.0,-79.169525,-79.169525,-79.169525,-79.169525,-83.383003,-83.383003,-83.383003,-83.383003
1926.0,1926.0,1926.0,1795.0,47788.0,47788.0,47788.0,48106.0,1897.0,1897.0,1897.0,1638.0,-79.169525,-79.169525,-79.169525,-79.155975,-83.383003,-83.383003,-83.383003,-83.223144
1795.0,1795.0,1795.0,1795.0,48106.0,48106.0,48106.0,48106.0,1638.0,1638.0,1638.0,1638.0,-79.155975,-79.155975,-79.155975,-79.155975,-83.223144,-83.223144,-83.223144,-83.223144
1795.0,1795.0,1795.0,1795.0,48106.0,48106.0,48106.0,48106.0,1638.0,1638.0,1638.0,1638.0,-79.155975,-79.155975,-79.155975,-79.155975,-83.223144,-83.223144,-83.223144,-83.223144
1795.0,2204.0,2204.0,2204.0,48106.0,47908.0,47908.0,47908.0,1638.0,1532.0,1532.0,1532.0,-79.155975,-79.461891,-79.461891,-79.461891,-83.223144,-83.87619,-83.87619,-83.87619
2204.0,2204.0,2204.0,2204.0,47908.0,47908.0,47908.0,47908.0,1532.0,1532.0,1532.0,1532.0,-79.461891,-79.461891,-79.461891,-79.461891,-83.87619,-83.87619,-83.87619,-83.87619
2204.0,1939.0,1939.0,1939.0,47908.0,47714.0,47714.0,47714.0,1532.0,1506.0,1506.0,1506.0,-79.461891,-78.570419,-78.570419,-78.570419,-83.87619,-82.319725,-82.319725,-82.319725
1939.0,1939.0,1939.0,1939.0,47714.0,47714.0,47714.0,47714.0,1506.0,1506.0,1506.0,1506.0,-78.570419,-78.570419,-78.570419,-78.570419,-82.319725,-82.319725,-82.319725,-82.319725
1939.0,1939.0,2092.0,2092.0,47714.0,47714.0,48023.0,48023.0,1506.0,1506.0,1808.0,1808.0,-78.570419,-78.570419,-79.126762,-79.126762,-82.319725,-82.319725,-82.391059,-82.391059
2092.0,2092.0,2092.0,2092.0,48023.0,48023.0,48023.0,48023.0,1808.0,1808.0,1808.0,1808.0,-79.126762,-79.126762,-79.126762,-79.126762,-82.391059,-82.391059,-82.391059,-82.391059
2092.0,2092.0,2092.0,1900.0,48023.0,48023.0,48023.0,47810.0,1808.0,1808.0,1808.0,1519.0,-79.126762,-79.126762,-79.126762,-78.79692,-82.391059,-82.391059,-82.391059,-83.168052
1900.0,1900.0,1900.0,1900.0,47810.0,47810.0,47810.0,47810.0,1519.0,1519.0,1519.0,1519.0,-78.79692,-78.79692,-78.79692,-78.79692,-83.168052,-83.168052,-83.168052,-83.168052
1900.0,1900.0,1900.0,1900.0,47810.0,47810.0,47810.0,47810.0,1519.0,1519.0,1519.0,1519.0,-78.79692,-78.79692,-78.79692,-78.79692,-83.168052,-83.168052,-83.168052,-83.168052
1900.0,2102.0,2102.0,2102.0,47810.0,47617.0,47617.0,47617.0,1519.0,1686.0,1686.0,1686.0,-78.79692,-79.215003,-79.215003,-79.215003,-83.168052,-83.280029,-83.280029,-83.280029
2102.0,2102.0,2102.0,2102.0,47617.0,47617.0,47617.0,47617.0,1686.0,1686.0,1686.0,1686.0,-79.215003,-79.215003,-79.215003,-79.215003,-83.280029,-83.280029,-83.280029,-83.280029
2102.0,2008.0,2008.0,2008.0,47617.0,47930.0,47930.0,47930.0,1686.0,1487.0,1487.0,1487.0,-79.215003,-78.776214,-78.776214,-78.776214,-83.280029,-82.909362,-82.909362,-82.909362
2008.0,2008.0,2008.0,2008.0,47930.0,47930.0,47930.0,47930.0,1487.0,1487.0,1487.0,1487.0,-78.776214,-78.776214,-78.776214,-78.776214,-82.909362,-82.909362,-82.909362,-82.909362
2018.0,2018.0,2018.0,2018.0,47745.0,47745.0,47745.0,47745.0,1612.0,1612.0,1612.0,1612.0,-78.974899,-78.974899,-78.974899,-78.974899,-82.024101,-82.024101,-82.024101,-82.024101
2018.0,2018.0,2018.0,2018.0,47745.0,47745.0,47745.0,47745.0,1612.0,1612.0,1612.0,1612.0,-78.974899,-78.974899,-78.974899,-78.974899,-82.024101,-82.024101,-82.024101,-82.024101
2018.0,2018.0,1996.0,1996.0,47745.0,47745.0,48043.0,48043.0,1612.0,1612.0,1677.0,1677.0,-78.974899,-78.974899,-78.953323,-78.953323,-82.024101,-82.024101,-83.159896,-83.159896
1996.0,1996.0,1996.0,1996.0,48043.0,48043.0,48043.0,48043.0,1677.0,1677.0,1677.0,1677.0,-78.953323,-78.953323,-78.953323,-78.953323,-83.159896,-83.159896,-83.159896,-83.159896
1996.0,1996.0,1996.0,2301.0,48043.0,48043.0,48043.0,47842.0,1677.0,1677.0,1677.0,1868.0,-78.953323,-78.953323,-78.953323,-79.00093,-83.159896,-83.159896,-83.159896,-82.043411
2301.0,2301.0,2301.0,2301.0,47842.0,47842.0,47842.0,47842.0,1868.0,1868.0,1868.0,1868.0,-79.00093,-79.00093,-79.00093,-79.00093,-82.043411,-82.043411,-82.043411,-82.043411
2301.0,2301.0,2301.0,2301.0,47842.0,47842.0,47842.0,47842.0,1868.0,1868.0,1868.0,1868.0,-79.00093,-79.00093,-79.00093,-79.00093,-82.043411,-82.043411,-82.043411,-82.043411
2171.0,2171.0,2171.0,2171.0,47647.0,47647.0,47647.0,47647.0,1582.0,1582.0,1582.0,1582.0,-78.383369,-78.383369,-78.383369,-78.383369,-82.261466,-82.261466,-82.261466,-82.261466
2171.0,2171.0,2171.0,2171.0,47647.0,47647.0,47647.0,47647.0,1582.0,1582.0,1582.0,1582.0,-78.383369,-78.383369,-78.383369,-78.383369,-82.261466,-82.261466,-82.261466,-82.261466
1959.0,1959.0,1959.0,1959.0,47965.0,47965.0,47965.0,47965.0,1534.0,1534.0,1534.0,1534.0,-78.63594,-78.63594,-78.63594,-78.63594,-81.942482,-81.942482,-81.942482,-81.942482
1959.0,1959.0,1959.0,1959.0,47965.0,47965.0,47965.0,47965.0,1534.0,1534.0,1534.0,1534.0,-78.63594,-78.63594,-78.63594,-78.63594,-81.942482,-81.942482,-81.942482,-81.942482
1959.0,2033.0,2033.0,2033.0,47965.0,47769.0,47769.0,47769.0,1534.0,1682.0,1682.0,1682.0,-78.63594,-79.082191,-79.082191,-79.082191,-81.942482,-84.404228,-84.404228,-84.404228
2033.0,2033.0,2033.0,2033.0,47769.0,47769.0,47769.0,47769.0,1682.0,1682.0,1682.0,1682.0,-79.082191,-79.082191,-79.082191,-79.082191,-84.404228,-84.404228,-84.404228,-84.404228
2033.0,2033.0,2033.0,1977.0,47769.0,47769.0,47769.0,48083.0,1682.0,1682.0,1682.0,1617.0,-79.082191,-79.082191,-79.082191,-78.921165,-84.404228,-84.404228,-84.404228,-82.937248
1977.0,1977.0,1977.0,1977.0,48083.0,48083.0,48083.0,48083.0,1617.0,1617.0,1617.0,1617.0,-78.921165,-78.921165,-78.921165,-78.921165,-82.937248,-82.937248,-82.937248,-82.937248
1977.0,1977.0,1977.0,1977.0,48083.0,48083.0,48083.0,48083.0,1617.0,1617.0,1617.0,1617.0,-78.921165,-78.921165,-78.921165,-78.921165,-82.937248,-82.937248,-82.937248,-82.937248
2177.0,2177.0,2177.0,2177.0,47882.0,47882.0,47882.0,47882.0,1655.0,1655.0,1655.0,1655.0,-79.042472,-79.042472,-79.042472,-79.042472,-83.343742,-83.343742,-83.343742,-83.343742
2177.0,2177.0,2177.0,2177.0,47882.0,47882.0,47882.0,47882.0,1655.0,1655.0,1655.0,1655.0,-79.042472,-79.042472,-79.042472,-79.042472,-83.343742,-83.343742,-83.343742,-83.343742
2177.0,1811.0,1811.0,1811.0,47882.0,47694.0,47694.0,47694.0,1655.0,1472.0,1472.0,1472.0,-79.042472,-78.623954,-78.623954,-78.623954,-83.343742,-81.728843,-81.728843,-81.728843
1811.0,1811.0,1811.0,1811.0,47694.0,47694.0,47694.0,47694.0,1472.0,1472.0,1472.0,1472.0,-78.623954,-78.623954,-78.623954,-78.623954,-81.728843,-81.728843,-81.728843,-81.728843
1811.0,1811.0,1811.0,2156.0,47694.0,47694.0,47694.0,48020.0,1472.0,1472.0,1472.0,1594.0,-78.623954,-78.623954,-78.623954,-79.423355,-81.728843,-81.728843,-81.728843,-83.744857
2156.0,2156.0,2156.0,2156.0,48020.0,48020.0,48020.0,48020.0,1594.0,1594.0,1594.0,1594.0,-79.423355,-79.423355,-79.423355,-79.423355,-83.744857,-83.744857,-83.744857,-83.744857
2156.0,2156.0,2156.0,2156.0,48020.0,48020.0,48020.0,48020.0,1594.0,1594.0,1594.0,1594.0,-79.423355,-79.423355,-79.423355,-79.423355,-83.744857,-83.744857,-83.744857,-83.744857
1987.0,1987.0,1987.0,1987.0,47824.0,47824.0,47824.0,47824.0,1972.0,1972.0,1972.0,1972.0,-78.666053,-78.666053,-78.666053,-78.666053,-82.641952,-82.641952,-82.641952,-82.641952
1987.0,1987.0,1987.0,1987.0,47824.0,47824.0,47824.0,47824.0,1972.0,1972.0,1972.0,1972.0,-78.666053,-78.666053,-78.666053,-78.666053,-82.641952,-82.641952,-82.641952,-82.641952
1987.0,2049.0,2049.0,2049.0,47824.0,47629.0,47629.0,47629.0,1972.0,1686.0,1686.0,1686.0,-78.666053,-79.020561,-79.020561,-79.020561,-82.641952,-83.532234,-83.532234,-83.532234
2049.0,2049.0,2049.0,2049.0,47629.0,47629.0,47629.0,47629.0,1686.0,1686.0,1686.0,1686.0,-79.020561,-79.020561,-79.020561,-79.020561,-83.532234,-83.532234,-83.532234,-83.532234
2049.0,2049.0,2049.0,2224.0,47629.0,47629.0,47629.0,47938.0,1686.0,1686.0,1686.0,1711.0,-79.020561,-79.020561,-79.020561,-78.887115,-83.532234,-83.532234,-83.532234,-82.623916
2224.0,2224.0,2224.0,2224.0,47938.0,47938.0,47938.0,47938.0,1711.0,1711.0,1711.0,1711.0,-78.887115,-78.887115,-78.887115,-78.887115,-82.623916,-82.623916,-82.623916,-82.623916
2224.0,2224.0,2224.0,2224.0,47938.0,47938.0,47938.0,47938.0,1711.0,1711.0,1711.0,1711.0,-78.887115,-78.887115,-78.887115,-78.887115,-82.623916,-82.623916,-82.623916,-82.623916
1892.0,1892.0,1892.0,1892.0,47751.0,47751.0,47751.0,47751.0,1688.0,1688.0,1688.0,1688.0,-78.531188,-78.531188,-78.531188,-78.531188,-82.915939,-82.915939,-82.915939,-82.915939
1892.0,1892.0,1892.0,1892.0,47751.0,47751.0,47751.0,47751.0,1688.0,1688.0,1688.0,1688.0,-78.531188,-78.531188,-78.531188,-78.531188,-82.915939,-82.915939,-82.915939,-82.915939
1892.0,2282.0,2282.0,2282.0,47751.0,48060.0,48060.0,48060.0,1688.0,2070.0,2070.0,2070.0,-78.531188,-79.233329,-79.233329,-79.233329,-82.915939,-83.279899,-83.279899,-83.279899
2282.0,2282.0,2282.0,2282.0,48060.0,48060.0,48060.0,48060.0,2070.0,2070.0,2070.0,2070.0,-79.233329,-79.233329,-79.233329,-79.233329,-83.279899,-83.279899,-83.279899,-83.279899
2282.0,2282.0,1956.0,1956.0,48060.0,48060.0,47869.0,47869.0,2070.0,2070.0,1482.0,1482.0,-79.233329,-79.233329,-78.41938,-78.41938,-83.279899,-83.279899,-82.127273,-82.127273
1956.0,1956.0,1956.0,1956.0,47869.0,47869.0,47869.0,47869.0,1482.0,1482.0,1482.0,1482.0,-78.41938,-78.41938,-78.41938,-78.41938,-82.127273,-82.127273,-82.127273,-82.127273
1956.0,1956.0,1956.0,2045.0,47869.0,47869.0,47869.0,47683.0,1482.0,1482.0,1482.0,1644.0,-78.41938,-78.41938,-78.41938,-79.088851,-82.127273,-82.127273,-82.127273,-82.089172
2045.0,2045.0,2045.0,2045.0,47683.0,47683.0,47683.0,47683.0,1644.0,1644.0,1644.0,1644.0,-79.088851,-79.088851,-79.088851,-79.088851,-82.089172,-82.089172,-82.089172,-82.089172
2045.0,2045.0,2045.0,2045.0,47683.0,47683.0,47683.0,47683.0,1644.0,1644.0,1644.0,1644.0,-79.088851,-79.088851,-79.088851,-79.088851,-82.089172,-82.089172,-82.089172,-82.089172
2252.0,2252.0,2252.0,2252.0,48010.0,48010.0,48010.0,48010.0,1872.0,1872.0,1872.0,1872.0,-78.895607,-78.895607,-78.895607,-78.895607,-82.206031,-82.206031,-82.206031,-82.206031
2252.0,2252.0,2252.0,2252.0,48010.0,48010.0,48010.0,48010.0,1872.0,1872.0,1872.0,1872.0,-78.895607,-78.895607,-78.895607,-78.895607,-82.206031,-82.206031,-82.206031,-82.206031
2252.0,2094.0,2094.0,2094.0,48010.0,47811.0,47811.0,47811.0,1872.0,1876.0,1876.0,1876.0,-78.895607,-78.476852,-78.476852,-78.476852,-82.206031,-83.153244,-83.153244,-83.153244
2094.0,2094.0,2094.0,2094.0,47811.0,47811.0,47811.0,47811.0,1876.0,1876.0,1876.0,1876.0,-78.476852,-78.476852,-78.476852,-78.476852,-83.153244,-83.153244,-83.153244,-83.153244
2094.0,2094.0,2094.0,2089.0,47811.0,47811.0,47811.0,47618.0,1876.0,1876.0,1876.0,1809.0,-78.476852,-78.476852,-78.476852,-78.79277,-83.153244,-83.153244,-83.153244,-81.957412
2089.0,2089.0,2089.0,2089.0,47618.0,47618.0,47618.0,47618.0,1809.0,1809.0,1809.0,1809.0,-78.79277,-78.79277,-78.79277,-78.79277,-81.957412,-81.957412,-81.957412,-81.957412
2089.0,2089.0,2089.0,2089.0,47618.0,47618.0,47618.0,47618.0,1809.0,1809.0,1809.0,1809.0,-78.79277,-78.79277,-78.79277,-78.79277,-81.957412,-81.957412,-81.957412,-81.957412
2173.0,2173.0,2173.0,2173.0,47942.0,47942.0,47942.0,47942.0,2148.0,2148.0,2148.0,2148.0,-78.803154,-78.803154,-78.803154,-78.803154,-83.138046,-83.138046,-83.138046,-83.138046
2173.0,2173.0,2173.0,2173.0,47942.0,47942.0,47942.0,47942.0,2148.0,2148.0,2148.0,2148.0,-78.803154,-78.803154,-78.803154,-78.803154,-83.138046,-83.138046,-83.138046,-83.138046
2173.0,2021.0,2021.0,2021.0,47942.0,47744.0,47744.0,47744.0,2148.0,1714.0,1714.0,1714.0,-78.803154,-78.631942,-78.631942,-78.631942,-83.138046,-81.391654,-81.391654,-81.391654
2021.0,2021.0,2021.0,2021.0,47744.0,47744.0,47744.0,47744.0,1714.0,1714.0,1714.0,1714.0,-78.631942,-78.631942,-78.631942,-78.631942,-81.391654,-81.391654,-81.391654,-81.391654
2021.0,2021.0,2021.0,1906.0,47744.0,47744.0,47744.0,48064.0,1714.0,1714.0,1714.0,1649.0,-78.631942,-78.631942,-78.631942,-78.946876,-81.391654,-81.391654,-81.391654,-83.396339
1906.0,1906.0,1906.0,1906.0,48064.0,48064.0,48064.0,48064.0,1649.0,1649.0,1649.0,1649.0,-78.946876,-78.946876,-78.946876,-78.946876,-83.396339,-83.396339,-83.396339,-83.396339
1906.0,1906.0,1906.0,2085.0,48064.0,48064.0,48064.0,47874.0,1649.0,1649.0,1649.0,1328.0,-78.946876,-78.946876,-78.946876,-79.201309,-83.396339,-83.396339,-83.396339,-85.611228
2085.0,2085.0,2085.0,2085.0,47874.0,47874.0,47874.0,47874.0,1328.0,1328.0,1328.0,1328.0,-79.201309,-79.201309,-79.201309,-79.201309,-85.611228,-85.611228,-85.611228,-85.611228
2085.0,2085.0,2085.0,2085.0,47874.0,47874.0,47874.0,47874.0,1328.0,1328.0,1328.0,1328.0,-79.201309,-79.201309,-79.201309,-79.201309,-85.611228,-85.611228,-85.611228,-85.611228
2155.0,2155.0,2155.0,2155.0,47687.0,47687.0,47687.0,47687.0,2035.0,2035.0,2035.0,2035.0,-78.811477,-78.811477,-78.811477,-78.811477,-84.304275,-84.304275,-84.304275,-84.304275
2155.0,2155.0,2155.0,2155.0,47687.0,47687.0,47687.0,47687.0,2035.0,2035.0,2035.0,2035.0,-78.811477,-78.811477,-78.811477,-78.811477,-84.304275,-84.304275,-84.304275,-84.304275
2155.0,2155.0,2094.0,2094.0,47687.0,47687.0,48021.0,48021.0,2035.0,2035.0,1682.0,1682.0,-78.811477,-78.811477,-78.668067,-78.668067,-84.304275,-84.304275,-82.238342,-82.238342
2094.0,2094.0,2094.0,2094.0,48021.0,48021.0,48021.0,48021.0,1682.0,1682.0,1682.0,1682.0,-78.668067,-78.668067,-78.668067,-78.668067,-82.238342,-82.238342,-82.238342,-82.238342
2094.0,2094.0,2094.0,1992.0,48021.0,48021.0,48021.0,47823.0,1682.0,1682.0,1682.0,1856.0,-78.668067,-78.668067,-78.668067,-78.79277,-82.238342,-82.238342,-82.238342,-83.735847
1992.0,1992.0,1992.0,1992.0,47823.0,47823.0,47823.0,47823.0,1856.0,1856.0,1856.0,1856.0,-78.79277,-78.79277,-78.79277,-78.79277,-83.735847,-83.735847,-83.735847,-83.735847
1992.0,1992.0,1992.0,1992.0,47823.0,47823.0,47823.0,47823.0,1856.0,1856.0,1856.0,1856.0,-78.79277,-78.79277,-78.79277,-78.79277,-83.735847,-83.735847,-83.735847,-83.735847
1992.0,2008.0,2008.0,2008.0,47823.0,47627.0,47627.0,47627.0,1856.0,1569.0,1569.0,1569.0,-78.79277,-79.009643,-79.009643,-79.009643,-83.735847,-82.686859,-82.686859,-82.686859
2008.0,2008.0,2008.0,2008.0,47627.0,47627.0,47627.0,47627.0,1569.0,1569.0,1569.0,1569.0,-79.009643,-79.009643,-79.009643,-79.009643,-82.686859,-82.686859,-82.686859,-82.686859
2008.0,2008.0,2048.0,2048.0,47627.0,47627.0,47926.0,47926.0,1569.0,1569.0,1645.0,1645.0,-79.009643,-79.009643,-78.974899,-78.974899,-82.686859,-82.686859,-83.201927,-83.201927
2048.0,2048.0,2048.0,2048.0,47926.0,47926.0,47926.0,47926.0,1645.0,1645.0,1645.0,1645.0,-78.974899,-78.974899,-78.974899,-78.974899,-83.201927,-83.201927,-83.201927,-83.201927
2048.0,2048.0,2048.0,1848.0,47926.0,47926.0,47926.0,47762.0,1645.0,1645.0,1645.0,1987.0,-78.974899,-78.974899,-78.974899,-78.889236,-83.201927,-83.201927,-83.201927,-84.442398
1848.0,1848.0,1848.0,1848.0,47762.0,47762.0,47762.0,47762.0,1987.0,1987.0,1987.0,1987.0,-78.889236,-78.889236,-78.889236,-78.889236,-84.442398,-84.442398,-84.442398,-84.442398
1848.0,1848.0,1848.0,1848.0,47762.0,47762.0,47762.0,47762.0,1987.0,1987.0,1987.0,1987.0,-78.889236,-78.889236,-78.889236,-78.889236,-84.442398,-84.442398,-84.442398,-84.442398
1848.0,1926.0,1926.0,1926.0,47762.0,48075.0,48075.0,48075.0,1987.0,1644.0,1644.0,1644.0,-78.889236,-79.155975,-79.155975,-79.155975,-84.442398,-89.899429,-89.899429,-89.899429
1926.0,1926.0,1926.0,1926.0,48075.0,48075.0,48075.0,48075.0,1644.0,1644.0,1644.0,1644.0,-79.155975,-79.155975,-79.155975,-79.155975,-89.899429,-89.899429,-89.899429,-89.899429
1926.0,1926.0,1981.0,1981.0,48075.0,48075.0,47939.0,47939.0,1644.0,1644.0,1656.0,1656.0,-79.155975,-79.155975,-79.155975,-79.155975,-89.899429,-89.899429,-88.183731,-88.183731
1981.0,1981.0,1981.0,1981.0,47939.0,47939.0,47939.0,47939.0,1656.0,1656.0,1656.0,1656.0,-79.155975,-79.155975,-79.155975,-79.155975,-88.183731,-88.183731,-88.183731,-88.183731
1981.0,1981.0,1981.0,2064.0,47939.0,47939.0,47939.0,47765.0,1656.0,1656.0,1656.0,1523.0,-79.155975,-79.155975,-79.155975,-79.033691,-88.183731,-88.183731,-88.183731,-85.7033
2064.0,2064.0,2064.0,2064.0,47765.0,47765.0,47765.0,47765.0,1523.0,1523.0,1523.0,1523.0,-79.033691,-79.033691,-79.033691,-79.033691,-85.7033,-85.7033,-85.7033,-85.7033
2064.0,2064.0,2064.0,2064.0,47765.0,47765.0,47765.0,47765.0,1523.0,1523.0,1523.0,1523.0,-79.033691,-79.033691,-79.033691,-79.033691,-85.7033,-85.7033,-85.7033,-85.7033
2064.0,2252.0,2252.0,2252.0,47765.0,47622.0,47622.0,47622.0,1523.0,1691.0,1691.0,1691.0,-79.033691,-78.855438,-78.855438,-78.855438,-85.7033,-84.626625,-84.626625,-84.626625
