acquisition,RX_level,RX_difference,F2_std_noise,std_noise
0,-79.267898,5.337639,9.491667,60.0
0,-79.267898,5.337639,9.491667,60.0
0,-79.267898,5.337639,9.491667,60.0
0,-79.267898,5.337639,9.491667,60.0
1,-79.267898,5.337639,9.491667,60.0
1,-79.267898,5.337639,9.491667,60.0
1,-79.155975,2.789948,12.739286,56.0
1,-79.155975,2.789948,12.739286,56.0
2,-79.155975,2.789948,12.739286,56.0
2,-79.155975,2.789948,12.739286,56.0
2,-78.724861,2.758316,11.132353,68.0
2,-78.724861,2.758316,11.132353,68.0
3,-78.724861,2.758316,11.132353,68.0
3,-78.724861,2.758316,11.132353,68.0
3,-78.724861,2.758316,11.132353,68.0
3,-78.82608,2.503395,13.767858,56.0
4,-78.82608,2.503395,13.767858,56.0
4,-78.82608,2.503395,13.767858,56.0
4,-78.82608,2.503395,13.767858,56.0
4,-79.011825,2.828224,12.365,60.0
5,-79.011825,2.828224,12.365,60.0
5,-79.011825,2.828224,12.365,60.0
5,-79.011825,2.828224,12.365,60.0
5,-79.011825,2.828224,12.365,60.0
6,-79.016189,2.613136,14.350001,52.0
6,-79.016189,2.613136,14.350001,52.0
6,-79.016189,2.613136,14.350001,52.0
6,-79.016189,2.613136,14.350001,52.0
7,-78.627944,2.737732,12.146667,60.0
7,-78.627944,2.737732,12.146667,60.0
7,-78.627944,2.737732,12.146667,60.0
7,-78.627944,2.737732,12.146667,60.0
8,-78.627944,2.737732,12.146667,60.0
8,-79.09552,2.938538,11.630001,60.0
8,-79.09552,2.938538,11.630001,60.0
8,-79.09552,2.938538,11.630001,60.0
9,-79.09552,2.938538,11.630001,60.0
9,-78.859649,2.776566,13.648215,56.0
9,-78.859649,2.776566,13.648215,56.0
9,-78.859649,2.776566,13.648215,56.0
10,-78.859649,2.776566,13.648215,56.0
10,-78.859649,2.776566,13.648215,56.0
10,-79.040275,2.611862,15.758334,48.0
10,-79.040275,2.611862,15.758334,48.0
11,-79.040275,2.611862,15.758334,48.0
11,-79.040275,2.611862,15.758334,48.0
11,-78.672096,3.116425,14.384615,52.0
11,-78.672096,3.116425,14.384615,52.0
12,-78.672096,3.116425,14.384615,52.0
12,-78.672096,3.116425,14.384615,52.0
12,-78.672096,3.116425,14.384615,52.0
12,-78.788627,3.030472,10.961765,68.0
13,-78.788627,3.030472,10.961765,68.0
13,-78.788627,3.030472,10.961765,68.0
13,-78.788627,3.030472,10.961765,68.0
13,-78.836547,3.172974,11.803334,60.0
14,-78.836547,3.172974,11.803334,60.0
14,-78.836547,3.172974,11.803334,60.0
14,-78.836547,3.172974,11.803334,60.0
14,-78.836547,3.172974,11.803334,60.0
15,-78.74533,2.87252,14.292308,52.0
15,-78.74533,2.87252,14.292308,52.0
15,-78.74533,2.87252,14.292308,52.0
15,-78.74533,2.87252,14.292308,52.0
16,-78.474929,2.700394,14.275,52.0
16,-78.474929,2.700394,14.275,52.0
16,-78.474929,2.700394,14.275,52.0
16,-78.474929,2.700394,14.275,52.0
17,-78.474929,2.700394,14.275,52.0
17,-78.778274,2.772667,13.558929,56.0
17,-78.778274,2.772667,13.558929,56.0
17,-78.778274,2.772667,13.558929,56.0
18,-78.778274,2.772667,13.558929,56.0
18,-78.842834,2.725876,12.655,60.0
18,-78.842834,2.725876,12.655,60.0
18,-78.842834,2.725876,12.655,60.0
19,-78.842834,2.725876,12.655,60.0
19,-78.842834,2.725876,12.655,60.0
19,-78.649963,3.539192,11.210938,64.0
19,-78.649963,3.539192,11.210938,64.0
20,-78.649963,3.539192,11.210938,64.0
20,-78.649963,3.539192,11.210938,64.0
20,-78.964103,2.869377,11.684375,64.0
20,-78.964103,2.869377,11.684375,64.0
21,-78.964103,2.869377,11.684375,64.0
21,-78.964103,2.869377,11.684375,64.0
21,-78.964103,2.869377,11.684375,64.0
21,-78.714668,3.465958,11.271876,64.0
22,-78.714668,3.465958,11.271876,64.0
22,-78.714668,3.465958,11.271876,64.0
22,-78.714668,3.465958,11.271876,64.0
22,-78.778274,2.63765,14.201924,52.0
23,-78.778274,2.63765,14.201924,52.0
23,-78.778274,2.63765,14.201924,52.0
23,-78.778274,2.63765,14.201924,52.0
23,-78.778274,2.63765,14.201924,52.0
24,-78.611999,2.858803,13.73077,52.0
24,-78.611999,2.858803,13.73077,52.0
24,-78.611999,2.858803,13.73077,52.0
24,-78.611999,2.858803,13.73077,52.0
25,-78.821907,2.986221,11.443751,64.0
25,-78.821907,2.986221,11.443751,64.0
25,-78.821907,2.986221,11.443751,64.0
25,-78.821907,2.986221,11.443751,64.0
26,-78.821907,2.986221,11.443751,64.0
26,-78.550766,3.471428,12.221667,60.0
26,-78.550766,3.471428,12.221667,60.0
26,-78.550766,3.471428,12.221667,60.0
27,-78.550766,3.471428,12.221667,60.0
27,-78.478782,3.026436,13.623215,56.0
27,-78.478782,3.026436,13.623215,56.0
27,-78.478782,3.026436,13.623215,56.0
28,-78.478782,3.026436,13.623215,56.0
28,-78.478782,3.026436,13.623215,56.0
28,-78.763832,3.143562,14.532692,52.0
28,-78.763832,3.143562,14.532692,52.0
29,-78.763832,3.143562,14.532692,52.0
29,-78.763832,3.143562,14.532692,52.0
29,-78.842834,2.840187,14.182693,52.0
29,-78.842834,2.840187,14.182693,52.0
30,-78.842834,2.840187,14.182693,52.0
30,-78.842834,2.840187,14.182693,52.0
30,-78.842834,2.840187,14.182693,52.0
30,-79.016189,3.230484,11.439063,64.0
31,-79.016189,3.230484,11.439063,64.0
31,-79.016189,3.230484,11.439063,64.0
31,-79.016189,3.230484,11.439063,64.0
31,-78.870193,3.134972,13.834616,52.0
32,-78.870193,3.134972,13.834616,52.0
32,-78.870193,3.134972,13.834616,52.0
32,-78.870193,3.134972,13.834616,52.0
32,-78.870193,3.134972,13.834616,52.0
33,-78.819816,2.883438,12.050001,60.0
33,-78.819816,2.883438,12.050001,60.0
33,-78.819816,2.883438,12.050001,60.0
33,-78.819816,2.883438,12.050001,60.0
34,-78.574363,2.897377,12.396667,60.0
34,-78.574363,2.897377,12.396667,60.0
34,-78.574363,2.897377,12.396667,60.0
34,-78.574363,2.897377,12.396667,60.0
35,-78.574363,2.897377,12.396667,60.0
35,-78.859649,2.879265,12.090001,60.0
35,-78.859649,2.879265,12.090001,60.0
35,-78.859649,2.879265,12.090001,60.0
36,-78.859649,2.879265,12.090001,60.0
36,-78.647956,2.774277,11.845313,64.0
36,-78.647956,2.774277,11.845313,64.0
36,-78.647956,2.774277,11.845313,64.0
37,-78.647956,2.774277,11.845313,64.0
37,-78.647956,2.774277,11.845313,64.0
37,-78.737129,2.751335,14.394231,52.0
37,-78.737129,2.751335,14.394231,52.0
38,-78.737129,2.751335,14.394231,52.0
38,-78.737129,2.751335,14.394231,52.0
38,-78.492309,2.745949,13.135715,56.0
38,-78.492309,2.745949,13.135715,56.0
39,-78.492309,2.745949,13.135715,56.0
39,-78.492309,2.745949,13.135715,56.0
39,-78.492309,2.745949,13.135715,56.0
39,-78.776214,2.682678,12.795001,60.0
