acquisition,RX_level,RX_difference,F2_std_noise,std_noise
0,-78.942581,2.505508,14.550001,52.0
0,-78.942581,2.505508,14.550001,52.0
0,-79.231033,4.197922,10.388334,60.0
0,-79.231033,4.197922,10.388334,60.0
1,-79.231033,4.197922,10.388334,60.0
1,-79.231033,4.197922,10.388334,60.0
1,-79.231033,4.197922,10.388334,60.0
1,-79.64978,4.566551,10.998333,60.0
2,-79.64978,4.566551,10.998333,60.0
2,-79.64978,4.566551,10.998333,60.0
2,-79.64978,4.566551,10.998333,60.0
2,-79.122283,4.70665,11.375,64.0
3,-79.122283,4.70665,11.375,64.0
3,-79.122283,4.70665,11.375,64.0
3,-79.122283,4.70665,11.375,64.0
3,-79.122283,4.70665,11.375,64.0
4,-78.940437,5.605919,10.765625,64.0
4,-78.940437,5.605919,10.765625,64.0
4,-78.940437,5.605919,10.765625,64.0
4,-78.940437,5.605919,10.765625,64.0
5,-78.535095,3.658539,6.941176,68.0
5,-78.535095,3.658539,6.941176,68.0
5,-78.535095,3.658539,6.941176,68.0
5,-78.535095,3.658539,6.941176,68.0
6,-78.535095,3.658539,6.941176,68.0
6,-78.757659,3.707382,7.81875,64.0
6,-78.757659,3.707382,7.81875,64.0
6,-78.757659,3.707382,7.81875,64.0
7,-78.757659,3.707382,7.81875,64.0
7,-78.455696,4.131454,8.872059,68.0
7,-78.455696,4.131454,8.872059,68.0
7,-78.455696,4.131454,8.872059,68.0
8,-78.455696,4.131454,8.872059,68.0
8,-78.455696,4.131454,8.872059,68.0
8,-78.79277,4.733902,10.223438,64.0
8,-78.79277,4.733902,10.223438,64.0
9,-78.79277,4.733902,10.223438,64.0
9,-78.79277,4.733902,10.223438,64.0
9,-78.784484,6.570244,9.522059,68.0
9,-78.784484,6.570244,9.522059,68.0
10,-78.784484,6.570244,9.522059,68.0
10,-78.784484,6.570244,9.522059,68.0
10,-78.784484,6.570244,9.522059,68.0
10,-78.521438,5.792931,10.751471,68.0
11,-78.521438,5.792931,10.751471,68.0
11,-78.521438,5.792931,10.751471,68.0
11,-78.521438,5.792931,10.751471,68.0
11,-78.776214,5.723404,11.037501,64.0
12,-78.776214,5.723404,11.037501,64.0
12,-78.776214,5.723404,11.037501,64.0
12,-78.776214,5.723404,11.037501,64.0
12,-78.776214,5.723404,11.037501,64.0
13,-78.698402,6.22168,10.005883,68.0
13,-78.698402,6.22168,10.005883,68.0
13,-78.698402,6.22168,10.005883,68.0
13,-78.698402,6.22168,10.005883,68.0
14,-78.664039,6.422302,9.820589,68.0
14,-78.664039,6.422302,9.820589,68.0
14,-78.664039,6.422302,9.820589,68.0
14,-78.664039,6.422302,9.820589,68.0
