acquisition,RX_level,RX_difference,F2_std_noise,std_noise
0,-80.057395,4.623314,18.1375,32.0
0,-80.057395,4.623314,18.1375,32.0
0,-80.057395,4.623314,18.1375,32.0
0,-80.057395,4.623314,18.1375,32.0
1,-80.057395,4.623314,18.1375,32.0
1,-78.56845,3.065842,14.03077,52.0
1,-78.56845,3.065842,14.03077,52.0
1,-78.56845,3.065842,14.03077,52.0
2,-78.56845,3.065842,14.03077,52.0
2,-78.56845,3.065842,14.03077,52.0
2,-78.554687,4.055443,12.776924,52.0
2,-78.554687,4.055443,12.776924,52.0
3,-78.554687,4.055443,12.776924,52.0
3,-78.554687,4.055443,12.776924,52.0
3,-78.680175,3.581779,13.511539,52.0
3,-78.680175,3.581779,13.511539,52.0
4,-78.680175,3.581779,13.511539,52.0
4,-78.680175,3.581779,13.511539,52.0
4,-78.680175,3.581779,13.511539,52.0
4,-78.998756,3.40155,13.253847,52.0
5,-78.998756,3.40155,13.253847,52.0
5,-78.998756,3.40155,13.253847,52.0
5,-78.998756,3.40155,13.253847,52.0
5,-79.27021,3.652908,13.518751,48.0
6,-79.27021,3.652908,13.518751,48.0
6,-79.27021,3.652908,13.518751,48.0
6,-79.27021,3.652908,13.518751,48.0
6,-79.27021,3.652908,13.518751,48.0
7,-79.18312,4.133888,12.159616,52.0
7,-79.18312,4.133888,12.159616,52.0
7,-79.18312,4.133888,12.159616,52.0
7,-79.18312,4.133888,12.159616,52.0
8,-78.942581,4.905861,13.0875,48.0
8,-78.942581,4.905861,13.0875,48.0
8,-78.942581,4.905861,13.0875,48.0
8,-78.942581,4.905861,13.0875,48.0
9,-78.942581,4.905861,13.0875,48.0
9,-79.162742,4.985458,10.071429,56.0
9,-79.162742,4.985458,10.071429,56.0
9,-79.162742,4.985458,10.071429,56.0
10,-79.162742,4.985458,10.071429,56.0
10,-78.916893,4.67099,11.065,60.0
10,-78.916893,4.67099,11.065,60.0
10,-78.916893,4.67099,11.065,60.0
11,-78.916893,4.67099,11.065,60.0
11,-78.916893,4.67099,11.065,60.0
11,-79.219573,4.432457,9.538333,60.0
11,-79.219573,4.432457,9.538333,60.0
12,-79.219573,4.432457,9.538333,60.0
12,-79.219573,4.432457,9.538333,60.0
12,-79.111106,3.78846,11.16,60.0
12,-79.111106,3.78846,11.16,60.0
13,-79.111106,3.78846,11.16,60.0
13,-79.111106,3.78846,11.16,60.0
13,-79.111106,3.78846,11.16,60.0
13,-78.647956,4.040276,13.979167,48.0
14,-78.647956,4.040276,13.979167,48.0
14,-78.647956,4.040276,13.979167,48.0
14,-78.647956,4.040276,13.979167,48.0
14,-78.809394,4.086678,12.116072,56.0
15,-78.809394,4.086678,12.116072,56.0
15,-78.809394,4.086678,12.116072,56.0
15,-78.809394,4.086678,12.116072,56.0
15,-78.809394,4.086678,12.116072,56.0
16,-79.249427,3.259171,12.173077,52.0
16,-79.249427,3.259171,12.173077,52.0
16,-79.249427,3.259171,12.173077,52.0
16,-79.249427,3.259171,12.173077,52.0
17,-78.598098,3.238899,14.96875,48.0
17,-78.598098,3.238899,14.96875,48.0
17,-78.598098,3.238899,14.96875,48.0
17,-78.598098,3.238899,14.96875,48.0
18,-78.598098,3.238899,14.96875,48.0
18,-78.592155,4.692352,10.371429,56.0
18,-78.592155,4.692352,10.371429,56.0
18,-78.592155,4.692352,10.371429,56.0
19,-78.592155,4.692352,10.371429,56.0
19,-78.548805,4.57531,13.818751,48.0
19,-78.548805,4.57531,13.818751,48.0
19,-78.548805,4.57531,13.818751,48.0
20,-78.548805,4.57531,13.818751,48.0
20,-78.548805,4.57531,13.818751,48.0
20,-78.672096,4.457108,11.975001,52.0
20,-78.672096,4.457108,11.975001,52.0
