acquisition,RX_level,RX_difference,F2_std_noise,std_noise
0,-79.59954,2.595093,15.71875,48.0
0,-79.59954,2.595093,15.71875,48.0
0,-79.59954,2.595093,15.71875,48.0
0,-79.59954,2.595093,15.71875,48.0
1,-79.59954,2.595093,15.71875,48.0
1,-79.59954,2.595093,15.71875,48.0
1,-79.59954,2.595093,15.71875,48.0
1,-80.021469,4.068024,23.585714,28.0
2,-80.021469,4.068024,23.585714,28.0
2,-80.021469,4.068024,23.585714,28.0
2,-80.021469,4.068024,23.585714,28.0
2,-80.021469,4.068024,23.585714,28.0
3,-79.880661,4.266769,20.612499,32.0
3,-79.880661,4.266769,20.612499,32.0
3,-79.880661,4.266769,20.612499,32.0
3,-79.880661,4.266769,20.612499,32.0
4,-80.294059,4.174026,19.03125,32.0
4,-80.294059,4.174026,19.03125,32.0
4,-80.294059,4.174026,19.03125,32.0
4,-80.294059,4.174026,19.03125,32.0
5,-80.294059,4.174026,19.03125,32.0
5,-80.17839,4.309471,19.978124,32.0
5,-80.17839,4.309471,19.978124,32.0
5,-80.17839,4.309471,19.978124,32.0
6,-80.17839,4.309471,19.978124,32.0
6,-80.209892,3.824211,22.617857,28.0
6,-80.209892,3.824211,22.617857,28.0
6,-80.209892,3.824211,22.617857,28.0
7,-80.209892,3.824211,22.617857,28.0
7,-80.209892,3.824211,22.617857,28.0
7,-79.896675,4.344635,19.040624,32.0
7,-79.896675,4.344635,19.040624,32.0
8,-79.896675,4.344635,19.040624,32.0
8,-79.896675,4.344635,19.040624,32.0
8,-80.501113,4.092728,17.477777,36.0
8,-80.501113,4.092728,17.477777,36.0
9,-80.501113,4.092728,17.477777,36.0
9,-80.501113,4.092728,17.477777,36.0
9,-80.501113,4.092728,17.477777,36.0
9,-80.172691,3.674843,17.919445,36.0
10,-80.172691,3.674843,17.919445,36.0
10,-80.172691,3.674843,17.919445,36.0
10,-80.172691,3.674843,17.919445,36.0
10,-80.181243,3.869118,14.656819,44.0
11,-80.181243,3.869118,14.656819,44.0
11,-80.181243,3.869118,14.656819,44.0
11,-80.181243,3.869118,14.656819,44.0
11,-80.181243,3.869118,14.656819,44.0
12,-79.796226,4.584511,17.630556,36.0
12,-79.796226,4.584511,17.630556,36.0
12,-79.796226,4.584511,17.630556,36.0
12,-79.796226,4.584511,17.630556,36.0
13,-80.2882,4.819954,16.466667,36.0
13,-80.2882,4.819954,16.466667,36.0
13,-80.2882,4.819954,16.466667,36.0
13,-80.2882,4.819954,16.466667,36.0
14,-80.2882,4.819954,16.466667,36.0
14,-80.102027,4.676247,15.372222,36.0
14,-80.102027,4.676247,15.372222,36.0
14,-80.102027,4.676247,15.372222,36.0
15,-80.102027,4.676247,15.372222,36.0
15,-80.391853,4.099228,19.746875,32.0
15,-80.391853,4.099228,19.746875,32.0
15,-80.391853,4.099228,19.746875,32.0
16,-80.391853,4.099228,19.746875,32.0
16,-80.391853,4.099228,19.746875,32.0
16,-80.207023,4.082489,17.783332,36.0
16,-80.207023,4.082489,17.783332,36.0
17,-80.207023,4.082489,17.783332,36.0
17,-80.207023,4.082489,17.783332,36.0
17,-79.994033,4.516144,20.278572,28.0
17,-79.994033,4.516144,20.278572,28.0
18,-79.994033,4.516144,20.278572,28.0
18,-79.994033,4.516144,20.278572,28.0
18,-79.994033,4.516144,20.278572,28.0
18,-80.329368,4.201218,19.643749,32.0
19,-80.329368,4.201218,19.643749,32.0
19,-80.329368,4.201218,19.643749,32.0
19,-80.329368,4.201218,19.643749,32.0
19,-80.373909,4.990646,16.924999,32.0
20,-80.373909,4.990646,16.924999,32.0
20,-80.373909,4.990646,16.924999,32.0
20,-80.373909,4.990646,16.924999,32.0
20,-80.373909,4.990646,16.924999,32.0
21,-80.253219,4.229347,17.049999,36.0
21,-80.253219,4.229347,17.049999,36.0
21,-80.253219,4.229347,17.049999,36.0
21,-80.253219,4.229347,17.049999,36.0
22,-80.186958,4.490128,18.796875,32.0
22,-80.186958,4.490128,18.796875,32.0
22,-80.186958,4.490128,18.796875,32.0
22,-80.186958,4.490128,18.796875,32.0
23,-80.186958,4.490128,18.796875,32.0
23,-80.074073,4.125603,17.691667,36.0
23,-80.074073,4.125603,17.691667,36.0
23,-80.074073,4.125603,17.691667,36.0
24,-80.074073,4.125603,17.691667,36.0
24,-79.9235,4.475838,17.641666,36.0
24,-79.9235,4.475838,17.641666,36.0
24,-79.9235,4.475838,17.641666,36.0
25,-79.9235,4.475838,17.641666,36.0
25,-79.9235,4.475838,17.641666,36.0
25,-79.91275,4.65007,15.590001,40.0
25,-79.91275,4.65007,15.590001,40.0
26,-79.91275,4.65007,15.590001,40.0
26,-79.91275,4.65007,15.590001,40.0
26,-79.793617,4.843864,15.487501,40.0
26,-79.793617,4.843864,15.487501,40.0
27,-79.793617,4.843864,15.487501,40.0
27,-79.793617,4.843864,15.487501,40.0
27,-79.793617,4.843864,15.487501,40.0
27,-79.974929,4.574295,17.522222,36.0
28,-79.974929,4.574295,17.522222,36.0
28,-79.974929,4.574295,17.522222,36.0
28,-79.974929,4.574295,17.522222,36.0
28,-79.945083,4.372726,20.056249,32.0
29,-79.945083,4.372726,20.056249,32.0
29,-79.945083,4.372726,20.056249,32.0
29,-79.945083,4.372726,20.056249,32.0
29,-79.945083,4.372726,20.056249,32.0
30,-79.746864,4.794861,18.540624,32.0
30,-79.746864,4.794861,18.540624,32.0
30,-79.746864,4.794861,18.540624,32.0
30,-79.746864,4.794861,18.540624,32.0
31,-79.843521,4.757553,14.58,40.0
31,-79.843521,4.757553,14.58,40.0
31,-79.843521,4.757553,14.58,40.0
31,-79.843521,4.757553,14.58,40.0
32,-79.843521,4.757553,14.58,40.0
32,-80.132972,4.554794,18.940624,32.0
32,-80.132972,4.554794,18.940624,32.0
32,-80.132972,4.554794,18.940624,32.0
33,-80.132972,4.554794,18.940624,32.0
33,-80.470489,4.77652,18.153125,32.0
33,-80.470489,4.77652,18.153125,32.0
33,-80.470489,4.77652,18.153125,32.0
34,-80.470489,4.77652,18.153125,32.0
34,-80.470489,4.77652,18.153125,32.0
34,-80.4766,4.505554,14.397501,40.0
34,-80.4766,4.505554,14.397501,40.0
35,-80.4766,4.505554,14.397501,40.0
35,-80.4766,4.505554,14.397501,40.0
35,-80.060173,4.134216,16.0725,40.0
35,-80.060173,4.134216,16.0725,40.0
36,-80.060173,4.134216,16.0725,40.0
36,-80.060173,4.134216,16.0725,40.0
36,-80.060173,4.134216,16.0725,40.0
36,-80.054618,4.060593,19.7,32.0
37,-80.054618,4.060593,19.7,32.0
37,-80.054618,4.060593,19.7,32.0
37,-80.054618,4.060593,19.7,32.0
37,-79.985839,4.001701,15.362501,40.0
38,-79.985839,4.001701,15.362501,40.0
38,-79.985839,4.001701,15.362501,40.0
38,-79.985839,4.001701,15.362501,40.0
38,-79.985839,4.001701,15.362501,40.0
39,-80.42797,4.275352,16.936111,36.0
39,-80.42797,4.275352,16.936111,36.0
39,-80.42797,4.275352,16.936111,36.0
39,-80.42797,4.275352,16.936111,36.0
40,-80.068511,3.988449,19.371875,32.0
40,-80.068511,3.988449,19.371875,32.0
40,-80.068511,3.988449,19.371875,32.0
40,-80.068511,3.988449,19.371875,32.0
41,-80.068511,3.988449,19.371875,32.0
41,-79.785789,4.681305,16.658332,36.0
41,-79.785789,4.681305,16.658332,36.0
41,-79.785789,4.681305,16.658332,36.0
42,-79.785789,4.681305,16.658332,36.0
42,-79.806694,4.666237,19.7,32.0
42,-79.806694,4.666237,19.7,32.0
42,-79.806694,4.666237,19.7,32.0
43,-79.806694,4.666237,19.7,32.0
43,-79.806694,4.666237,19.7,32.0
43,-80.068511,4.212982,19.6625,32.0
43,-80.068511,4.212982,19.6625,32.0
44,-80.068511,4.212982,19.6625,32.0
44,-80.068511,4.212982,19.6625,32.0
44,-79.825065,4.543503,18.005556,36.0
44,-79.825065,4.543503,18.005556,36.0
45,-79.825065,4.543503,18.005556,36.0
45,-79.825065,4.543503,18.005556,36.0
45,-79.825065,4.543503,18.005556,36.0
45,-80.130149,4.478073,19.134374,32.0
46,-80.130149,4.478073,19.134374,32.0
46,-80.130149,4.478073,19.134374,32.0
46,-80.130149,4.478073,19.134374,32.0
46,-80.215644,4.677101,18.515625,32.0
47,-80.215644,4.677101,18.515625,32.0
47,-80.215644,4.677101,18.515625,32.0
47,-80.215644,4.677101,18.515625,32.0
47,-80.215644,4.677101,18.515625,32.0
48,-80.116065,4.215866,18.002777,36.0
48,-80.116065,4.215866,18.002777,36.0
48,-80.116065,4.215866,18.002777,36.0
48,-80.116065,4.215866,18.002777,36.0
49,-80.302856,4.813828,17.609375,32.0
49,-80.302856,4.813828,17.609375,32.0
49,-80.302856,4.813828,17.609375,32.0
49,-80.302856,4.813828,17.609375,32.0
50,-80.302856,4.813828,17.609375,32.0
50,-79.980377,3.910507,19.84375,32.0
50,-79.980377,3.910507,19.84375,32.0
50,-79.980377,3.910507,19.84375,32.0
51,-79.980377,3.910507,19.84375,32.0
51,-80.018714,4.055984,18.280555,36.0
51,-80.018714,4.055984,18.280555,36.0
51,-80.018714,4.055984,18.280555,36.0
52,-80.018714,4.055984,18.280555,36.0
52,-80.018714,4.055984,18.280555,36.0
52,-79.907386,4.658844,16.630556,36.0
52,-79.907386,4.658844,16.630556,36.0
53,-79.907386,4.658844,16.630556,36.0
53,-79.907386,4.658844,16.630556,36.0
53,-80.144287,4.13237,17.258333,36.0
53,-80.144287,4.13237,17.258333,36.0
54,-80.144287,4.13237,17.258333,36.0
54,-80.144287,4.13237,17.258333,36.0
54,-80.144287,4.13237,17.258333,36.0
54,-80.504188,4.558212,16.683332,36.0
55,-80.504188,4.558212,16.683332,36.0
55,-80.504188,4.558212,16.683332,36.0
55,-80.504188,4.558212,16.683332,36.0
55,-80.132972,4.403046,15.890001,40.0
56,-80.132972,4.403046,15.890001,40.0
56,-80.132972,4.403046,15.890001,40.0
56,-80.132972,4.403046,15.890001,40.0
56,-80.132972,4.403046,15.890001,40.0
57,-80.317565,5.119759,15.527778,36.0
57,-80.317565,5.119759,15.527778,36.0
57,-80.317565,5.119759,15.527778,36.0
57,-80.317565,5.119759,15.527778,36.0
58,-80.181243,4.111725,17.424999,36.0
58,-80.181243,4.111725,17.424999,36.0
58,-80.181243,4.111725,17.424999,36.0
58,-80.181243,4.111725,17.424999,36.0
59,-80.181243,4.111725,17.424999,36.0
59,-79.859397,4.503647,20.284374,32.0
59,-79.859397,4.503647,20.284374,32.0
59,-79.859397,4.503647,20.284374,32.0
60,-79.859397,4.503647,20.284374,32.0
60,-79.759796,4.787514,19.2875,32.0
60,-79.759796,4.787514,19.2875,32.0
60,-79.759796,4.787514,19.2875,32.0
61,-79.759796,4.787514,19.2875,32.0
61,-79.759796,4.787514,19.2875,32.0
61,-79.859397,4.96891,18.63125,32.0
61,-79.859397,4.96891,18.63125,32.0
62,-79.859397,4.96891,18.63125,32.0
62,-79.859397,4.96891,18.63125,32.0
62,-80.124511,4.285789,18.424999,32.0
62,-80.124511,4.285789,18.424999,32.0
63,-80.124511,4.285789,18.424999,32.0
63,-80.124511,4.285789,18.424999,32.0
63,-80.124511,4.285789,18.424999,32.0
63,-80.118881,4.198906,19.862499,32.0
64,-80.118881,4.198906,19.862499,32.0
64,-80.118881,4.198906,19.862499,32.0
64,-80.118881,4.198906,19.862499,32.0
64,-79.936981,4.515434,20.096874,32.0
65,-79.936981,4.515434,20.096874,32.0
65,-79.936981,4.515434,20.096874,32.0
65,-79.936981,4.515434,20.096874,32.0
65,-79.936981,4.515434,20.096874,32.0
66,-80.038009,4.982658,14.827501,40.0
66,-80.038009,4.982658,14.827501,40.0
66,-80.038009,4.982658,14.827501,40.0
66,-80.038009,4.982658,14.827501,40.0
67,-80.121696,4.301086,17.544445,36.0
67,-80.121696,4.301086,17.544445,36.0
67,-80.121696,4.301086,17.544445,36.0
67,-80.121696,4.301086,17.544445,36.0
68,-80.121696,4.301086,17.544445,36.0
68,-79.875335,4.286888,19.771875,32.0
68,-79.875335,4.286888,19.771875,32.0
68,-79.875335,4.286888,19.771875,32.0
69,-79.875335,4.286888,19.771875,32.0
69,-80.141456,4.997581,17.765625,32.0
69,-80.141456,4.997581,17.765625,32.0
69,-80.141456,4.997581,17.765625,32.0
70,-80.141456,4.997581,17.765625,32.0
70,-80.141456,4.997581,17.765625,32.0
70,-79.864707,4.495171,19.706249,32.0
70,-79.864707,4.495171,19.706249,32.0
71,-79.864707,4.495171,19.706249,32.0
71,-79.864707,4.495171,19.706249,32.0
71,-79.953201,4.470818,19.518749,32.0
71,-79.953201,4.470818,19.518749,32.0
72,-79.953201,4.470818,19.518749,32.0
72,-79.953201,4.470818,19.518749,32.0
72,-79.953201,4.470818,19.518749,32.0
72,-79.587074,4.805397,16.09,40.0
73,-79.587074,4.805397,16.09,40.0
73,-79.587074,4.805397,16.09,40.0
73,-79.587074,4.805397,16.09,40.0
73,-79.662429,4.812752,16.112499,40.0
74,-79.662429,4.812752,16.112499,40.0
74,-79.662429,4.812752,16.112499,40.0
74,-79.662429,4.812752,16.112499,40.0
74,-79.662429,4.812752,16.112499,40.0
75,-79.819808,4.566681,16.177499,40.0
75,-79.819808,4.566681,16.177499,40.0
75,-79.819808,4.566681,16.177499,40.0
75,-79.819808,4.566681,16.177499,40.0
76,-80.207023,4.779854,14.372501,40.0
76,-80.207023,4.779854,14.372501,40.0
76,-80.207023,4.779854,14.372501,40.0
76,-80.207023,4.779854,14.372501,40.0
77,-80.207023,4.779854,14.372501,40.0
77,-79.867363,5.623413,14.511112,36.0
77,-79.867363,5.623413,14.511112,36.0
77,-79.867363,5.623413,14.511112,36.0
78,-79.867363,5.623413,14.511112,36.0
78,-79.994033,4.273094,20.075,32.0
78,-79.994033,4.273094,20.075,32.0
78,-79.994033,4.273094,20.075,32.0
79,-79.994033,4.273094,20.075,32.0
79,-79.994033,4.273094,20.075,32.0
79,-79.726242,4.878838,17.784374,32.0
79,-79.726242,4.878838,17.784374,32.0
80,-79.726242,4.878838,17.784374,32.0
80,-79.726242,4.878838,17.784374,32.0
80,-79.622077,4.770432,19.790624,32.0
80,-79.622077,4.770432,19.790624,32.0
81,-79.622077,4.770432,19.790624,32.0
81,-79.622077,4.770432,19.790624,32.0
