acquisition,RX_level,RX_difference,F2_std_noise,std_noise
0,-79.594551,2.015373,15.679167,48.0
0,-79.594551,2.015373,15.679167,48.0
0,-79.594551,2.015373,15.679167,48.0
0,-79.594551,2.015373,15.679167,48.0
1,-79.73912,2.337234,14.359616,52.0
1,-79.73912,2.337234,14.359616,52.0
1,-79.73912,2.337234,14.359616,52.0
1,-79.73912,2.337234,14.359616,52.0
2,-79.73912,2.337234,14.359616,52.0
2,-79.500778,2.45266,12.113334,60.0
2,-79.500778,2.45266,12.113334,60.0
2,-79.500778,2.45266,12.113334,60.0
3,-79.500778,2.45266,12.113334,60.0
3,-79.64978,1.947853,17.309091,44.0
3,-79.64978,1.947853,17.309091,44.0
3,-79.64978,1.947853,17.309091,44.0
4,-79.64978,1.947853,17.309091,44.0
4,-79.64978,1.947853,17.309091,44.0
4,-79.503219,2.197128,14.259615,52.0
4,-79.503219,2.197128,14.259615,52.0
5,-79.503219,2.197128,14.259615,52.0
5,-79.503219,2.197128,14.259615,52.0
5,-80.110443,2.273758,16.247726,44.0
5,-80.110443,2.273758,16.247726,44.0
6,-80.110443,2.273758,16.247726,44.0
6,-80.110443,2.273758,16.247726,44.0
6,-80.110443,2.273758,16.247726,44.0
6,-79.244819,2.311066,15.518751,48.0
7,-79.244819,2.311066,15.518751,48.0
7,-79.244819,2.311066,15.518751,48.0
7,-79.244819,2.311066,15.518751,48.0
7,-79.251731,2.193054,17.222726,44.0
8,-79.251731,2.193054,17.222726,44.0
8,-79.251731,2.193054,17.222726,44.0
8,-79.251731,2.193054,17.222726,44.0
8,-79.251731,2.193054,17.222726,44.0
9,-79.279479,1.9562,15.99375,48.0
9,-79.279479,1.9562,15.99375,48.0
9,-79.279479,1.9562,15.99375,48.0
9,-79.279479,1.9562,15.99375,48.0
10,-79.961341,2.269333,15.370834,48.0
10,-79.961341,2.269333,15.370834,48.0
10,-79.961341,2.269333,15.370834,48.0
10,-79.961341,2.269333,15.370834,48.0
11,-79.961341,2.269333,15.370834,48.0
11,-79.44017,2.205711,15.427083,48.0
11,-79.44017,2.205711,15.427083,48.0
11,-79.44017,2.205711,15.427083,48.0
12,-79.44017,2.205711,15.427083,48.0
12,-79.37091,1.881866,17.331817,44.0
12,-79.37091,1.881866,17.331817,44.0
12,-79.37091,1.881866,17.331817,44.0
13,-79.37091,1.881866,17.331817,44.0
13,-79.37091,1.881866,17.331817,44.0
13,-79.559768,2.206047,13.817308,52.0
13,-79.559768,2.206047,13.817308,52.0
14,-79.559768,2.206047,13.817308,52.0
14,-79.559768,2.206047,13.817308,52.0
14,-79.151466,1.964233,19.1525,40.0
14,-79.151466,1.964233,19.1525,40.0
15,-79.151466,1.964233,19.1525,40.0
15,-79.151466,1.964233,19.1525,40.0
15,-79.151466,1.964233,19.1525,40.0
15,-79.305076,1.877724,17.540908,44.0
16,-79.305076,1.877724,17.540908,44.0
16,-79.305076,1.877724,17.540908,44.0
16,-79.305076,1.877724,17.540908,44.0
16,-79.437767,1.861473,19.077499,40.0
17,-79.437767,1.861473,19.077499,40.0
17,-79.437767,1.861473,19.077499,40.0
17,-79.437767,1.861473,19.077499,40.0
17,-79.437767,1.861473,19.077499,40.0
18,-79.517898,1.981468,16.772727,44.0
18,-79.517898,1.981468,16.772727,44.0
18,-79.517898,1.981468,16.772727,44.0
18,-79.517898,1.981468,16.772727,44.0
19,-79.652305,2.453697,13.903846,52.0
19,-79.652305,2.453697,13.903846,52.0
19,-79.652305,2.453697,13.903846,52.0
19,-79.652305,2.453697,13.903846,52.0
20,-79.652305,2.453697,13.903846,52.0
20,-79.622077,2.427429,15.214584,48.0
20,-79.622077,2.427429,15.214584,48.0
20,-79.622077,2.427429,15.214584,48.0
21,-79.622077,2.427429,15.214584,48.0
21,-80.049079,2.355751,14.510417,48.0
21,-80.049079,2.355751,14.510417,48.0
21,-80.049079,2.355751,14.510417,48.0
22,-80.049079,2.355751,14.510417,48.0
22,-80.049079,2.355751,14.510417,48.0
22,-80.007728,2.226669,16.193181,44.0
22,-80.007728,2.226669,16.193181,44.0
23,-80.007728,2.226669,16.193181,44.0
23,-80.007728,2.226669,16.193181,44.0
23,-79.647254,1.86422,15.720834,48.0
23,-79.647254,1.86422,15.720834,48.0
24,-79.647254,1.86422,15.720834,48.0
24,-79.647254,1.86422,15.720834,48.0
24,-79.647254,1.86422,15.720834,48.0
24,-79.670036,1.976517,15.495834,48.0
25,-79.670036,1.976517,15.495834,48.0
25,-79.670036,1.976517,15.495834,48.0
25,-79.670036,1.976517,15.495834,48.0
25,-79.52526,2.039368,15.643751,48.0
26,-79.52526,2.039368,15.643751,48.0
26,-79.52526,2.039368,15.643751,48.0
26,-79.52526,2.039368,15.643751,48.0
26,-79.52526,2.039368,15.643751,48.0
27,-79.617057,2.304184,13.676923,52.0
27,-79.617057,2.304184,13.676923,52.0
27,-79.617057,2.304184,13.676923,52.0
27,-79.617057,2.304184,13.676923,52.0
28,-79.690391,2.054321,15.893751,48.0
28,-79.690391,2.054321,15.893751,48.0
28,-79.690391,2.054321,15.893751,48.0
28,-79.690391,2.054321,15.893751,48.0
29,-79.690391,2.054321,15.893751,48.0
29,-79.767578,1.859894,16.85,44.0
29,-79.767578,1.859894,16.85,44.0
29,-79.767578,1.859894,16.85,44.0
30,-79.767578,1.859894,16.85,44.0
30,-79.996772,2.063515,16.213636,44.0
30,-79.996772,2.063515,16.213636,44.0
30,-79.996772,2.063515,16.213636,44.0
31,-79.996772,2.063515,16.213636,44.0
31,-79.996772,2.063515,16.213636,44.0
31,-79.351997,1.921494,14.594231,52.0
31,-79.351997,1.921494,14.594231,52.0
32,-79.351997,1.921494,14.594231,52.0
32,-79.351997,1.921494,14.594231,52.0
32,-79.60704,2.225189,15.504167,48.0
32,-79.60704,2.225189,15.504167,48.0
33,-79.60704,2.225189,15.504167,48.0
33,-79.60704,2.225189,15.504167,48.0
33,-79.60704,2.225189,15.504167,48.0
33,-79.48616,1.75882,17.584091,44.0
34,-79.48616,1.75882,17.584091,44.0
34,-79.48616,1.75882,17.584091,44.0
34,-79.48616,1.75882,17.584091,44.0
34,-80.032493,2.658859,15.386364,44.0
35,-80.032493,2.658859,15.386364,44.0
35,-80.032493,2.658859,15.386364,44.0
35,-80.032493,2.658859,15.386364,44.0
35,-80.032493,2.658859,15.386364,44.0
36,-79.632133,2.400002,15.320834,48.0
36,-79.632133,2.400002,15.320834,48.0
36,-79.632133,2.400002,15.320834,48.0
36,-79.632133,2.400002,15.320834,48.0
37,-79.657363,2.035759,15.3125,48.0
37,-79.657363,2.035759,15.3125,48.0
37,-79.657363,2.035759,15.3125,48.0
37,-79.657363,2.035759,15.3125,48.0
38,-79.657363,2.035759,15.3125,48.0
38,-79.994033,2.041458,16.943182,44.0
38,-79.994033,2.041458,16.943182,44.0
38,-79.994033,2.041458,16.943182,44.0
39,-79.994033,2.041458,16.943182,44.0
39,-79.770179,2.545959,16.140909,44.0
39,-79.770179,2.545959,16.140909,44.0
39,-79.770179,2.545959,16.140909,44.0
40,-79.770179,2.545959,16.140909,44.0
40,-79.770179,2.545959,16.140909,44.0
40,-79.452224,2.151901,13.483929,56.0
40,-79.452224,2.151901,13.483929,56.0
41,-79.452224,2.151901,13.483929,56.0
41,-79.452224,2.151901,13.483929,56.0
41,-79.675117,2.10244,19.104999,40.0
41,-79.675117,2.10244,19.104999,40.0
